Name: “Table 1 of 1 on page 11 of 12”,Name: “Table 1 of 1 on page 11 of 12”,Name: “Table 1 of 1 on page 11 of 12”,Name: “Table 1 of 1 on page 11 of 12”,Name: “Table 1 of 1 on page 11 of 12”,Name: “Table 1 of 1 on page 11 of 12”,Name: “Table 1 of 1 on page 11 of 12”,Name: “Table 1 of 1 on page 11 of 12”
Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11
,,,,,,,
•,Fund Global Positioning System (GPS) pilot for refuse,Fund Global Positioning System (GPS) pilot for refuse,Fund Global Positioning System (GPS) pilot for refuse,FY 2013:,"$50,000",Positions:,0
,trucks,,,,,,
,Purchase pilot Fleet Maintenance program to install Global Positioning System (GPS) devices on refuse trucks.,Purchase pilot Fleet Maintenance program to install Global Positioning System (GPS) devices on refuse trucks.,Purchase pilot Fleet Maintenance program to install Global Positioning System (GPS) devices on refuse trucks.,Purchase pilot Fleet Maintenance program to install Global Positioning System (GPS) devices on refuse trucks.,Purchase pilot Fleet Maintenance program to install Global Positioning System (GPS) devices on refuse trucks.,Purchase pilot Fleet Maintenance program to install Global Positioning System (GPS) devices on refuse trucks.,
,"The pilot program is structured to: increase route efficiency, support city's idling policy promoting fuel savings,","The pilot program is structured to: increase route efficiency, support city's idling policy promoting fuel savings,","The pilot program is structured to: increase route efficiency, support city's idling policy promoting fuel savings,","The pilot program is structured to: increase route efficiency, support city's idling policy promoting fuel savings,","The pilot program is structured to: increase route efficiency, support city's idling policy promoting fuel savings,","The pilot program is structured to: increase route efficiency, support city's idling policy promoting fuel savings,",
,and provide real time information on resources in the field.,and provide real time information on resources in the field.,and provide real time information on resources in the field.,,,,
•,Capture ongoing savings from outsourcing Fleet's,Capture ongoing savings from outsourcing Fleet's,Capture ongoing savings from outsourcing Fleet's,FY 2013:,"($75,360)",Positions:,0
,Parts Room,,,,,,
,Capture the ongoing anticipated savings associated with the outsourcing of Part's Room initiative. The,Capture the ongoing anticipated savings associated with the outsourcing of Part's Room initiative. The,Capture the ongoing anticipated savings associated with the outsourcing of Part's Room initiative. The,Capture the ongoing anticipated savings associated with the outsourcing of Part's Room initiative. The,Capture the ongoing anticipated savings associated with the outsourcing of Part's Room initiative. The,Capture the ongoing anticipated savings associated with the outsourcing of Part's Room initiative. The,
,outsourcing of the Part's Room to a private contractor will reduce actual expenditures for parts purchased for,outsourcing of the Part's Room to a private contractor will reduce actual expenditures for parts purchased for,outsourcing of the Part's Room to a private contractor will reduce actual expenditures for parts purchased for,outsourcing of the Part's Room to a private contractor will reduce actual expenditures for parts purchased for,outsourcing of the Part's Room to a private contractor will reduce actual expenditures for parts purchased for,outsourcing of the Part's Room to a private contractor will reduce actual expenditures for parts purchased for,
,repair of the fleet.,,,,,,
,,Fleet Management,,Total FY 2013:,"$506,300",Positions:,-8
P OSITION S UMMARY,P OSITION S UMMARY,,,,,,
,,Pay Grade,Minimum,Maximum,FY 2012,Change,FY 2013
,,,,,Approved,,Approved
,,,,,Positions,,Positions
Administrative Assistant II,Administrative Assistant II,MAP003,"$32,801","$52,435",1,0,1
Administrative Technician,Administrative Technician,OPS008,"$28,251","$45,161",2,0,2
Assistant Fleet Maintenance,Assistant Fleet Maintenance,,,,,,
,,MAP011,"$53,634","$85,742",1,0,1
Manager,Manager,,,,,,
Autobody Repair Mechanic,Autobody Repair Mechanic,OPS008,"$28,251","$45,161",1,0,1
Automotive Machinist,Automotive Machinist,OPS010,"$33,105","$52,920",1,0,1
Automotive Maintenance,Automotive Maintenance,,,,,,
,,MAP007,"$41,691","$66,652",4,0,4
Operations Manager,Operations Manager,,,,,,
Automotive Parts Operations,Automotive Parts Operations,,,,,,
,,MAP007,"$41,691","$66,652",1,-1,0
Manager,Manager,,,,,,
Automotive Repair Technician,Automotive Repair Technician,OPS009,"$30,567","$48,870",17,0,17
Automotive Service Attendant,Automotive Service Attendant,OPS006,"$24,199","$38,684",6,-1,5
Business Manager,Business Manager,MAP008,"$44,351","$70,899",1,0,1
Fleet Coordinator,Fleet Coordinator,MAP006,"$39,221","$62,700",1,0,1
Fleet Maintenance Manager,Fleet Maintenance Manager,SRM005,"$62,166","$109,411",1,0,1
Messenger/Driver,Messenger/Driver,OPS003,"$19,318","$30,885",1,0,1
Senior Autobody Repair,Senior Autobody Repair,,,,,,
,,OPS010,"$33,105","$52,920",1,0,1
Mechanic,Mechanic,,,,,,
Senior Automotive Repair,Senior Automotive Repair,,,,,,
,,OPS011,"$35,886","$57,371",17,0,17
Technician,Technician,,,,,,
Staff Technician II,Staff Technician II,OPS009,"$30,567","$48,870",1,0,1
Storekeeper I,Storekeeper I,OPS005,"$22,427","$35,853",4,-3,1
Storekeeper II,Storekeeper II,OPS007,"$26,135","$41,782",2,-2,0
Storekeeper III,Storekeeper III,OPS008,"$28,251","$45,161",1,-1,0
Support Technician,Support Technician,OPS006,"$24,199","$38,684",2,0,2
Welder,Welder,OPS009,"$30,567","$48,870",1,0,1
Total,Total,,,,67,-8,59
,,,,,,Fleet Management,385
