Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”
Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76
,,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,2009 - 2010 BUDGET,2009 - 2010 BUDGET,2009 - 2010 BUDGET,2009 - 2010 BUDGET,,,,,
MCKINNEY-VENTO HOMELESS GRANT,MCKINNEY-VENTO HOMELESS GRANT,1.0.90.0.62120 .....,,,,,,,,,PAGE 67
CODE,BUDGET FUNCTION,,2007/2008,,2008/2009,2008/2009,2009/2010,,,+INCREASE,
,,,ACTUAL,,APPROPRIATED,APPROPRIATED,PROJECTED,,,(-DECREASE),%
3010,PURCHASE SERVICES,,,,$,"3,182",$,-,$,"(3,182)",-100.0%
,,TOTAL,$,-,$,"3,182",$,-,$,"(3, 182)",-100.0%
