Name: “Table 1 of 1 on page 6 of 12”,Name: “Table 1 of 1 on page 6 of 12”,Name: “Table 1 of 1 on page 6 of 12”,Name: “Table 1 of 1 on page 6 of 12”,Name: “Table 1 of 1 on page 6 of 12”,Name: “Table 1 of 1 on page 6 of 12”,Name: “Table 1 of 1 on page 6 of 12”,Name: “Table 1 of 1 on page 6 of 12”
Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6
,,,,,,,
Department Goals and Measures,Department Goals and Measures,Department Goals and Measures,Department Goals and Measures,,,,
,,Strategic Priority: Public Accountability,Strategic Priority: Public Accountability,Strategic Priority: Public Accountability,Strategic Priority: Public Accountability,,
Goal,Goal,,,,,,
To provide timely and effective warehousing and material support to operating departments.,To provide timely and effective warehousing and material support to operating departments.,To provide timely and effective warehousing and material support to operating departments.,To provide timely and effective warehousing and material support to operating departments.,To provide timely and effective warehousing and material support to operating departments.,To provide timely and effective warehousing and material support to operating departments.,To provide timely and effective warehousing and material support to operating departments.,
,,,FY 2009,FY 2010,FY 2011,FY 2012,
Measure,Measure,,,,,,Change
,,,Actual,Actual,Approved,Approved,
Total dollar amount of fiscal sales and,Total dollar amount of fiscal sales and,Total dollar amount of fiscal sales and,,,,,
,,,"3,300,229","3,778,153","4,000,000","4,000,000",0
DTO transactions.,DTO transactions.,,,,,,
Percentage of annual wall-to-wall,Percentage of annual wall-to-wall,Percentage of annual wall-to-wall,,,,,
,,,99.6,99.7,99.6,99.6,0
inventory accuracy.,inventory accuracy.,,,,,,
Percentage of inventory effectiveness.,Percentage of inventory effectiveness.,Percentage of inventory effectiveness.,88.9,88.8,88.8,85,-3.8
Position Summary,Position Summary,,,,,,
,,,,,FY 2011,,FY 2012
,,,,,Approved,,Approved
,,Pay Grade,Minimum,Maximum,Positions,Change,Positions
Accounting Technician,Accounting Technician,OPS007,"25,622","40,963",1,0,1
Materials Manager,Materials Manager,MAP011,"52,582","84,061",1,0,1
Storekeeper I,Storekeeper I,OPS005,"21,987","35,150",1,0,1
Storekeeper II,Storekeeper II,OPS007,"25,622","40,963",5,0,5
Storekeeper III,Storekeeper III,OPS008,"27,697","44,276",2,0,2
Support Technician,Support Technician,OPS006,"23,724","37,926",1,0,1
Total,Total,,,,11,,11
340,Storehouse,,,,,,
