Name: “Table 1 of 1 on page 102 of 231”,Name: “Table 1 of 1 on page 102 of 231”,Name: “Table 1 of 1 on page 102 of 231”,Name: “Table 1 of 1 on page 102 of 231”,Name: “Table 1 of 1 on page 102 of 231”,Name: “Table 1 of 1 on page 102 of 231”,Name: “Table 1 of 1 on page 102 of 231”,Name: “Table 1 of 1 on page 102 of 231”,Name: “Table 1 of 1 on page 102 of 231”,Name: “Table 1 of 1 on page 102 of 231”,Name: “Table 1 of 1 on page 102 of 231”,Name: “Table 1 of 1 on page 102 of 231”
Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99
,,,,,,,,,,,
,,HEALTH DEPARTMENT,HEALTH DEPARTMENT,HEALTH DEPARTMENT,HEALTH DEPARTMENT,HEALTH DEPARTMENT,,,,,
Expenditures Summary,,,,,,,,,,,
,,,,,,,,,,$,%
,,,,,FY 2011,FY 2011,FY 2012,FY 2012,Change,Change,Change
,,FY 2009,,FY 2010,Revised,Revised,Adopted,Adopted,From 2011,From 2011,From 2011
,,Actual,,Actual,,Budget,,Budget,,Budget,Budget
Personal Services,$,-,$,-,$,-,$,-,,n/a,n/a
Operating Expenses,,"43,670",,"41,002",,"43,138",,"35,539",,"(7,599)",-17.6%
Capital Outlay,,-,,-,,-,,-,,n/a,n/a
Totals,$,"43,670",$,"41,002",$,"43,138",$,"35,539",$,"(7,599)",-17.6%
Personnel Summary,,,,,,,,,,,
N/A,,,,,,,,,,,
Goals and Objectives,,,,,,,,,,,
* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,* Continue to provide funding for the regional Public Health Department's services as well as $200 for the
cost of the Medical Examiner.,cost of the Medical Examiner.,,,,,,,,,,
,,,,66,,,,,,,
