Name: “Table 1 of 1 on page 180 of 231”,Name: “Table 1 of 1 on page 180 of 231”,Name: “Table 1 of 1 on page 180 of 231”,Name: “Table 1 of 1 on page 180 of 231”,Name: “Table 1 of 1 on page 180 of 231”,Name: “Table 1 of 1 on page 180 of 231”,Name: “Table 1 of 1 on page 180 of 231”,Name: “Table 1 of 1 on page 180 of 231”,Name: “Table 1 of 1 on page 180 of 231”,Name: “Table 1 of 1 on page 180 of 231”,Name: “Table 1 of 1 on page 180 of 231”,Name: “Table 1 of 1 on page 180 of 231”,Name: “Table 1 of 1 on page 180 of 231”,Name: “Table 1 of 1 on page 180 of 231”,Name: “Table 1 of 1 on page 180 of 231”,Name: “Table 1 of 1 on page 180 of 231”,Name: “Table 1 of 1 on page 180 of 231”,Name: “Table 1 of 1 on page 180 of 231”
Table: 170,Table: 170,Table: 170,Table: 170,Table: 170,Table: 170,Table: 170,Table: 170,Table: 170,Table: 170,Table: 170,Table: 170,Table: 170,Table: 170,Table: 170,Table: 170,Table: 170,Table: 170
,,,,,,,,,,,,,,,,,
UTILITIES FUND CAPITAL PROJECTS,UTILITIES FUND CAPITAL PROJECTS,UTILITIES FUND CAPITAL PROJECTS,UTILITIES FUND CAPITAL PROJECTS,UTILITIES FUND CAPITAL PROJECTS,UTILITIES FUND CAPITAL PROJECTS,- CIP PLAN SUMMARY,- CIP PLAN SUMMARY,- CIP PLAN SUMMARY,- CIP PLAN SUMMARY,- CIP PLAN SUMMARY,,,,,,,
FY 2012 Utilities Fund Capital Projects,FY 2012 Utilities Fund Capital Projects,,,,,Adopted CIP Summary FY 2012 --,Adopted CIP Summary FY 2012 --,Adopted CIP Summary FY 2012 --,Adopted CIP Summary FY 2012 --,Adopted CIP Summary FY 2012 --,Beyond FY 2016,Beyond FY 2016,Beyond FY 2016,Beyond FY 2016,,,
,,,,,,,,,,,,,,Beyond,Beyond,,
,,FY 2012,,,FY 2012,,FY 2013,FY 2014,FY 2014,FY 2015,,FY 2016,FY 2016,FY 2016,FY 2016,,
,,Adopted,Prior Year,Prior Year,Adopted,Adopted,Adopted,Adopted,Adopted,Adopted,Adopted,Adopted,Adopted,Adopted,Adopted,,
Project,,Budget,Funding,Funding,Project,,Project,Project,,Project,,Project,,,Project,Total Cost,Total Cost
Facility Projects,,,,,,,,,,,,,,,,,
Pump Station Generators,$,-,$,-,$,-,"$ 120,000",$,-,$,-,$,-,$,-,$,"120,000"
Sewer Cleaning Truck,,-,,-,,"90,000",-,,-,,-,,-,,-,,"90,000"
Replacement of Power Supplies,,-,,-,,"100,000",-,,-,,-,,-,,-,,"100,000"
Total Facility Projects,$,-,$,-,"$ 190,000","$ 190,000","$ 120,000",$,-,$,-,$,-,$,-,$,"310,000"
Sanitary Sewer Evaluation Study (SSES),Sanitary Sewer Evaluation Study (SSES),,,,,,,,,,,,,,,,
SSES,,"199,200",,"700,000",,"199,200",-,,-,,-,,-,,-,,"199,200"
Sanitary Sewer Consent Repairs,,-,,-,,-,"470,000",,"514,000",,"514,000",,"514,000",,"514,000",,"2,526,000"
Total SSES Projects,$,"199,200",$,"700,000","$ 199,200","$ 199,200","$ 470,000","$ 514,000","$ 514,000","$ 514,000","$ 514,000","$ 514,000","$ 514,000","$ 514,000","$ 514,000","$ 2,725,200","$ 2,725,200"
Total Utilities Projects,$,"199,200",$,"700,000","$ 389,200","$ 389,200","$ 590,000","$ 514,000","$ 514,000","$ 514,000","$ 514,000","$ 514,000","$ 514,000","$ 514,000","$ 514,000","$ 3,035,200","$ 3,035,200"
Expenditures Explanations,,,,,,,,,,,,,,,,,
