Name: “Table 1 of 1 on page 102 of 166”,Name: “Table 1 of 1 on page 102 of 166”,Name: “Table 1 of 1 on page 102 of 166”,Name: “Table 1 of 1 on page 102 of 166”,Name: “Table 1 of 1 on page 102 of 166”,Name: “Table 1 of 1 on page 102 of 166”,Name: “Table 1 of 1 on page 102 of 166”,Name: “Table 1 of 1 on page 102 of 166”,Name: “Table 1 of 1 on page 102 of 166”
Table: 102,Table: 102,Table: 102,Table: 102,Table: 102,Table: 102,Table: 102,Table: 102,Table: 102
,,,,,,,,
Contribution to Williamsburg-James City,Contribution to Williamsburg-James City,Contribution to Williamsburg-James City,Contribution to Williamsburg-James City,Contribution to Williamsburg-James City,,,General Operating Fund,General Operating Fund
County Schools,County Schools,,,,,,,
County funding provides funding for a total school budget as follows:,County funding provides funding for a total school budget as follows:,County funding provides funding for a total school budget as follows:,County funding provides funding for a total school budget as follows:,County funding provides funding for a total school budget as follows:,County funding provides funding for a total school budget as follows:,County funding provides funding for a total school budget as follows:,,
Breakdown,,FY 08,,FY 09,Percent,,FY 10,Percent
,,Budget,,Budget,Change,,Budget,Change
County,$,"74,198,285",$,"74,694,700",0.7%,$,"74,394,700",-0.4%
City,,"7,123,816",,"7,010,288",-1.6%,,"6,973,232",-0.5%
,,"81,322,101",,"81,704,988",0.5%,,"81,367,932",-0.4%
Other,,"29,581,950",,"33,300,545",12.6%,,"32,565,778",-2.2%
,$,"110,904,051",$,"115,005,533",3.7%,$,"113,933,710",-0.9%
Change-Previous Year,Change-Previous Year,,,"$4,101,482",,,"($1,071,823)",
Enrollment,,"10,137",,"10,248",1.1%,,"10,360",1.1%
Spending Per Pupil,,"$10,941",,"$11,222",2.6%,,"$10,997",-2.0%
BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,,,,,,
"Revenues and expenditures for FY 2010 decline by less than 1%, despite the decline in revenues that have","Revenues and expenditures for FY 2010 decline by less than 1%, despite the decline in revenues that have","Revenues and expenditures for FY 2010 decline by less than 1%, despite the decline in revenues that have","Revenues and expenditures for FY 2010 decline by less than 1%, despite the decline in revenues that have","Revenues and expenditures for FY 2010 decline by less than 1%, despite the decline in revenues that have","Revenues and expenditures for FY 2010 decline by less than 1%, despite the decline in revenues that have","Revenues and expenditures for FY 2010 decline by less than 1%, despite the decline in revenues that have","Revenues and expenditures for FY 2010 decline by less than 1%, despite the decline in revenues that have","Revenues and expenditures for FY 2010 decline by less than 1%, despite the decline in revenues that have"
