Name: “Table 1 of 1 on page 118 of 166”,Name: “Table 1 of 1 on page 118 of 166”,Name: “Table 1 of 1 on page 118 of 166”,Name: “Table 1 of 1 on page 118 of 166”,Name: “Table 1 of 1 on page 118 of 166”,Name: “Table 1 of 1 on page 118 of 166”,Name: “Table 1 of 1 on page 118 of 166”,Name: “Table 1 of 1 on page 118 of 166”,Name: “Table 1 of 1 on page 118 of 166”,Name: “Table 1 of 1 on page 118 of 166”,Name: “Table 1 of 1 on page 118 of 166”,Name: “Table 1 of 1 on page 118 of 166”,Name: “Table 1 of 1 on page 118 of 166”
Table: 118,Table: 118,Table: 118,Table: 118,Table: 118,Table: 118,Table: 118,Table: 118,Table: 118,Table: 118,Table: 118,Table: 118,Table: 118
,,,,,,,,,,,,
,,,,,CAPITAL PROJECT DETAIL,CAPITAL PROJECT DETAIL,CAPITAL PROJECT DETAIL,CAPITAL PROJECT DETAIL,,,,
PROJECTED OPERATING COSTS,PROJECTED OPERATING COSTS,,,,,,,,,,,
,,,,,,,,,,,ESTIMATED,ESTIMATED
,,SIX YEAR,PROJECTED,PROJECTED,PROJECTED,,,,,,ANNUAL,ANNUAL
,,CONSTRUCTION,OPENING,OPENING,OPENING,,,,,,OPERATING,OPERATING
,,COSTS,DATE,DATE,DATE,,,,,,COST INCREASE,COST INCREASE
SCHOOLS,,,,,,,,,,,,
New Central Office/ALL,New Central Office/ALL,"$ 5,400,000",,,,,,"Utility, custodial, insurance","Utility, custodial, insurance","Utility, custodial, insurance",$,"81,000"
Classroom Technology,Classroom Technology,"5,105,871",on-going,on-going,on-going,,,"Licenses, maintenance","Licenses, maintenance","Licenses, maintenance",,"76,588"
Jamestown HS Multi-Purpose,Jamestown HS Multi-Purpose,"2,489,000",,,,,,"Utility, custodial, insurance","Utility, custodial, insurance","Utility, custodial, insurance",,"37,335"
School Building Security Systems,School Building Security Systems,"460,000",on-going,on-going,on-going,,,"Licenses, maintenance","Licenses, maintenance","Licenses, maintenance",,"6,900"
NON SCHOOLS,NON SCHOOLS,,,,,,,,,,,
Greenspace/PDR,Greenspace/PDR,"14,000,000",on-going,on-going,on-going,,,Maintenance,Maintenance,,,"70,000"
Police Building/LEC Renov,Police Building/LEC Renov,"13,700,000",Oct,2010,2010,,,"Utility, custodial, insurance,","Utility, custodial, insurance,","Utility, custodial, insurance,",,"205,500"
Stormwater/Drainage,Stormwater/Drainage,"5,700,000",on-going,on-going,on-going,,,Maintenance,Maintenance,,,"28,500"
CCommuniitty,GGym,"44 ,772244 ,000000",OO ctt,2010,2010,,,"UUttiilliitty,","custtoddiia ll,","iinsurance,",program stta ffff,"222255, 886600"
Fiber Ring,,"3,500,000",on-going,on-going,on-going,,,Maintenance,Maintenance,,,"17,500"
JCWCC Parking,JCWCC Parking,"500,000",,,,,,Maintenance,Maintenance,,,"2,500"
Mobile Data Terminals,Mobile Data Terminals,"342,000",Oct,2009,2009,,,"Licenses, maintenance","Licenses, maintenance","Licenses, maintenance",,"25,130"
Greenways/Trails,Greenways/Trails,"300,000",,,,,,Maintenance,Maintenance,,,"4,500"
Police AFIS Fingerprint Sys,Police AFIS Fingerprint Sys,"95,000",Oct,2009,2009,,,"Licenses, maintenance","Licenses, maintenance","Licenses, maintenance",,"6,425"
Little Creek Boat Storage,Little Creek Boat Storage,"50,000",,,,,,"Maintenance, insurance","Maintenance, insurance","Maintenance, insurance",,750
,,FY 2010,,FY 2011,FY 2011,FY 2012,FY 2012,FY 2013,FY 2013,FY 2014,FY 2015,
Operating Costs - Schools,Operating Costs - Schools,"$13,915",,$,"65,164",$,"79,079",$,"92,994","$106,908","$120,823",
Operating Costs - Other County,Operating Costs - Other County,"41,508",,,"497,952",,"518,035",,"538,118","561,452","581,535",
,,,,,,Page D-11,Page D-11,,,,,
