Name: “Table 1 of 1 on page 137 of 166”,Name: “Table 1 of 1 on page 137 of 166”,Name: “Table 1 of 1 on page 137 of 166”,Name: “Table 1 of 1 on page 137 of 166”,Name: “Table 1 of 1 on page 137 of 166”,Name: “Table 1 of 1 on page 137 of 166”,Name: “Table 1 of 1 on page 137 of 166”,Name: “Table 1 of 1 on page 137 of 166”,Name: “Table 1 of 1 on page 137 of 166”,Name: “Table 1 of 1 on page 137 of 166”,Name: “Table 1 of 1 on page 137 of 166”,Name: “Table 1 of 1 on page 137 of 166”,Name: “Table 1 of 1 on page 137 of 166”,Name: “Table 1 of 1 on page 137 of 166”
Table: 137,Table: 137,Table: 137,Table: 137,Table: 137,Table: 137,Table: 137,Table: 137,Table: 137,Table: 137,Table: 137,Table: 137,Table: 137,Table: 137
,,,,,,,,,,,,,
,,,,Community Development Fund,Community Development Fund,Community Development Fund,Community Development Fund,Community Development Fund,,,,,
AUTHORIZED POSITIONS,AUTHORIZED POSITIONS,AUTHORIZED POSITIONS,AUTHORIZED POSITIONS,,,,,,,,,,
,,,,,FY 09,FY 09,,FY 10,FY 10,,FY 10,,
,,,,,Adopted,Adopted,,Plan,Plan,,Adopted,,
Full-time Regular:,Full-time Regular:,Full-time Regular:,Full-time Regular:,,,,,,,,,,
Administrator,Administrator,Administrator,,,,1,,1,,,1,,
Community Development Project Manager,Community Development Project Manager,Community Development Project Manager,Community Development Project Manager,Community Development Project Manager,,1,,1,,,1,,
Housing Program Coordinator,Housing Program Coordinator,Housing Program Coordinator,Housing Program Coordinator,,,1,,1,,,1,,
Housing Specialist,Housing Specialist,Housing Specialist,Housing Specialist,,,1,,1,,,1,,
Community Development Planner,Community Development Planner,Community Development Planner,Community Development Planner,,,1,,1,,,1,,
Housing Inspector,Housing Inspector,Housing Inspector,Housing Inspector,,,1,,1,,,0,,
,,,,,,6,,6,,,5,,
Full-time Limited Term:,Full-time Limited Term:,Full-time Limited Term:,Full-time Limited Term:,,,,,,,,,,
Housing Assistant,Housing Assistant,Housing Assistant,Housing Assistant,,,2,,2,,,2,,
Housing Specialist,Housing Specialist,Housing Specialist,Housing Specialist,,,1,,1,,,1,,
Social Worker*,Social Worker*,Social Worker*,Social Worker*,,,0.5,,0.5,0.5,,0.5,,
,,,,,,3.5,,3.5,3.5,,3.5,,
Part-time Regular:,Part-time Regular:,Part-time Regular:,Part-time Regular:,,,,,,,,,,
Housing Inspector,Housing Inspector,Housing Inspector,Housing Inspector,,,0,,0,,,1,,
*Position shared between Community Development and Social Services.,*Position shared between Community Development and Social Services.,*Position shared between Community Development and Social Services.,*Position shared between Community Development and Social Services.,*Position shared between Community Development and Social Services.,*Position shared between Community Development and Social Services.,*Position shared between Community Development and Social Services.,*Position shared between Community Development and Social Services.,,,,,,
PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,,,,,
,,,,,FY 07,FY 07,FY 08,,,FY 09,,FY 10,FY 10
,,,,,Actual,Actual,Actual,,,Adopted,,Adopted,Adopted
,,MEASURE,MEASURE,,,,,,,,,,
,Households Assisted,Households Assisted,Households Assisted,,174,174,,177,,,150,150,150
Homes Rehabilitated or Replaced,Homes Rehabilitated or Replaced,Homes Rehabilitated or Replaced,Homes Rehabilitated or Replaced,Homes Rehabilitated or Replaced,9,9,,3,,,5,4,
New Affordable Housing Completed,New Affordable Housing Completed,New Affordable Housing Completed,New Affordable Housing Completed,New Affordable Housing Completed,30,30,,36,,,90,30,
BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,,,,
The,FY,2010,Community,Development,Fund,Budget,makes,available,funds,for,continued,operation,of
County-wide low- and moderate-income housing programs.,County-wide low- and moderate-income housing programs.,County-wide low- and moderate-income housing programs.,County-wide low- and moderate-income housing programs.,County-wide low- and moderate-income housing programs.,County-wide low- and moderate-income housing programs.,County-wide low- and moderate-income housing programs.,Not included in these budgets are several million,Not included in these budgets are several million,Not included in these budgets are several million,Not included in these budgets are several million,Not included in these budgets are several million,Not included in these budgets are several million,Not included in these budgets are several million
dollars of Federal and State loan and grant funds that are provided to first-time homebuyers through the,dollars of Federal and State loan and grant funds that are provided to first-time homebuyers through the,dollars of Federal and State loan and grant funds that are provided to first-time homebuyers through the,dollars of Federal and State loan and grant funds that are provided to first-time homebuyers through the,dollars of Federal and State loan and grant funds that are provided to first-time homebuyers through the,dollars of Federal and State loan and grant funds that are provided to first-time homebuyers through the,dollars of Federal and State loan and grant funds that are provided to first-time homebuyers through the,dollars of Federal and State loan and grant funds that are provided to first-time homebuyers through the,dollars of Federal and State loan and grant funds that are provided to first-time homebuyers through the,dollars of Federal and State loan and grant funds that are provided to first-time homebuyers through the,dollars of Federal and State loan and grant funds that are provided to first-time homebuyers through the,dollars of Federal and State loan and grant funds that are provided to first-time homebuyers through the,dollars of Federal and State loan and grant funds that are provided to first-time homebuyers through the,dollars of Federal and State loan and grant funds that are provided to first-time homebuyers through the
County’s participation in the VHDA SPARC Loan Program and the Hampton Roads Regional Loan Fund,County’s participation in the VHDA SPARC Loan Program and the Hampton Roads Regional Loan Fund,County’s participation in the VHDA SPARC Loan Program and the Hampton Roads Regional Loan Fund,County’s participation in the VHDA SPARC Loan Program and the Hampton Roads Regional Loan Fund,County’s participation in the VHDA SPARC Loan Program and the Hampton Roads Regional Loan Fund,County’s participation in the VHDA SPARC Loan Program and the Hampton Roads Regional Loan Fund,County’s participation in the VHDA SPARC Loan Program and the Hampton Roads Regional Loan Fund,County’s participation in the VHDA SPARC Loan Program and the Hampton Roads Regional Loan Fund,County’s participation in the VHDA SPARC Loan Program and the Hampton Roads Regional Loan Fund,County’s participation in the VHDA SPARC Loan Program and the Hampton Roads Regional Loan Fund,County’s participation in the VHDA SPARC Loan Program and the Hampton Roads Regional Loan Fund,County’s participation in the VHDA SPARC Loan Program and the Hampton Roads Regional Loan Fund,County’s participation in the VHDA SPARC Loan Program and the Hampton Roads Regional Loan Fund,County’s participation in the VHDA SPARC Loan Program and the Hampton Roads Regional Loan Fund
Partnership.,Partnership.,One Housing Inspector has been reduced from full time to part time status.,One Housing Inspector has been reduced from full time to part time status.,One Housing Inspector has been reduced from full time to part time status.,One Housing Inspector has been reduced from full time to part time status.,One Housing Inspector has been reduced from full time to part time status.,One Housing Inspector has been reduced from full time to part time status.,One Housing Inspector has been reduced from full time to part time status.,One Housing Inspector has been reduced from full time to part time status.,One Housing Inspector has been reduced from full time to part time status.,,,
,,,,,,Page F-5,,,,,,,
