Name: “Table 1 of 1 on page 14 of 18”,Name: “Table 1 of 1 on page 14 of 18”,Name: “Table 1 of 1 on page 14 of 18”,Name: “Table 1 of 1 on page 14 of 18”,Name: “Table 1 of 1 on page 14 of 18”,Name: “Table 1 of 1 on page 14 of 18”,Name: “Table 1 of 1 on page 14 of 18”,Name: “Table 1 of 1 on page 14 of 18”
Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14
,,,,,,,
Department Goals and Measures,Department Goals and Measures,Department Goals and Measures,Department Goals and Measures,,,,
,,Strategic Priority: Community Building,Strategic Priority: Community Building,Strategic Priority: Community Building,Strategic Priority: Community Building,,
Goal,Goal,,,,,,
Continue the wastewater capital improvement program in an effort to reduce the number of emergency,Continue the wastewater capital improvement program in an effort to reduce the number of emergency,Continue the wastewater capital improvement program in an effort to reduce the number of emergency,Continue the wastewater capital improvement program in an effort to reduce the number of emergency,Continue the wastewater capital improvement program in an effort to reduce the number of emergency,Continue the wastewater capital improvement program in an effort to reduce the number of emergency,Continue the wastewater capital improvement program in an effort to reduce the number of emergency,Continue the wastewater capital improvement program in an effort to reduce the number of emergency
repair requests.,repair requests.,,,,,,
,,,FY 2009,FY 2010,FY 2011,FY 2012,
Measure,Measure,,,,,,Change
,,,Actual,Actual,Approved,Approved,
Emergency repair requests.,Emergency repair requests.,,"10,413","11,324","10,110","11,000",890
Goal,Goal,,,,,,
Foster a healthy and safe environment for residents by minimizing the number of sanitary sewer overflows.,Foster a healthy and safe environment for residents by minimizing the number of sanitary sewer overflows.,Foster a healthy and safe environment for residents by minimizing the number of sanitary sewer overflows.,Foster a healthy and safe environment for residents by minimizing the number of sanitary sewer overflows.,Foster a healthy and safe environment for residents by minimizing the number of sanitary sewer overflows.,Foster a healthy and safe environment for residents by minimizing the number of sanitary sewer overflows.,Foster a healthy and safe environment for residents by minimizing the number of sanitary sewer overflows.,Foster a healthy and safe environment for residents by minimizing the number of sanitary sewer overflows.
,,,FY 2009,FY 2010,FY 2011,FY 2012,
Measure,Measure,,,,,,Change
,,,Actual,Actual,Approved,Approved,
Enhanced main line cleaning program,Enhanced main line cleaning program,Enhanced main line cleaning program,,,,,
,,,"893,723","1,147,626","1,150,000","1,180,000","30,000"
(linear feet).,(linear feet).,,,,,,
Position Summary,Position Summary,,,,,,
,,,,,FY 2011,,FY 2012
,,,,,Approved,,Approved
,,Pay Grade,Minimum,Maximum,Positions,Change,Positions
Accounting Technician,Accounting Technician,OPS007,"25,622","40,963",3,0,3
Assistant Superintendent of,Assistant Superintendent of,,,,,,
,,MAP012,"56,106","89,693",1,0,1
Utility Division,Utility Division,,,,,,
Crew Leader I,Crew Leader I,OPS008,"27,697","44,276",15,0,15
Engineering Technician I,Engineering Technician I,OPS009,"29,968","47,912",3,0,3
Environmental Specialist II,Environmental Specialist II,OPS012,"38,172","61,021",1,0,1
Equipment Operator II,Equipment Operator II,OPS006,"23,724","37,926",6,0,6
Equipment Operator III,Equipment Operator III,OPS008,"27,697","44,276",19,0,19
General Utility Maintenance,General Utility Maintenance,,,,,,
,,MAP008,"43,481","69,509",2,0,2
Supervisor,Supervisor,,,,,,
Maintenance Worker I,Maintenance Worker I,OPS003,"18,939","30,279",3,0,3
Maintenance Worker II,Maintenance Worker II,OPS004,"20,397","32,611",25,0,25
Painter I,Painter I,OPS007,"25,622","40,963",1,0,1
Senior Custodian,Senior Custodian,OPS005,"21,987","35,150",1,0,1
Senior Utility Maintenance,Senior Utility Maintenance,,,,,,
,,OPS012,"38,172","61,021",5,0,5
Supervisor,Supervisor,,,,,,
Utilities System Technician,Utilities System Technician,OPS012,"38,172","61,021",1,0,1
Utility Maintenance Mechanic,Utility Maintenance Mechanic,,,,,,
,,OPS007,"25,622","40,963",6,0,6
I,,,,,,,
Utility Maintenance,Utility Maintenance,,,,,,
,,OPS011,"35,182","56,247",11,0,11
Supervisor,Supervisor,,,,,,
Total,Total,,,,103,,103
330,Wastewater,,,,,,
