Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”,Name: “Table 1 of 1 on page 5 of 12”
Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5
,,,,,,,,,,,,,,
The,table,below,provides,a,comparison,of,the,projects,requested,and,the,number,of,projects
recommended for funding for FY 2012:,recommended for funding for FY 2012:,recommended for funding for FY 2012:,recommended for funding for FY 2012:,recommended for funding for FY 2012:,recommended for funding for FY 2012:,,,,,,,,,
,,FY 2012 Entitlement Recommendations by Program,FY 2012 Entitlement Recommendations by Program,FY 2012 Entitlement Recommendations by Program,FY 2012 Entitlement Recommendations by Program,FY 2012 Entitlement Recommendations by Program,FY 2012 Entitlement Recommendations by Program,FY 2012 Entitlement Recommendations by Program,FY 2012 Entitlement Recommendations by Program,FY 2012 Entitlement Recommendations by Program,FY 2012 Entitlement Recommendations by Program,,,
,,,,,#of Funding,#of Funding,#of Funding,# of Funding,# of Funding,,,,,
,,,,,,,,,,,Total Available,Total Available,,
,,Program,Program,,Requests,Requests,Requests,Requests,Requests,,,,,
,,,,,,,,,,,Funding,Funding,,
,,,,,Received,Received,Received,Approved,Approved,,,,,
,,CDBG,CDBG,,,44,44,,32,,"5,026,108","5,026,108",,
,,ESG,,,,8,8,,6,,,"282,781",,
,,HOME*,HOME*,,,10,10,,9,,"2,139,402","2,139,402",,
,,Total All,Total All,,,62,62,,47,,"7,448,291","7,448,291",,
