Name: “Table 1 of 1 on page 63 of 116”,Name: “Table 1 of 1 on page 63 of 116”,Name: “Table 1 of 1 on page 63 of 116”,Name: “Table 1 of 1 on page 63 of 116”,Name: “Table 1 of 1 on page 63 of 116”,Name: “Table 1 of 1 on page 63 of 116”,Name: “Table 1 of 1 on page 63 of 116”,Name: “Table 1 of 1 on page 63 of 116”,Name: “Table 1 of 1 on page 63 of 116”,Name: “Table 1 of 1 on page 63 of 116”
Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63
,,,,,,,,,
,,,Repair Neigh. Sts/Sidewalks/Walkways,Repair Neigh. Sts/Sidewalks/Walkways,Repair Neigh. Sts/Sidewalks/Walkways,Repair Neigh. Sts/Sidewalks/Walkways,,,
Department,Department,,,,,Project Description,Project Description,Project Description,
Public Works,Public Works,,,,"Provide funds for the repair or rehabilitation of streets,","Provide funds for the repair or rehabilitation of streets,","Provide funds for the repair or rehabilitation of streets,","Provide funds for the repair or rehabilitation of streets,",
,,,,,"sidewalks, curbs, gutters, promenades, street pavements, and","sidewalks, curbs, gutters, promenades, street pavements, and","sidewalks, curbs, gutters, promenades, street pavements, and","sidewalks, curbs, gutters, promenades, street pavements, and","sidewalks, curbs, gutters, promenades, street pavements, and"
Account #,Account #,,,,walkways in neighborhoods throughout the city. Additional,walkways in neighborhoods throughout the city. Additional,walkways in neighborhoods throughout the city. Additional,walkways in neighborhoods throughout the city. Additional,walkways in neighborhoods throughout the city. Additional
4000 10 3030,4000 10 3030,,,,funds have been added in FY 2013 to help reduce the backlog,funds have been added in FY 2013 to help reduce the backlog,funds have been added in FY 2013 to help reduce the backlog,funds have been added in FY 2013 to help reduce the backlog,funds have been added in FY 2013 to help reduce the backlog
,,,,,"of requests for curb, gutter, and sidewalk repair in various","of requests for curb, gutter, and sidewalk repair in various","of requests for curb, gutter, and sidewalk repair in various","of requests for curb, gutter, and sidewalk repair in various",
,,,,,neighborhoods throughout the city.,neighborhoods throughout the city.,neighborhoods throughout the city.,,
Customers Served,Customers Served,,,,,,,,
Residents,v,Business,City Services,,,,,,
Educational Community,Educational Community,Educational Community,Tourists/Visitors,,,,,,
,,,,Financial Summary,Financial Summary,Financial Summary,,,
,,FY 2012,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017,TOTAL
FY 2013 Approved,FY 2013 Approved,,N/A,"850,000","250,000","250,000","250,000","250,000","1,850,000"
FY 2012 Approved,FY 2012 Approved,"500,000","500,000","500,000","500,000","500,000","500,000",N/A,"2,500,000"
Estimated Operating,Estimated Operating,,N/A,0,0,0,0,0,0
Budget Impact,Budget Impact,,,,,,,,
FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,,,,,,
Planning / Design,Planning / Design,,,0,,,,,
Acquisition / Relocation,Acquisition / Relocation,Acquisition / Relocation,,0,,,,,
Site Improvements,Site Improvements,,,0,Prior Capital Funding,Prior Capital Funding,,"10,855,000",
Construction,Construction,,,"850,000",FY 2013 Approved,FY 2013 Approved,,"850,000",
Inspections / Permits,Inspections / Permits,,,0,Capital Share Remaining,Capital Share Remaining,,"1,000,000",
,,Total,,"850,000",Project Total,Project Total,,"12,705,000",
,,Property Address:,Property Address:,Citywide,,,,,
,,,,,,"Safe, Healthy and Inclusive Communities CIP - 439","Safe, Healthy and Inclusive Communities CIP - 439","Safe, Healthy and Inclusive Communities CIP - 439","Safe, Healthy and Inclusive Communities CIP - 439"
