Name: “Table 1 of 1 on page 25 of 151”,Name: “Table 1 of 1 on page 25 of 151”,Name: “Table 1 of 1 on page 25 of 151”,Name: “Table 1 of 1 on page 25 of 151”,Name: “Table 1 of 1 on page 25 of 151”
Table: 23,Table: 23,Table: 23,Table: 23,Table: 23
,,,,
,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,
,FY 2007-08 GENERAL OPERATING BUDGET,FY 2007-08 GENERAL OPERATING BUDGET,FY 2007-08 GENERAL OPERATING BUDGET,FY 2007-08 GENERAL OPERATING BUDGET
,UNDESIGNATED GENERAL FUND BALANCE,UNDESIGNATED GENERAL FUND BALANCE,UNDESIGNATED GENERAL FUND BALANCE,UNDESIGNATED GENERAL FUND BALANCE
,,Projected FY 2008,,
Beginning Fund Balance 7/1/06,Beginning Fund Balance 7/1/06,Beginning Fund Balance 7/1/06,$,"25,810,740"
Less:,Designated as of 6/30/07,Designated as of 6/30/07,,"(3,357,536)"
Less:,FY07 Budget Appropriations,FY07 Budget Appropriations,,"(6,524,629)"
Less:,FY07 Additional Appropriations,FY07 Additional Appropriations,,"(2,315,424)"
Add:,FY07 Projected Surplus,FY07 Projected Surplus,,"2,600,000"
Less:,FY08 Adopted Budget Appropriations,FY08 Adopted Budget Appropriations,,"(6,266,592)"
Projected Undesignated General Fund Balance,Projected Undesignated General Fund Balance,Projected Undesignated General Fund Balance,$,"9,946,559"
Fund Balance Policy is to maintain a minimum of 10% of the following year's,Fund Balance Policy is to maintain a minimum of 10% of the following year's,Fund Balance Policy is to maintain a minimum of 10% of the following year's,Fund Balance Policy is to maintain a minimum of 10% of the following year's,Fund Balance Policy is to maintain a minimum of 10% of the following year's
budgeted operating expenditures in the Undesignated Fund Balance.,budgeted operating expenditures in the Undesignated Fund Balance.,budgeted operating expenditures in the Undesignated Fund Balance.,budgeted operating expenditures in the Undesignated Fund Balance.,budgeted operating expenditures in the Undesignated Fund Balance.
,FY08 Operating & Capital Budget,FY08 Operating & Capital Budget,"$ 131,135,531","$ 131,135,531"
,Less:,Capital Budget Funded with Debt,,"(36,635,000)"
,FY08 Operating Budget,FY08 Operating Budget,$,"94,500,531"
,Required 10% Undesignated Balance,Required 10% Undesignated Balance,,"9,450,053"
,Fund Balance in excess of minimum,Fund Balance in excess of minimum,$,"496,506"
,,"A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence",
