Name: “Table 1 of 1 on page 48 of 171”,Name: “Table 1 of 1 on page 48 of 171”,Name: “Table 1 of 1 on page 48 of 171”,Name: “Table 1 of 1 on page 48 of 171”,Name: “Table 1 of 1 on page 48 of 171”,Name: “Table 1 of 1 on page 48 of 171”,Name: “Table 1 of 1 on page 48 of 171”,Name: “Table 1 of 1 on page 48 of 171”,Name: “Table 1 of 1 on page 48 of 171”,Name: “Table 1 of 1 on page 48 of 171”,Name: “Table 1 of 1 on page 48 of 171”,Name: “Table 1 of 1 on page 48 of 171”,Name: “Table 1 of 1 on page 48 of 171”,Name: “Table 1 of 1 on page 48 of 171”
Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48
,,,,,,,,,,,,,
,,,,,,,,,,,,,
General Property Taxes,General Property Taxes,General Property Taxes,General Property Taxes,General Property Taxes,,,,,,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,,,,
,,,,,FY 13,,,FY 13,,,FY 14,,FY 14
,,,,,Adopted,,,Projected,,,Plan,,Adopted
,,Real Estate,Real Estate,$,"81,925,000",$,,"82,100,000",$,"82,675,000","82,675,000",$,"83,000,000"
,,Personal Property,Personal Property,,"16,560,000",,,"17,050,000",,"17,335,000","17,335,000",,"17,625,000"
,,Mobile Homes,Mobile Homes,,"65,000",,,"65,000",,,"65,000",,"65,000"
,Machinery and Tools,Machinery and Tools,Machinery and Tools,,"5,600,000",,,"5,611,910",,,"5,600,000",,"5,650,000"
,,Public Service,Public Service,,"1,725,000",,,"1,792,966",,,"1,725,000",,"1,800,000"
Delinquent Real Estate Taxes,Delinquent Real Estate Taxes,Delinquent Real Estate Taxes,Delinquent Real Estate Taxes,,"1,165,000",,,"1,100,000",,,"1,165,000",,"1,100,000"
Delinquent Personal Property,Delinquent Personal Property,Delinquent Personal Property,Delinquent Personal Property,,"370,000",,,"450,000",,,"370,000",,"450,000"
Delinquent Mobile Homes,Delinquent Mobile Homes,Delinquent Mobile Homes,Delinquent Mobile Homes,,"10,000",,,"7,500",,,"10,000",,"7,500"
,Penalties and Interest,Penalties and Interest,Penalties and Interest,,"700,000",,,"720,000",,,"700,000",,"725,000"
,,,Total,$,"108,120,000",$,"108,897,376","108,897,376",$,"109,645,000","109,645,000",$,"110,422,500"
BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,,,,
General Property Taxes include revenues received from levies made on real and personal property of,General Property Taxes include revenues received from levies made on real and personal property of,General Property Taxes include revenues received from levies made on real and personal property of,General Property Taxes include revenues received from levies made on real and personal property of,General Property Taxes include revenues received from levies made on real and personal property of,General Property Taxes include revenues received from levies made on real and personal property of,General Property Taxes include revenues received from levies made on real and personal property of,General Property Taxes include revenues received from levies made on real and personal property of,General Property Taxes include revenues received from levies made on real and personal property of,General Property Taxes include revenues received from levies made on real and personal property of,General Property Taxes include revenues received from levies made on real and personal property of,General Property Taxes include revenues received from levies made on real and personal property of,General Property Taxes include revenues received from levies made on real and personal property of,General Property Taxes include revenues received from levies made on real and personal property of
County property owners and business establishments.,County property owners and business establishments.,County property owners and business establishments.,County property owners and business establishments.,County property owners and business establishments.,County property owners and business establishments.,County property owners and business establishments.,County property owners and business establishments.,,,,,,
