Name: “Table 1 of 1 on page 127 of 171”,Name: “Table 1 of 1 on page 127 of 171”,Name: “Table 1 of 1 on page 127 of 171”,Name: “Table 1 of 1 on page 127 of 171”,Name: “Table 1 of 1 on page 127 of 171”,Name: “Table 1 of 1 on page 127 of 171”,Name: “Table 1 of 1 on page 127 of 171”,Name: “Table 1 of 1 on page 127 of 171”,Name: “Table 1 of 1 on page 127 of 171”,Name: “Table 1 of 1 on page 127 of 171”,Name: “Table 1 of 1 on page 127 of 171”,Name: “Table 1 of 1 on page 127 of 171”,Name: “Table 1 of 1 on page 127 of 171”,Name: “Table 1 of 1 on page 127 of 171”,Name: “Table 1 of 1 on page 127 of 171”,Name: “Table 1 of 1 on page 127 of 171”
Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127
,,,,,,,,,,,,,,,
James City Service Authority,James City Service Authority,James City Service Authority,James City Service Authority,James City Service Authority,,,,,,,,,Sewer Fund,Sewer Fund,Sewer Fund
PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,,,,,,,
,,,,,,FY 11,,FY 12,FY 12,FY 13,FY 13,,FY 14,FY 14,
,,,,,,Actual,,Actual,Actual,Adopted,Adopted,,Adopted,Adopted,
Wastewater collected (gallons in,Wastewater collected (gallons in,Wastewater collected (gallons in,Wastewater collected (gallons in,Wastewater collected (gallons in,,,,,,,,,,,
,,,,millions),,"1,598M","1,598M","1,771M","1,771M",,"1,860M","1,860M","1,800M","1,800M",
,Wastewater customers served,Wastewater customers served,Wastewater customers served,Wastewater customers served,,"21,127","21,127",,"21,488",,"21,905","21,905","22,308","22,308",
,# Grinder pumps maintained,# Grinder pumps maintained,# Grinder pumps maintained,# Grinder pumps maintained,,902,902,,914,,,925,,945,
# Miles of sewer pipe maintained,# Miles of sewer pipe maintained,# Miles of sewer pipe maintained,# Miles of sewer pipe maintained,# Miles of sewer pipe maintained,,419,419,,423,,,433,,435,
,# Sewer system spills per 100,# Sewer system spills per 100,# Sewer system spills per 100,# Sewer system spills per 100,,,,,,,,,,,
