Name: “Table 1 of 1 on page 58 of 166”,Name: “Table 1 of 1 on page 58 of 166”,Name: “Table 1 of 1 on page 58 of 166”,Name: “Table 1 of 1 on page 58 of 166”,Name: “Table 1 of 1 on page 58 of 166”,Name: “Table 1 of 1 on page 58 of 166”,Name: “Table 1 of 1 on page 58 of 166”,Name: “Table 1 of 1 on page 58 of 166”,Name: “Table 1 of 1 on page 58 of 166”,Name: “Table 1 of 1 on page 58 of 166”,Name: “Table 1 of 1 on page 58 of 166”,Name: “Table 1 of 1 on page 58 of 166”,Name: “Table 1 of 1 on page 58 of 166”,Name: “Table 1 of 1 on page 58 of 166”,Name: “Table 1 of 1 on page 58 of 166”
Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Economic Development,Economic Development,Economic Development,Economic Development,Economic Development,Economic Development,,,,,,,General Operating Fund,General Operating Fund,General Operating Fund
KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,,,,,,,,,
1.,Serve as the point of contact for economic development opportunities for both existing and new,Serve as the point of contact for economic development opportunities for both existing and new,Serve as the point of contact for economic development opportunities for both existing and new,Serve as the point of contact for economic development opportunities for both existing and new,Serve as the point of contact for economic development opportunities for both existing and new,Serve as the point of contact for economic development opportunities for both existing and new,Serve as the point of contact for economic development opportunities for both existing and new,Serve as the point of contact for economic development opportunities for both existing and new,Serve as the point of contact for economic development opportunities for both existing and new,Serve as the point of contact for economic development opportunities for both existing and new,Serve as the point of contact for economic development opportunities for both existing and new,Serve as the point of contact for economic development opportunities for both existing and new,Serve as the point of contact for economic development opportunities for both existing and new,Serve as the point of contact for economic development opportunities for both existing and new
,"businesses within James City County, including identifying and communicating available","businesses within James City County, including identifying and communicating available","businesses within James City County, including identifying and communicating available","businesses within James City County, including identifying and communicating available","businesses within James City County, including identifying and communicating available","businesses within James City County, including identifying and communicating available","businesses within James City County, including identifying and communicating available","businesses within James City County, including identifying and communicating available","businesses within James City County, including identifying and communicating available","businesses within James City County, including identifying and communicating available","businesses within James City County, including identifying and communicating available","businesses within James City County, including identifying and communicating available","businesses within James City County, including identifying and communicating available",
,opportunities and resources to the local business community,opportunities and resources to the local business community,opportunities and resources to the local business community,opportunities and resources to the local business community,opportunities and resources to the local business community,opportunities and resources to the local business community,opportunities and resources to the local business community,opportunities and resources to the local business community,opportunities and resources to the local business community,opportunities and resources to the local business community,,,,
2.,"Attract businesses in high-growth market segments, including technology, medical and government-","Attract businesses in high-growth market segments, including technology, medical and government-","Attract businesses in high-growth market segments, including technology, medical and government-","Attract businesses in high-growth market segments, including technology, medical and government-","Attract businesses in high-growth market segments, including technology, medical and government-","Attract businesses in high-growth market segments, including technology, medical and government-","Attract businesses in high-growth market segments, including technology, medical and government-","Attract businesses in high-growth market segments, including technology, medical and government-","Attract businesses in high-growth market segments, including technology, medical and government-","Attract businesses in high-growth market segments, including technology, medical and government-","Attract businesses in high-growth market segments, including technology, medical and government-","Attract businesses in high-growth market segments, including technology, medical and government-","Attract businesses in high-growth market segments, including technology, medical and government-","Attract businesses in high-growth market segments, including technology, medical and government-"
,related industries,related industries,related industries,,,,,,,,,,,
