Name: “Table 1 of 1 on page 90 of 166”,Name: “Table 1 of 1 on page 90 of 166”,Name: “Table 1 of 1 on page 90 of 166”,Name: “Table 1 of 1 on page 90 of 166”,Name: “Table 1 of 1 on page 90 of 166”,Name: “Table 1 of 1 on page 90 of 166”,Name: “Table 1 of 1 on page 90 of 166”,Name: “Table 1 of 1 on page 90 of 166”,Name: “Table 1 of 1 on page 90 of 166”
Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90
,,,,,,,,
,,,,,,,,
Solid Waste Management,Solid Waste Management,,,,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,,,,,,,
1.,Operate three centralized collection sites170 hours per week for refuse and recycling disposal,Operate three centralized collection sites170 hours per week for refuse and recycling disposal,Operate three centralized collection sites170 hours per week for refuse and recycling disposal,Operate three centralized collection sites170 hours per week for refuse and recycling disposal,Operate three centralized collection sites170 hours per week for refuse and recycling disposal,Operate three centralized collection sites170 hours per week for refuse and recycling disposal,Operate three centralized collection sites170 hours per week for refuse and recycling disposal,Operate three centralized collection sites170 hours per week for refuse and recycling disposal
2.,Manage the County’s curbside and household chemical/electronics recycling programs,Manage the County’s curbside and household chemical/electronics recycling programs,Manage the County’s curbside and household chemical/electronics recycling programs,Manage the County’s curbside and household chemical/electronics recycling programs,Manage the County’s curbside and household chemical/electronics recycling programs,Manage the County’s curbside and household chemical/electronics recycling programs,Manage the County’s curbside and household chemical/electronics recycling programs,
3.,Ensure the closed landfill site complies with State permit requirements,Ensure the closed landfill site complies with State permit requirements,Ensure the closed landfill site complies with State permit requirements,Ensure the closed landfill site complies with State permit requirements,Ensure the closed landfill site complies with State permit requirements,,,
BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,
,,,FY 11,,FY 12,,FY 12,
,,,Adopted,,Plan,,Adopted,
,Personnel,$,"367,937",$,"372,539",$,"345,946",
,Operating,,"1,237,130",,"1,249,498",,"1,299,500",
,User Fees,,"(208,325)",,"(208,325)",,"(188,325)",
,Total,$,"1,396,742",$,"1,413,712",$,"1,457,121",
PERSONNEL,,,,,,,,
,Full-time Personnel,,6,,6,,6,
,Part-time Personnel,,1,,1,,1,
PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,,
,,,,FY 09,FY 10,,FY 11,FY 12
,,,,Actual,Actual,Adopted,,Adopted
,Tons of white goods and scrap,Tons of white goods and scrap,,,,,,
,metal recycled,metal recycled,,257,193,,250,275
% of Households in curbside recycling,% of Households in curbside recycling,% of Households in curbside recycling,,91%,88%,,90%,90%
,Tons of Household recycling,Tons of Household recycling,,"6,408","6,204",,"6,200","6,250"
BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,
This budget includes funding for one curbside leaf collection program service and costs associated with,This budget includes funding for one curbside leaf collection program service and costs associated with,This budget includes funding for one curbside leaf collection program service and costs associated with,This budget includes funding for one curbside leaf collection program service and costs associated with,This budget includes funding for one curbside leaf collection program service and costs associated with,This budget includes funding for one curbside leaf collection program service and costs associated with,This budget includes funding for one curbside leaf collection program service and costs associated with,This budget includes funding for one curbside leaf collection program service and costs associated with,This budget includes funding for one curbside leaf collection program service and costs associated with
adding all currently unserved neighborhoods to the curbside recycling program.,adding all currently unserved neighborhoods to the curbside recycling program.,adding all currently unserved neighborhoods to the curbside recycling program.,adding all currently unserved neighborhoods to the curbside recycling program.,adding all currently unserved neighborhoods to the curbside recycling program.,adding all currently unserved neighborhoods to the curbside recycling program.,adding all currently unserved neighborhoods to the curbside recycling program.,,
,,,Page C-39,Page C-39,,,,
