Name: “Table 1 of 1 on page 131 of 166”,Name: “Table 1 of 1 on page 131 of 166”,Name: “Table 1 of 1 on page 131 of 166”,Name: “Table 1 of 1 on page 131 of 166”,Name: “Table 1 of 1 on page 131 of 166”,Name: “Table 1 of 1 on page 131 of 166”,Name: “Table 1 of 1 on page 131 of 166”,Name: “Table 1 of 1 on page 131 of 166”,Name: “Table 1 of 1 on page 131 of 166”
Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131
,,,,,,,,
,,,,,,,,
,,Community Development Fund,Community Development Fund,Community Development Fund,Community Development Fund,,,
KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,,,,,,,
1.,"Assist low and moderate income citizens in obtaining and maintaining decent, safe, and sanitary","Assist low and moderate income citizens in obtaining and maintaining decent, safe, and sanitary","Assist low and moderate income citizens in obtaining and maintaining decent, safe, and sanitary","Assist low and moderate income citizens in obtaining and maintaining decent, safe, and sanitary","Assist low and moderate income citizens in obtaining and maintaining decent, safe, and sanitary","Assist low and moderate income citizens in obtaining and maintaining decent, safe, and sanitary","Assist low and moderate income citizens in obtaining and maintaining decent, safe, and sanitary","Assist low and moderate income citizens in obtaining and maintaining decent, safe, and sanitary"
,affordable housing,,,,,,,
2.,"Identify housing needs of low and moderate income residents,","Identify housing needs of low and moderate income residents,","Identify housing needs of low and moderate income residents,","Identify housing needs of low and moderate income residents,",the workforce of the County and,the workforce of the County and,the workforce of the County and,the workforce of the County and
,other residents with critical housing problems,other residents with critical housing problems,other residents with critical housing problems,,,,,
3.,"Obtain and manage grants and other resources to upgrade housing, public facilities, infrastructure,","Obtain and manage grants and other resources to upgrade housing, public facilities, infrastructure,","Obtain and manage grants and other resources to upgrade housing, public facilities, infrastructure,","Obtain and manage grants and other resources to upgrade housing, public facilities, infrastructure,","Obtain and manage grants and other resources to upgrade housing, public facilities, infrastructure,","Obtain and manage grants and other resources to upgrade housing, public facilities, infrastructure,","Obtain and manage grants and other resources to upgrade housing, public facilities, infrastructure,","Obtain and manage grants and other resources to upgrade housing, public facilities, infrastructure,"
,land development and environmental quality in low- and moderate income neighborhoods,land development and environmental quality in low- and moderate income neighborhoods,land development and environmental quality in low- and moderate income neighborhoods,land development and environmental quality in low- and moderate income neighborhoods,land development and environmental quality in low- and moderate income neighborhoods,land development and environmental quality in low- and moderate income neighborhoods,land development and environmental quality in low- and moderate income neighborhoods,land development and environmental quality in low- and moderate income neighborhoods
4.,Collaborate with private and non-profit organizations to build or rehabilitate affordable housing,Collaborate with private and non-profit organizations to build or rehabilitate affordable housing,Collaborate with private and non-profit organizations to build or rehabilitate affordable housing,Collaborate with private and non-profit organizations to build or rehabilitate affordable housing,Collaborate with private and non-profit organizations to build or rehabilitate affordable housing,Collaborate with private and non-profit organizations to build or rehabilitate affordable housing,Collaborate with private and non-profit organizations to build or rehabilitate affordable housing,Collaborate with private and non-profit organizations to build or rehabilitate affordable housing
BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,
,,,FY 11,,FY 12,,FY 12,
,,,Adopted,,Plan,,Adopted,Adopted
Revenues:,Revenues:,,,,,,,
County Contribution,County Contribution,,,,,,,
Administration,Administration,$,"437,995",$,"444,398",$,"433,241","433,241"
Housing Fund,Housing Fund,,"200,000",,"100,000",,"100,000","100,000"
"Federal, State & Other Grants","Federal, State & Other Grants",,,,,,,
Section 8 Housing,Section 8 Housing,,,,,,,
,Choice Voucher,,"1,330,000",,"1,370,000",,"1,370,000","1,370,000"
Homeless Intervention,Homeless Intervention,,"149,231",,-,,"149,231","149,231"
Indoor Plumbing/Rehab.,Indoor Plumbing/Rehab.,,"160,000",,"160,000",,"160,000","160,000"
Emergency Home Repair,Emergency Home Repair,,"12,236",,"12,236",,"12,236","12,236"
Forest Heights CDBG,Forest Heights CDBG,,"1,400,000",,,,,*
Energy Efficiency and,Energy Efficiency and,,,,,,,
,Conservation Block Grant,,"498,625",,,,,**
Climate Showcase,Climate Showcase,,,,,,,
,Communities,,,,,,***,***
Program Income,Program Income,,"50,000",,"50,000",,"300,000","300,000"
Fund Balance,Fund Balance,,"300,000",,"70,000",,"200,000","200,000"
Total Revenues,Total Revenues,$,"4,538,087",$,"2,206,634",$,"2,724,708","2,724,708"
Expenditures:,Expenditures:,,,,,,,
Personnel Expenses,Personnel Expenses,$,"679,128",$,"627,898",$,"674,544","674,544"
Operating Expenses,Operating Expenses,,"45,500",,"45,500",,"45,500","45,500"
Housing & Comm. Dev.,Housing & Comm. Dev.,,,,,,,
Programs,Programs,,"3,813,459",,"1,533,236",,"2,004,664","2,004,664"
Total Expenditures,Total Expenditures,$,"4,538,087",$,"2,206,634",$,"2,724,708","2,724,708"
"* Multi-year grant funds carry forward through January 12, 2013.","* Multi-year grant funds carry forward through January 12, 2013.","* Multi-year grant funds carry forward through January 12, 2013.",** Multi-year grant funds carry forward through April 2012.,** Multi-year grant funds carry forward through April 2012.,** Multi-year grant funds carry forward through April 2012.,** Multi-year grant funds carry forward through April 2012.,** Multi-year grant funds carry forward through April 2012.,***Multi-year
"grant funds carry forward through December 31, 2012.","grant funds carry forward through December 31, 2012.","grant funds carry forward through December 31, 2012.",,,,,,
,,,Page F-3,Page F-3,,,,
