Name: “Table 1 of 1 on page 93 of 166”,Name: “Table 1 of 1 on page 93 of 166”,Name: “Table 1 of 1 on page 93 of 166”,Name: “Table 1 of 1 on page 93 of 166”,Name: “Table 1 of 1 on page 93 of 166”,Name: “Table 1 of 1 on page 93 of 166”,Name: “Table 1 of 1 on page 93 of 166”,Name: “Table 1 of 1 on page 93 of 166”,Name: “Table 1 of 1 on page 93 of 166”
Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93
,,,,,,,,
,,,,,,,,
Parks and Recreation,Parks and Recreation,,,,,General Operating Fund,General Operating Fund,General Operating Fund
KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,,,,,,
1.,Operate 18 parks and 5 swimming pools at 3 locations to provide diverse recreational opportunities,Operate 18 parks and 5 swimming pools at 3 locations to provide diverse recreational opportunities,Operate 18 parks and 5 swimming pools at 3 locations to provide diverse recreational opportunities,Operate 18 parks and 5 swimming pools at 3 locations to provide diverse recreational opportunities,Operate 18 parks and 5 swimming pools at 3 locations to provide diverse recreational opportunities,Operate 18 parks and 5 swimming pools at 3 locations to provide diverse recreational opportunities,Operate 18 parks and 5 swimming pools at 3 locations to provide diverse recreational opportunities,Operate 18 parks and 5 swimming pools at 3 locations to provide diverse recreational opportunities
2.,Operate 39 miles of walking/ biking trails that support active lifestyles and alternative,Operate 39 miles of walking/ biking trails that support active lifestyles and alternative,Operate 39 miles of walking/ biking trails that support active lifestyles and alternative,Operate 39 miles of walking/ biking trails that support active lifestyles and alternative,Operate 39 miles of walking/ biking trails that support active lifestyles and alternative,Operate 39 miles of walking/ biking trails that support active lifestyles and alternative,Operate 39 miles of walking/ biking trails that support active lifestyles and alternative,Operate 39 miles of walking/ biking trails that support active lifestyles and alternative
,transportation methods,transportation methods,,,,,,
3.,"Provide more than 2,000 leisure programs for all ages to include sports, before and after school,","Provide more than 2,000 leisure programs for all ages to include sports, before and after school,","Provide more than 2,000 leisure programs for all ages to include sports, before and after school,","Provide more than 2,000 leisure programs for all ages to include sports, before and after school,","Provide more than 2,000 leisure programs for all ages to include sports, before and after school,","Provide more than 2,000 leisure programs for all ages to include sports, before and after school,","Provide more than 2,000 leisure programs for all ages to include sports, before and after school,","Provide more than 2,000 leisure programs for all ages to include sports, before and after school,"
,"swimming, creative arts, and fitness","swimming, creative arts, and fitness","swimming, creative arts, and fitness",,,,,
4.,"Manage two community centers that house programs, fitness opportunities, and community","Manage two community centers that house programs, fitness opportunities, and community","Manage two community centers that house programs, fitness opportunities, and community","Manage two community centers that house programs, fitness opportunities, and community","Manage two community centers that house programs, fitness opportunities, and community","Manage two community centers that house programs, fitness opportunities, and community","Manage two community centers that house programs, fitness opportunities, and community","Manage two community centers that house programs, fitness opportunities, and community"
,meeting space,,,,,,,
5.,Ensure facilities and programs are accessible and affordable to the public through a scholarship,Ensure facilities and programs are accessible and affordable to the public through a scholarship,Ensure facilities and programs are accessible and affordable to the public through a scholarship,Ensure facilities and programs are accessible and affordable to the public through a scholarship,Ensure facilities and programs are accessible and affordable to the public through a scholarship,Ensure facilities and programs are accessible and affordable to the public through a scholarship,Ensure facilities and programs are accessible and affordable to the public through a scholarship,Ensure facilities and programs are accessible and affordable to the public through a scholarship
,"program, free times, and affordable fees","program, free times, and affordable fees","program, free times, and affordable fees",,,,,
6.,Preserve and interpret the County’s rich history found at Freedom Park,Preserve and interpret the County’s rich history found at Freedom Park,Preserve and interpret the County’s rich history found at Freedom Park,Preserve and interpret the County’s rich history found at Freedom Park,Preserve and interpret the County’s rich history found at Freedom Park,Preserve and interpret the County’s rich history found at Freedom Park,,
7.,Increase neighborhood and school connectivity through the completion of the Powhatan Creek,Increase neighborhood and school connectivity through the completion of the Powhatan Creek,Increase neighborhood and school connectivity through the completion of the Powhatan Creek,Increase neighborhood and school connectivity through the completion of the Powhatan Creek,Increase neighborhood and school connectivity through the completion of the Powhatan Creek,Increase neighborhood and school connectivity through the completion of the Powhatan Creek,Increase neighborhood and school connectivity through the completion of the Powhatan Creek,Increase neighborhood and school connectivity through the completion of the Powhatan Creek
,Trail,,,,,,,
BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,
,,,FY 11,,FY 12,,FY 12,
,,,Adopted,,Plan,,Adopted,
,Personnel,$,"4,217,686",$,"4,249,459",$,"4,154,487",
,Operating,,"1,003,115",,"1,000,757",,"681,200",
,Capital,,"79,685",,"64,085",,"68,200",
,Total,$,"5,300,486",$,"5,314,301",$,"4,903,887",
PERSONNEL,,,,,,,,
,Full-time Personnel,,48,,48,,49,
,Part-time Personnel,,16,,16,,14,
PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,,
,,,,FY 09,FY 10,,FY 11,FY 12
,,,,Actual,Actual,,Adopted,Adopted
,# Programs offered,# Programs offered,,"2,679","2,589",,New,"2,400"
# Households receiving financial aid,# Households receiving financial aid,# Households receiving financial aid,,148,112,,New,140
,Total attendance,Total attendance,,"2,144,333","2,128,957",,New,"2,150,000"
,,,,Page C-42,,,,
