Name: “Table 1 of 1 on page 88 of 166”,Name: “Table 1 of 1 on page 88 of 166”,Name: “Table 1 of 1 on page 88 of 166”,Name: “Table 1 of 1 on page 88 of 166”,Name: “Table 1 of 1 on page 88 of 166”,Name: “Table 1 of 1 on page 88 of 166”,Name: “Table 1 of 1 on page 88 of 166”,Name: “Table 1 of 1 on page 88 of 166”,Name: “Table 1 of 1 on page 88 of 166”
Table: 88,Table: 88,Table: 88,Table: 88,Table: 88,Table: 88,Table: 88,Table: 88,Table: 88
,,,,,,,,
,,,,,,,,
Fleet and Equipment,,,,,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,,,,,,,
1.,"Maintain about 900 vehicles and pieces of equipment, including 6 additional vehicles from Fire","Maintain about 900 vehicles and pieces of equipment, including 6 additional vehicles from Fire","Maintain about 900 vehicles and pieces of equipment, including 6 additional vehicles from Fire","Maintain about 900 vehicles and pieces of equipment, including 6 additional vehicles from Fire","Maintain about 900 vehicles and pieces of equipment, including 6 additional vehicles from Fire","Maintain about 900 vehicles and pieces of equipment, including 6 additional vehicles from Fire","Maintain about 900 vehicles and pieces of equipment, including 6 additional vehicles from Fire","Maintain about 900 vehicles and pieces of equipment, including 6 additional vehicles from Fire"
,Station 1,,,,,,,
2.,Perform preventative maintenance on vehicles and equipment to extend longevity,Perform preventative maintenance on vehicles and equipment to extend longevity,Perform preventative maintenance on vehicles and equipment to extend longevity,Perform preventative maintenance on vehicles and equipment to extend longevity,Perform preventative maintenance on vehicles and equipment to extend longevity,Perform preventative maintenance on vehicles and equipment to extend longevity,,
3.,Track equipment downtime to establish equipment availability goals for public safety and,Track equipment downtime to establish equipment availability goals for public safety and,Track equipment downtime to establish equipment availability goals for public safety and,Track equipment downtime to establish equipment availability goals for public safety and,Track equipment downtime to establish equipment availability goals for public safety and,Track equipment downtime to establish equipment availability goals for public safety and,Track equipment downtime to establish equipment availability goals for public safety and,Track equipment downtime to establish equipment availability goals for public safety and
,emergency response,,,,,,,
4.,Adopt methods to reduce petroleum consumption in County Fleet,Adopt methods to reduce petroleum consumption in County Fleet,Adopt methods to reduce petroleum consumption in County Fleet,Adopt methods to reduce petroleum consumption in County Fleet,,,,
BUDGET SUMMARY,,,,,,,,
,,,FY 11,,FY 12,,FY 12,
,,,Adopted,,Plan,,Adopted,
,Personnel,$,"489,754",$,"480,343",$,"527,914",
,Operating,,"81,753",,"81,453",,"87,300",
,Other,,"233,570",,"216,350",,"240,000",
,Total,$,"805,077",$,"778,146",$,"855,214",
PERSONNEL,,,,,,,,
,Full-time Personnel,,8,,7,,8,
PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,,
,,,FY 09,,FY 10,,FY 11,FY 12
,,,Actual,,Actual,Adopted,,Adopted
,# Work orders completed,# Work orders completed,"2,957",,"3,025",,"2,850","3,400"
,% of Work orders completed within,% of Work orders completed within,,,,,,
,72 hours,72 hours,62%,,67%,,60%,70%
BUDGET COMMENTS,,,,,,,,
This budget reflects a full year of costs associated with the repair and maintenance of the Volunteer Fire,This budget reflects a full year of costs associated with the repair and maintenance of the Volunteer Fire,This budget reflects a full year of costs associated with the repair and maintenance of the Volunteer Fire,This budget reflects a full year of costs associated with the repair and maintenance of the Volunteer Fire,This budget reflects a full year of costs associated with the repair and maintenance of the Volunteer Fire,This budget reflects a full year of costs associated with the repair and maintenance of the Volunteer Fire,This budget reflects a full year of costs associated with the repair and maintenance of the Volunteer Fire,This budget reflects a full year of costs associated with the repair and maintenance of the Volunteer Fire,This budget reflects a full year of costs associated with the repair and maintenance of the Volunteer Fire
and EMS equipment from Fire Station 1 in Toano.,and EMS equipment from Fire Station 1 in Toano.,and EMS equipment from Fire Station 1 in Toano.,and EMS equipment from Fire Station 1 in Toano.,,,,,
,,,Page C-37,Page C-37,,,,
