Name: “Table 1 of 1 on page 63 of 166”,Name: “Table 1 of 1 on page 63 of 166”,Name: “Table 1 of 1 on page 63 of 166”,Name: “Table 1 of 1 on page 63 of 166”,Name: “Table 1 of 1 on page 63 of 166”,Name: “Table 1 of 1 on page 63 of 166”,Name: “Table 1 of 1 on page 63 of 166”,Name: “Table 1 of 1 on page 63 of 166”,Name: “Table 1 of 1 on page 63 of 166”
Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63
,,,,,,,,
,,,,,,,,
Commonwealth’s Attorney,Commonwealth’s Attorney,,,,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,,,,,,,
1.,"Prosecute all felony cases that occur within James City County, as well as all misdemeanor charges","Prosecute all felony cases that occur within James City County, as well as all misdemeanor charges","Prosecute all felony cases that occur within James City County, as well as all misdemeanor charges","Prosecute all felony cases that occur within James City County, as well as all misdemeanor charges","Prosecute all felony cases that occur within James City County, as well as all misdemeanor charges","Prosecute all felony cases that occur within James City County, as well as all misdemeanor charges","Prosecute all felony cases that occur within James City County, as well as all misdemeanor charges","Prosecute all felony cases that occur within James City County, as well as all misdemeanor charges"
,that have incarceration as a potential consequence,that have incarceration as a potential consequence,that have incarceration as a potential consequence,,,,,
2.,Provide on-going education and training to law enforcement to enhance their ability to protect and,Provide on-going education and training to law enforcement to enhance their ability to protect and,Provide on-going education and training to law enforcement to enhance their ability to protect and,Provide on-going education and training to law enforcement to enhance their ability to protect and,Provide on-going education and training to law enforcement to enhance their ability to protect and,Provide on-going education and training to law enforcement to enhance their ability to protect and,Provide on-going education and training to law enforcement to enhance their ability to protect and,Provide on-going education and training to law enforcement to enhance their ability to protect and
,serve the citizens of James City County,serve the citizens of James City County,,,,,,
3.,Assist victims/witnesses involved in the criminal justice process by better educating them about,Assist victims/witnesses involved in the criminal justice process by better educating them about,Assist victims/witnesses involved in the criminal justice process by better educating them about,Assist victims/witnesses involved in the criminal justice process by better educating them about,Assist victims/witnesses involved in the criminal justice process by better educating them about,Assist victims/witnesses involved in the criminal justice process by better educating them about,Assist victims/witnesses involved in the criminal justice process by better educating them about,Assist victims/witnesses involved in the criminal justice process by better educating them about
,court processes and available services as well as keeping them up-to-date and informed on the,court processes and available services as well as keeping them up-to-date and informed on the,court processes and available services as well as keeping them up-to-date and informed on the,court processes and available services as well as keeping them up-to-date and informed on the,court processes and available services as well as keeping them up-to-date and informed on the,court processes and available services as well as keeping them up-to-date and informed on the,court processes and available services as well as keeping them up-to-date and informed on the,
,status of individual cases,,,,,,,
BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,
,,,FY 11,,FY 12,,FY 12,
,,,Adopted,,Plan,,Adopted,
,Personnel,$,"768,096",$,"774,217",$,"771,276",
,Operating,,"31,423",,"31,423",,"31,400",
Local Aid to State Government,Local Aid to State Government,,"25,652",,"25,652",,"25,700",
,Other,,"32,540",,"32,540",,"32,500",
,Received from Williamsburg,,"(64,834)",,"(65,918)",,"(64,286)",
,Total,$,"792,877",$,"797,914",$,"796,590",
PERSONNEL,,,,,,,,
,Full-time Personnel,,9,,9,,9,
PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,,,
,,,FY 09,FY 09,FY 10,,FY 11,FY 12
,,,Actual,Actual,Actual,,Adopted,Adopted
