Name: “Table 1 of 1 on page 103 of 166”,Name: “Table 1 of 1 on page 103 of 166”,Name: “Table 1 of 1 on page 103 of 166”,Name: “Table 1 of 1 on page 103 of 166”,Name: “Table 1 of 1 on page 103 of 166”,Name: “Table 1 of 1 on page 103 of 166”,Name: “Table 1 of 1 on page 103 of 166”,Name: “Table 1 of 1 on page 103 of 166”,Name: “Table 1 of 1 on page 103 of 166”,Name: “Table 1 of 1 on page 103 of 166”,Name: “Table 1 of 1 on page 103 of 166”,Name: “Table 1 of 1 on page 103 of 166”,Name: “Table 1 of 1 on page 103 of 166”,Name: “Table 1 of 1 on page 103 of 166”
Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Contributions to Other Funds,Contributions to Other Funds,Contributions to Other Funds,Contributions to Other Funds,Contributions to Other Funds,Contributions to Other Funds,,,,,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
PURPOSE,,,,,,,,,,,,,
This budget,"records the County's contribution from the General Fund to Other Funds, including the","records the County's contribution from the General Fund to Other Funds, including the","records the County's contribution from the General Fund to Other Funds, including the","records the County's contribution from the General Fund to Other Funds, including the","records the County's contribution from the General Fund to Other Funds, including the","records the County's contribution from the General Fund to Other Funds, including the","records the County's contribution from the General Fund to Other Funds, including the","records the County's contribution from the General Fund to Other Funds, including the","records the County's contribution from the General Fund to Other Funds, including the","records the County's contribution from the General Fund to Other Funds, including the","records the County's contribution from the General Fund to Other Funds, including the","records the County's contribution from the General Fund to Other Funds, including the","records the County's contribution from the General Fund to Other Funds, including the"
"Community Development Fund, Special Projects Fund and the Social Services Fund.","Community Development Fund, Special Projects Fund and the Social Services Fund.","Community Development Fund, Special Projects Fund and the Social Services Fund.","Community Development Fund, Special Projects Fund and the Social Services Fund.","Community Development Fund, Special Projects Fund and the Social Services Fund.","Community Development Fund, Special Projects Fund and the Social Services Fund.","Community Development Fund, Special Projects Fund and the Social Services Fund.","Community Development Fund, Special Projects Fund and the Social Services Fund.","Community Development Fund, Special Projects Fund and the Social Services Fund.","Community Development Fund, Special Projects Fund and the Social Services Fund.","Community Development Fund, Special Projects Fund and the Social Services Fund.","Community Development Fund, Special Projects Fund and the Social Services Fund.",This budget also,This budget also
provides,funding,for,debt,service,"payments,",including,including,bonds,and,lease-purchase,lease-purchase,agreements,for
nonschool projects.,nonschool projects.,nonschool projects.,,,,,,,,,,,
BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,,,,
,,,,,,FY 11,,FY 12,FY 12,,,FY 12,
,,,,,,Adopted,,Plan,Plan,,,Adopted,
,,Special Projects,Special Projects,Special Projects,$,"317,426",$,"317,426","317,426","317,426",$,"867,426",
,,Capital Projects,Capital Projects,Capital Projects,,"1,650,000",,"750,000","750,000","750,000",,"1,818,000",
,Housing Development,Housing Development,Housing Development,Housing Development,,"200,000",,"100,000","100,000","100,000",,"100,000",
Colonial Community Corrections,Colonial Community Corrections,Colonial Community Corrections,Colonial Community Corrections,Colonial Community Corrections,,"34,470",,,"34,470","34,470",,"34,470",
,,,Debt Service,Debt Service,,"3,760,000",,"3,760,000","3,760,000","3,760,000",,"4,825,000",
,,Social Services,Social Services,Social Services,,"1,561,991",,"1,580,835","1,580,835","1,580,835",$,"1,578,400",
,,,Housing and,Housing and,,,,,,,,,
,Community Development,Community Development,Community Development,Community Development,,"437,995",,"444,398","444,398","444,398",,"433,241",
,Tourism Investment Fund,Tourism Investment Fund,Tourism Investment Fund,Tourism Investment Fund,,-,,,,-,,"280,000",
,,,,Total,$,"7,961,882",$,"6,987,129","6,987,129","6,987,129",$,"9,936,537",
BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,,,,
Program details may be found in the separate budgets for these activities found in Sections D (Capital),Program details may be found in the separate budgets for these activities found in Sections D (Capital),Program details may be found in the separate budgets for these activities found in Sections D (Capital),Program details may be found in the separate budgets for these activities found in Sections D (Capital),Program details may be found in the separate budgets for these activities found in Sections D (Capital),Program details may be found in the separate budgets for these activities found in Sections D (Capital),Program details may be found in the separate budgets for these activities found in Sections D (Capital),Program details may be found in the separate budgets for these activities found in Sections D (Capital),Program details may be found in the separate budgets for these activities found in Sections D (Capital),Program details may be found in the separate budgets for these activities found in Sections D (Capital),Program details may be found in the separate budgets for these activities found in Sections D (Capital),Program details may be found in the separate budgets for these activities found in Sections D (Capital),Program details may be found in the separate budgets for these activities found in Sections D (Capital),Program details may be found in the separate budgets for these activities found in Sections D (Capital)
and F of this budget.,and F of this budget.,and F of this budget.,,,,,,,,,,,
,,,,,,Page C-52,Page C-52,,,,,,
