Name: “Table 1 of 1 on page 71 of 166”,Name: “Table 1 of 1 on page 71 of 166”,Name: “Table 1 of 1 on page 71 of 166”,Name: “Table 1 of 1 on page 71 of 166”,Name: “Table 1 of 1 on page 71 of 166”,Name: “Table 1 of 1 on page 71 of 166”,Name: “Table 1 of 1 on page 71 of 166”,Name: “Table 1 of 1 on page 71 of 166”,Name: “Table 1 of 1 on page 71 of 166”
Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71
,,,,,,,,
,,,,,,,,
Office of Emergency Management,Office of Emergency Management,Office of Emergency Management,,,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,,,,,,,
1.,"Coordinate the County’s emergency preparedness, response, and recovery responsibilities","Coordinate the County’s emergency preparedness, response, and recovery responsibilities","Coordinate the County’s emergency preparedness, response, and recovery responsibilities","Coordinate the County’s emergency preparedness, response, and recovery responsibilities","Coordinate the County’s emergency preparedness, response, and recovery responsibilities","Coordinate the County’s emergency preparedness, response, and recovery responsibilities","Coordinate the County’s emergency preparedness, response, and recovery responsibilities","Coordinate the County’s emergency preparedness, response, and recovery responsibilities"
2.,Review and update County emergency plans and assist in updating regional plans such as the,Review and update County emergency plans and assist in updating regional plans such as the,Review and update County emergency plans and assist in updating regional plans such as the,Review and update County emergency plans and assist in updating regional plans such as the,Review and update County emergency plans and assist in updating regional plans such as the,Review and update County emergency plans and assist in updating regional plans such as the,Review and update County emergency plans and assist in updating regional plans such as the,Review and update County emergency plans and assist in updating regional plans such as the
,Peninsula Hazardous Materials Plan and the Peninsula Hazard Mitigation Plan,Peninsula Hazardous Materials Plan and the Peninsula Hazard Mitigation Plan,Peninsula Hazardous Materials Plan and the Peninsula Hazard Mitigation Plan,Peninsula Hazardous Materials Plan and the Peninsula Hazard Mitigation Plan,Peninsula Hazardous Materials Plan and the Peninsula Hazard Mitigation Plan,Peninsula Hazardous Materials Plan and the Peninsula Hazard Mitigation Plan,,
3.,"Educate citizens about hazards, risks, and ways to prepare for and recover from emergencies","Educate citizens about hazards, risks, and ways to prepare for and recover from emergencies","Educate citizens about hazards, risks, and ways to prepare for and recover from emergencies","Educate citizens about hazards, risks, and ways to prepare for and recover from emergencies","Educate citizens about hazards, risks, and ways to prepare for and recover from emergencies","Educate citizens about hazards, risks, and ways to prepare for and recover from emergencies","Educate citizens about hazards, risks, and ways to prepare for and recover from emergencies","Educate citizens about hazards, risks, and ways to prepare for and recover from emergencies"
4.,Provide comprehensive Community Emergency Response Team (CERT) courses for a projected 50,Provide comprehensive Community Emergency Response Team (CERT) courses for a projected 50,Provide comprehensive Community Emergency Response Team (CERT) courses for a projected 50,Provide comprehensive Community Emergency Response Team (CERT) courses for a projected 50,Provide comprehensive Community Emergency Response Team (CERT) courses for a projected 50,Provide comprehensive Community Emergency Response Team (CERT) courses for a projected 50,Provide comprehensive Community Emergency Response Team (CERT) courses for a projected 50,Provide comprehensive Community Emergency Response Team (CERT) courses for a projected 50
,citizens,,,,,,,
