Name: “Table 1 of 1 on page 42 of 166”,Name: “Table 1 of 1 on page 42 of 166”,Name: “Table 1 of 1 on page 42 of 166”,Name: “Table 1 of 1 on page 42 of 166”,Name: “Table 1 of 1 on page 42 of 166”,Name: “Table 1 of 1 on page 42 of 166”,Name: “Table 1 of 1 on page 42 of 166”,Name: “Table 1 of 1 on page 42 of 166”,Name: “Table 1 of 1 on page 42 of 166”
Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42
,,,,,,,,
,,,,,,,,
Other Local Taxes,,,,,,General Operating Fund,General Operating Fund,General Operating Fund
BUDGET SUMMARY,,,,,,,,
,,FY 11,,FY 11,,FY 12,,FY 12
,,Adopted,,Projected,,Plan,,Adopted
Local Sales Tax,$,"8,400,000",$,"8,500,000",$,"8,550,000",$,"8,400,000"
Transient Occupancy Tax,,"1,800,000",,"1,800,000",,"1,800,000",,"1,800,000"
$2 Per Night Room Tax,,"675,000",,"700,000",,"675,000",,"700,000"
Meals Tax,,"5,500,000",,"5,500,000",,"5,500,000",,"5,500,000"
Delinquent Taxes,,"25,000",,"25,000",,"30,000",,"25,000"
Deeds of Conveyance,,"275,000",,"300,000",,"275,000",,"300,000"
Bank Franchise Tax,,"340,000",,"450,000",,"340,000",,"475,000"
Recordation Tax,,"1,200,000",,"1,175,000",,"1,200,000",,"1,200,000"
Total,$,"18,215,000",$,"18,450,000",$,"18,370,000",$,"18,400,000"
BUDGET COMMENTS,,,,,,,,
Other Local Taxes include the budget for the 1 percent Local Sales Tax.,Other Local Taxes include the budget for the 1 percent Local Sales Tax.,Other Local Taxes include the budget for the 1 percent Local Sales Tax.,Other Local Taxes include the budget for the 1 percent Local Sales Tax.,Other Local Taxes include the budget for the 1 percent Local Sales Tax.,Other Local Taxes include the budget for the 1 percent Local Sales Tax.,This tax is collected with the 4.0,This tax is collected with the 4.0,This tax is collected with the 4.0
"percent State sales tax at the time of sale, and remitted to the County.","percent State sales tax at the time of sale, and remitted to the County.","percent State sales tax at the time of sale, and remitted to the County.","percent State sales tax at the time of sale, and remitted to the County.","percent State sales tax at the time of sale, and remitted to the County.","percent State sales tax at the time of sale, and remitted to the County.",The FY 2012 budget is projected to,The FY 2012 budget is projected to,The FY 2012 budget is projected to
