Name: “Table 1 of 1 on page 8 of 20”,Name: “Table 1 of 1 on page 8 of 20”,Name: “Table 1 of 1 on page 8 of 20”,Name: “Table 1 of 1 on page 8 of 20”,Name: “Table 1 of 1 on page 8 of 20”,Name: “Table 1 of 1 on page 8 of 20”,Name: “Table 1 of 1 on page 8 of 20”,Name: “Table 1 of 1 on page 8 of 20”
Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8
,,,,,,,
,,Priority: Lifelong Learning,Priority: Lifelong Learning,,,,
Goal,Goal,,,,,,
Increase accessibility to lifelong learning,Increase accessibility to lifelong learning,,,,,,
Objective,Objective,,,,,,
"Network and identify opportunities for partnership among the city, local educational institutions, businesses and","Network and identify opportunities for partnership among the city, local educational institutions, businesses and","Network and identify opportunities for partnership among the city, local educational institutions, businesses and","Network and identify opportunities for partnership among the city, local educational institutions, businesses and","Network and identify opportunities for partnership among the city, local educational institutions, businesses and","Network and identify opportunities for partnership among the city, local educational institutions, businesses and","Network and identify opportunities for partnership among the city, local educational institutions, businesses and","Network and identify opportunities for partnership among the city, local educational institutions, businesses and"
community resources that will promote and expand lifelong learning for the city workforce and community,community resources that will promote and expand lifelong learning for the city workforce and community,community resources that will promote and expand lifelong learning for the city workforce and community,community resources that will promote and expand lifelong learning for the city workforce and community,community resources that will promote and expand lifelong learning for the city workforce and community,community resources that will promote and expand lifelong learning for the city workforce and community,community resources that will promote and expand lifelong learning for the city workforce and community,community resources that will promote and expand lifelong learning for the city workforce and community
members,members,,,,,,
,,FY 2011,FY 2012,FY 2013,FY 2013,FY 2014,
Measure,Measure,,,,,,Change
,,Actual,Actual,Approved,Approved,Approved,
Increase public outreach presentations,Increase public outreach presentations,,,,,,
"through civic leagues, classroom and","through civic leagues, classroom and",225,219,,250,250,0
community events,community events,,,,,,
Maintain site visits conducted by the,Maintain site visits conducted by the,,,,,,
"environmental specialist for Fats, Oils and","environmental specialist for Fats, Oils and",400,436,,450,460,10
Grease (FOG) Program,Grease (FOG) Program,,,,,,
,,Priority: Lifelong Learning,Priority: Lifelong Learning,,,,
Goal,Goal,,,,,,
"Achieve a well-trained, qualified community workforce","Achieve a well-trained, qualified community workforce","Achieve a well-trained, qualified community workforce",,,,,
Objective,Objective,,,,,,
Create a comprehensive short and long term community workforce plan outlining workforce skills needed by area,Create a comprehensive short and long term community workforce plan outlining workforce skills needed by area,Create a comprehensive short and long term community workforce plan outlining workforce skills needed by area,Create a comprehensive short and long term community workforce plan outlining workforce skills needed by area,Create a comprehensive short and long term community workforce plan outlining workforce skills needed by area,Create a comprehensive short and long term community workforce plan outlining workforce skills needed by area,Create a comprehensive short and long term community workforce plan outlining workforce skills needed by area,Create a comprehensive short and long term community workforce plan outlining workforce skills needed by area
employers,employers,,,,,,
,,FY 2011,FY 2012,FY 2013,FY 2013,FY 2014,
Measure,Measure,,,,,,Change
,,Actual,Actual,Approved,Approved,Approved,
Maintain safety training hours provided by,Maintain safety training hours provided by,,,,,,
,,183,245,,250,250,0
Department of Utilities safety officer,Department of Utilities safety officer,,,,,,
WATER,WATER,,,,,,
R EVENUE S UMMARY,R EVENUE S UMMARY,,,,,,
,,FY 2011,,FY 2012,,FY 2013,FY 2014
,,Actual,,Actual,,Approved,Approved
Permits and Fees,Permits and Fees,"$1,350,533","$1,366,023","$1,366,023",,"$1,365,280","$1,359,300"
Use of Money and Property,Use of Money and Property,"$377,249",,"$253,515",,"$287,000","$230,000"
Charges for Services,Charges for Services,"$80,582,291","$78,161,954","$78,161,954","$78,530,320","$78,530,320","$77,380,800"
Miscellaneous Revenue,Miscellaneous Revenue,"$122,487",,"$227,281",,"$135,000","$135,000"
Recovered Costs,Recovered Costs,"$1,515,057","$1,591,069","$1,591,069",,"$1,438,000","$1,438,000"
Other Sources and Transfers In,Other Sources and Transfers In,"$14,686",,"$42,904",,"$5,400","$1,380,400"
Federal Aid,Federal Aid,"$85,261",,"$137,555",,$0,$0
Total,Total,"$84,047,564","$81,780,301","$81,780,301","$81,761,000","$81,761,000","$81,923,500"
404,Water,,,,,,
