Name: “Table 1 of 1 on page 20 of 20”,Name: “Table 1 of 1 on page 20 of 20”,Name: “Table 1 of 1 on page 20 of 20”,Name: “Table 1 of 1 on page 20 of 20”,Name: “Table 1 of 1 on page 20 of 20”,Name: “Table 1 of 1 on page 20 of 20”,Name: “Table 1 of 1 on page 20 of 20”,Name: “Table 1 of 1 on page 20 of 20”
Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20
,,,,,,,
POSITION S UMMARY,POSITION S UMMARY,,,,,,
,,Pay Grade,Minimum,Maximum,FY 2013,Change,FY 2014
,,,,,Approved,,Approved
,,,,,Positions,,Positions
Accountant III,Accountant III,MAP006,"$40,005","$63,954",1,0,1
Accounting Technician,Accounting Technician,OPS007,"$26,658","$42,618",6,1,7
Administrative Assistant I,Administrative Assistant I,OPS009,"$31,178","$49,847",1,0,1
Collection Coordinator,Collection Coordinator,MAP005,"$37,662","$60,210",1,0,1
Crew Leader I,Crew Leader I,OPS008,"$28,816","$46,064",2,0,2
Customer Service Representative,Customer Service Representative,OPS004,"$21,221","$33,928",40,0,40
Enterprise Controller,Enterprise Controller,MAP012,"$58,373","$93,316",1,0,1
Maintenance Mechanic II,Maintenance Mechanic II,OPS008,"$28,816","$46,064",2,0,2
Maintenance Supervisor II,Maintenance Supervisor II,MAP007,"$42,525","$67,985",1,0,1
Maintenance Worker I,Maintenance Worker I,OPS003,"$19,704","$31,503",12,0,12
Maintenance Worker II,Maintenance Worker II,OPS004,"$21,221","$33,928",2,0,2
Meter Monitor,Meter Monitor,OPS004,"$21,221","$33,928",9,0,9
Painter I,Painter I,OPS007,"$26,658","$42,618",1,0,1
Parking Administrator,Parking Administrator,MAP009,"$48,159","$76,993",1,0,1
Parking Director,Parking Director,SRM004,"$59,679","$105,037",0,1,1
Parking Manager,Parking Manager,MAP007,"$42,525","$67,985",1,0,1
Parking Supervisor,Parking Supervisor,MAP002,"$31,570","$50,468",6,0,6
Software Analyst,Software Analyst,ITM002,"$45,446","$72,653",1,0,1
Total,Total,,,,88,2,90
416,Parking Facilities Fund,,,,,,
