Name: “Table 1 of 1 on page 84 of 156”,Name: “Table 1 of 1 on page 84 of 156”,Name: “Table 1 of 1 on page 84 of 156”,Name: “Table 1 of 1 on page 84 of 156”,Name: “Table 1 of 1 on page 84 of 156”,Name: “Table 1 of 1 on page 84 of 156”,Name: “Table 1 of 1 on page 84 of 156”,Name: “Table 1 of 1 on page 84 of 156”,Name: “Table 1 of 1 on page 84 of 156”
Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84
,,,,,,,,
,,,,,,,,
Animal Control,Animal Control,,,,,General Operating Fund,General Operating Fund,General Operating Fund
DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,,,,,,,
To perform duties and fulfill responsibilities of enforcing animal laws.,To perform duties and fulfill responsibilities of enforcing animal laws.,To perform duties and fulfill responsibilities of enforcing animal laws.,To perform duties and fulfill responsibilities of enforcing animal laws.,To perform duties and fulfill responsibilities of enforcing animal laws.,To perform duties and fulfill responsibilities of enforcing animal laws.,"To protect citizens, property, and","To protect citizens, property, and","To protect citizens, property, and"
domestic animals from harm.,domestic animals from harm.,,,,,,,
OBJECTIVES,,,,,,,,
1.,Reduce repeat nuisance complaints.,Reduce repeat nuisance complaints.,Reduce repeat nuisance complaints.,,,,,
2.,Provide a safe and humane facility.,Provide a safe and humane facility.,Provide a safe and humane facility.,,,,,
3.,Carry out a program of rabies prevention through enforcement and education.,Carry out a program of rabies prevention through enforcement and education.,Carry out a program of rabies prevention through enforcement and education.,Carry out a program of rabies prevention through enforcement and education.,Carry out a program of rabies prevention through enforcement and education.,Carry out a program of rabies prevention through enforcement and education.,Carry out a program of rabies prevention through enforcement and education.,
BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,
,,,FY 10,,FY 11,,,FY 12
,,,Adopted,,Adopted,Adopted,,Plan
,Personnel,$,"144,019",$,"136,165","136,165",$,"136,995"
,Operating,,"55,657",,"52,331","52,331",,"52,882"
,Capital,,500,,350,350,,350
,Billing to Users,,"(18,000)",,"(18,000)","(18,000)",,"(18,000)"
,Total,$,"182,176",$,"170,846","170,846",$,"172,227"
PERSONNEL,,,,,,,,
,Full-time Personnel,,2,,,2,,2
,Part-time Personnel,,1,,,0,,0
PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,,,
,,,FY 09,,FY 10,,FY 11,FY 12
,,,Actual,,Projected,,Adopted,Plan
,Requests for Service,,"3,162",,"2,800",,"3,000","3,050"
,Animals Impounded,,558,,550,,560,565
,% Dog license compliance,,100%,,>75%,,>75%,>75%
BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,
This budget includes the elimination of one part-time Animal Control Officer position and the addition of,This budget includes the elimination of one part-time Animal Control Officer position and the addition of,This budget includes the elimination of one part-time Animal Control Officer position and the addition of,This budget includes the elimination of one part-time Animal Control Officer position and the addition of,This budget includes the elimination of one part-time Animal Control Officer position and the addition of,This budget includes the elimination of one part-time Animal Control Officer position and the addition of,This budget includes the elimination of one part-time Animal Control Officer position and the addition of,This budget includes the elimination of one part-time Animal Control Officer position and the addition of,This budget includes the elimination of one part-time Animal Control Officer position and the addition of
temporary hours.,This budget also provides for level funding for an estimated share of expenses for the,This budget also provides for level funding for an estimated share of expenses for the,This budget also provides for level funding for an estimated share of expenses for the,This budget also provides for level funding for an estimated share of expenses for the,This budget also provides for level funding for an estimated share of expenses for the,This budget also provides for level funding for an estimated share of expenses for the,This budget also provides for level funding for an estimated share of expenses for the,This budget also provides for level funding for an estimated share of expenses for the
"Heritage Humane Society, based on the County's contract for shared space.","Heritage Humane Society, based on the County's contract for shared space.","Heritage Humane Society, based on the County's contract for shared space.","Heritage Humane Society, based on the County's contract for shared space.","Heritage Humane Society, based on the County's contract for shared space.","Heritage Humane Society, based on the County's contract for shared space.","Heritage Humane Society, based on the County's contract for shared space.","Heritage Humane Society, based on the County's contract for shared space.",
,,,Page C-39,Page C-39,,,,
