Name: “Table 1 of 1 on page 53 of 156”,Name: “Table 1 of 1 on page 53 of 156”,Name: “Table 1 of 1 on page 53 of 156”,Name: “Table 1 of 1 on page 53 of 156”,Name: “Table 1 of 1 on page 53 of 156”,Name: “Table 1 of 1 on page 53 of 156”,Name: “Table 1 of 1 on page 53 of 156”,Name: “Table 1 of 1 on page 53 of 156”,Name: “Table 1 of 1 on page 53 of 156”,Name: “Table 1 of 1 on page 53 of 156”,Name: “Table 1 of 1 on page 53 of 156”,Name: “Table 1 of 1 on page 53 of 156”,Name: “Table 1 of 1 on page 53 of 156”,Name: “Table 1 of 1 on page 53 of 156”,Name: “Table 1 of 1 on page 53 of 156”,Name: “Table 1 of 1 on page 53 of 156”,Name: “Table 1 of 1 on page 53 of 156”
Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Communications,Communications,Communications,Communications,Communications,,,,,,,,,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,,,,,,,,,,
To engage citizens in their government by providing accurate and timely information and public,To engage citizens in their government by providing accurate and timely information and public,To engage citizens in their government by providing accurate and timely information and public,To engage citizens in their government by providing accurate and timely information and public,To engage citizens in their government by providing accurate and timely information and public,To engage citizens in their government by providing accurate and timely information and public,To engage citizens in their government by providing accurate and timely information and public,To engage citizens in their government by providing accurate and timely information and public,To engage citizens in their government by providing accurate and timely information and public,To engage citizens in their government by providing accurate and timely information and public,To engage citizens in their government by providing accurate and timely information and public,To engage citizens in their government by providing accurate and timely information and public,To engage citizens in their government by providing accurate and timely information and public,To engage citizens in their government by providing accurate and timely information and public,To engage citizens in their government by providing accurate and timely information and public,To engage citizens in their government by providing accurate and timely information and public,
education that promotes citizen understanding and involvement.,education that promotes citizen understanding and involvement.,education that promotes citizen understanding and involvement.,education that promotes citizen understanding and involvement.,education that promotes citizen understanding and involvement.,education that promotes citizen understanding and involvement.,education that promotes citizen understanding and involvement.,education that promotes citizen understanding and involvement.,education that promotes citizen understanding and involvement.,education that promotes citizen understanding and involvement.,education that promotes citizen understanding and involvement.,,,,,,
OBJECTIVES,OBJECTIVES,OBJECTIVES,,,,,,,,,,,,,,
1.,Make government more accessible by providing live/taped broadcasts of public meetings.,Make government more accessible by providing live/taped broadcasts of public meetings.,Make government more accessible by providing live/taped broadcasts of public meetings.,Make government more accessible by providing live/taped broadcasts of public meetings.,Make government more accessible by providing live/taped broadcasts of public meetings.,Make government more accessible by providing live/taped broadcasts of public meetings.,Make government more accessible by providing live/taped broadcasts of public meetings.,Make government more accessible by providing live/taped broadcasts of public meetings.,Make government more accessible by providing live/taped broadcasts of public meetings.,Make government more accessible by providing live/taped broadcasts of public meetings.,Make government more accessible by providing live/taped broadcasts of public meetings.,Make government more accessible by providing live/taped broadcasts of public meetings.,Make government more accessible by providing live/taped broadcasts of public meetings.,Make government more accessible by providing live/taped broadcasts of public meetings.,Make government more accessible by providing live/taped broadcasts of public meetings.,
2.,Disseminate information through publications and other mediums to better inform and educate,Disseminate information through publications and other mediums to better inform and educate,Disseminate information through publications and other mediums to better inform and educate,Disseminate information through publications and other mediums to better inform and educate,Disseminate information through publications and other mediums to better inform and educate,Disseminate information through publications and other mediums to better inform and educate,Disseminate information through publications and other mediums to better inform and educate,Disseminate information through publications and other mediums to better inform and educate,Disseminate information through publications and other mediums to better inform and educate,Disseminate information through publications and other mediums to better inform and educate,Disseminate information through publications and other mediums to better inform and educate,Disseminate information through publications and other mediums to better inform and educate,Disseminate information through publications and other mediums to better inform and educate,Disseminate information through publications and other mediums to better inform and educate,Disseminate information through publications and other mediums to better inform and educate,Disseminate information through publications and other mediums to better inform and educate
,citizens.,citizens.,,,,,,,,,,,,,,
3.,Support Greater Williamsburg Area-wide tourism efforts that promote and encourage tourism and,Support Greater Williamsburg Area-wide tourism efforts that promote and encourage tourism and,Support Greater Williamsburg Area-wide tourism efforts that promote and encourage tourism and,Support Greater Williamsburg Area-wide tourism efforts that promote and encourage tourism and,Support Greater Williamsburg Area-wide tourism efforts that promote and encourage tourism and,Support Greater Williamsburg Area-wide tourism efforts that promote and encourage tourism and,Support Greater Williamsburg Area-wide tourism efforts that promote and encourage tourism and,Support Greater Williamsburg Area-wide tourism efforts that promote and encourage tourism and,Support Greater Williamsburg Area-wide tourism efforts that promote and encourage tourism and,Support Greater Williamsburg Area-wide tourism efforts that promote and encourage tourism and,Support Greater Williamsburg Area-wide tourism efforts that promote and encourage tourism and,Support Greater Williamsburg Area-wide tourism efforts that promote and encourage tourism and,Support Greater Williamsburg Area-wide tourism efforts that promote and encourage tourism and,Support Greater Williamsburg Area-wide tourism efforts that promote and encourage tourism and,Support Greater Williamsburg Area-wide tourism efforts that promote and encourage tourism and,Support Greater Williamsburg Area-wide tourism efforts that promote and encourage tourism and
,visitation.,visitation.,,,,,,,,,,,,,,
4.,Build citizen capacity to contribute to an improved community.,Build citizen capacity to contribute to an improved community.,Build citizen capacity to contribute to an improved community.,Build citizen capacity to contribute to an improved community.,Build citizen capacity to contribute to an improved community.,Build citizen capacity to contribute to an improved community.,Build citizen capacity to contribute to an improved community.,Build citizen capacity to contribute to an improved community.,Build citizen capacity to contribute to an improved community.,Build citizen capacity to contribute to an improved community.,Build citizen capacity to contribute to an improved community.,,,,,
5.,Support connected neighborhoods.,Support connected neighborhoods.,Support connected neighborhoods.,Support connected neighborhoods.,Support connected neighborhoods.,Support connected neighborhoods.,Support connected neighborhoods.,,,,,,,,,
BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,,,,,,
,,,,,,,,FY 10,FY 10,,FY 11,,,FY 12,,
,,,,,,,,Adopted,Adopted,,Adopted,Adopted,,Plan,,
,,,,Personnel,Personnel,Personnel,$,"464,147","464,147",$,"544,257","544,257",$,"548,589","548,589",
,,,,Operating,Operating,Operating,,,"54,360",,"50,764","50,764",,"48,764","48,764",
,,,Reimbursements,Reimbursements,Reimbursements,Reimbursements,,"(66,830)","(66,830)",,"(61,280)","(61,280)",,"(61,280)","(61,280)",
,,,,,Total,Total,$,"451,677","451,677",$,"533,741","533,741",$,"536,073","536,073",
PERSONNEL,PERSONNEL,PERSONNEL,,,,,,,,,,,,,,
,,Full-time Personnel,Full-time Personnel,Full-time Personnel,Full-time Personnel,Full-time Personnel,,,6.5,,,7.5,,,7.5,
PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,,,,,,
,,,,,,,,,FY 09,,FY 10,,,FY 11,,FY 12
,,,,,,,,,Actual,,Projected,,Adopted,Adopted,,Plan
Citizens informed about County issues,Citizens informed about County issues,Citizens informed about County issues,Citizens informed about County issues,Citizens informed about County issues,Citizens informed about County issues,Citizens informed about County issues,Citizens informed about County issues,,,,,,,,,
,,,,,(electronic),(electronic),(electronic),,"6,277",,"6,300",,,"1,320",,"1,450"
# of times public meetings viewed online,# of times public meetings viewed online,# of times public meetings viewed online,# of times public meetings viewed online,# of times public meetings viewed online,# of times public meetings viewed online,# of times public meetings viewed online,# of times public meetings viewed online,,"12,213",,"17,000",,,"30,000",,"30,500"
BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,,,,,
"This budget supports the operation of the Community Video Center, the Building F Board Room, and the","This budget supports the operation of the Community Video Center, the Building F Board Room, and the","This budget supports the operation of the Community Video Center, the Building F Board Room, and the","This budget supports the operation of the Community Video Center, the Building F Board Room, and the","This budget supports the operation of the Community Video Center, the Building F Board Room, and the","This budget supports the operation of the Community Video Center, the Building F Board Room, and the","This budget supports the operation of the Community Video Center, the Building F Board Room, and the","This budget supports the operation of the Community Video Center, the Building F Board Room, and the","This budget supports the operation of the Community Video Center, the Building F Board Room, and the","This budget supports the operation of the Community Video Center, the Building F Board Room, and the","This budget supports the operation of the Community Video Center, the Building F Board Room, and the","This budget supports the operation of the Community Video Center, the Building F Board Room, and the","This budget supports the operation of the Community Video Center, the Building F Board Room, and the","This budget supports the operation of the Community Video Center, the Building F Board Room, and the","This budget supports the operation of the Community Video Center, the Building F Board Room, and the","This budget supports the operation of the Community Video Center, the Building F Board Room, and the","This budget supports the operation of the Community Video Center, the Building F Board Room, and the"
continued use of the Building C Board Room for non-live broadcasts and is newly configured as part of,continued use of the Building C Board Room for non-live broadcasts and is newly configured as part of,continued use of the Building C Board Room for non-live broadcasts and is newly configured as part of,continued use of the Building C Board Room for non-live broadcasts and is newly configured as part of,continued use of the Building C Board Room for non-live broadcasts and is newly configured as part of,continued use of the Building C Board Room for non-live broadcasts and is newly configured as part of,continued use of the Building C Board Room for non-live broadcasts and is newly configured as part of,continued use of the Building C Board Room for non-live broadcasts and is newly configured as part of,continued use of the Building C Board Room for non-live broadcasts and is newly configured as part of,continued use of the Building C Board Room for non-live broadcasts and is newly configured as part of,continued use of the Building C Board Room for non-live broadcasts and is newly configured as part of,continued use of the Building C Board Room for non-live broadcasts and is newly configured as part of,continued use of the Building C Board Room for non-live broadcasts and is newly configured as part of,continued use of the Building C Board Room for non-live broadcasts and is newly configured as part of,continued use of the Building C Board Room for non-live broadcasts and is newly configured as part of,continued use of the Building C Board Room for non-live broadcasts and is newly configured as part of,continued use of the Building C Board Room for non-live broadcasts and is newly configured as part of
Citizen Services.,Citizen Services.,Citizen Services.,The City of Williamsburg and Cox Communications provide funding support to the,The City of Williamsburg and Cox Communications provide funding support to the,The City of Williamsburg and Cox Communications provide funding support to the,The City of Williamsburg and Cox Communications provide funding support to the,The City of Williamsburg and Cox Communications provide funding support to the,The City of Williamsburg and Cox Communications provide funding support to the,The City of Williamsburg and Cox Communications provide funding support to the,The City of Williamsburg and Cox Communications provide funding support to the,The City of Williamsburg and Cox Communications provide funding support to the,The City of Williamsburg and Cox Communications provide funding support to the,The City of Williamsburg and Cox Communications provide funding support to the,The City of Williamsburg and Cox Communications provide funding support to the,The City of Williamsburg and Cox Communications provide funding support to the,The City of Williamsburg and Cox Communications provide funding support to the
Communications,Communications,Communications,Division,Division,to,defray,the,cost,of,video,services.,The,County,provides,reimbursable,reimbursable
