Name: “Table 1 of 1 on page 131 of 156”,Name: “Table 1 of 1 on page 131 of 156”,Name: “Table 1 of 1 on page 131 of 156”,Name: “Table 1 of 1 on page 131 of 156”,Name: “Table 1 of 1 on page 131 of 156”,Name: “Table 1 of 1 on page 131 of 156”,Name: “Table 1 of 1 on page 131 of 156”,Name: “Table 1 of 1 on page 131 of 156”,Name: “Table 1 of 1 on page 131 of 156”,Name: “Table 1 of 1 on page 131 of 156”,Name: “Table 1 of 1 on page 131 of 156”,Name: “Table 1 of 1 on page 131 of 156”,Name: “Table 1 of 1 on page 131 of 156”
Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131
,,,,,,,,,,,,
,,,,,,,,,,,,
,Projected Five-Year Operating Budgets,Projected Five-Year Operating Budgets,Projected Five-Year Operating Budgets,Projected Five-Year Operating Budgets,Projected Five-Year Operating Budgets,Projected Five-Year Operating Budgets,Projected Five-Year Operating Budgets,Projected Five-Year Operating Budgets,,,,
,,(Thousands of Dollars),(Thousands of Dollars),(Thousands of Dollars),(Thousands of Dollars),(Thousands of Dollars),,,,,,
,FY 2010,,FY 2011,FY 2011,FY 2012,FY 2012,FY 2013,FY 2013,FY 2014,FY 2014,FY 2015,FY 2015
REVENUE,BUDGET,BUDGET,BUDGET,BUDGET,BUDGET,BUDGET,FORECAST,FORECAST,FORECAST,FORECAST,FORECAST,FORECAST
General Property Taxes,"$106,782","$106,782","$106,205","$106,205","$107,049","$107,049","$112,401","$112,401","$115,211","$115,211","$119,244","$119,244"
Other Local Taxes,,"18,480",,"18,215",,"18,370",,"19,013",,"19,678",,"20,367"
"Licenses, Permits and Fees",,"7,366",,"6,241",,"6,396",,"6,616",,"6,847",,"7,087"
From the Commonwealth,,"24,636",,"23,390",,"23,303",,"24,000",,"24,840",,"25,709"
Charges for Current Services,,"4,733",,"5,007",,"5,050",,"5,227",,"5,410",,"5,599"
Other Revenue,,"1,330",,741,,766,,793,,821,,849
,"$163,327","$163,327","$159,799","$159,799","$160,934","$160,934","$168,050","$168,050","$172,807","$172,807","$178,855","$178,855"
EXPENDITURES,,,,,,,,,,,,
Contribution to Schools,$,"73,728",$,"73,800",$,"73,960",$,"75,439",$,"76,948",$,"78,487"
Operating Departments,,"49,879",,"48,460",,"49,410",,"50,399",,"51,406",,"52,434"
Other Outside Agencies,,"13,987",,"13,641",,"13,812",,"14,088",,"14,370",,"14,657"
Capital Projects,,647,,750,,750,,"4,105",,"5,310",,"5,400"
Debt Service,,"24,167",,"22,150",,"22,300",,"23,550",,"24,550",,"26,300"
Operating Costs from,,,,,,,,,,,,
Capital Projects,,,,,,,,52,,67,,98
Other Spending,,919,,998,,702,,417,,156,,"1,479"
,"$163,327","$163,327","$159,799","$159,799","$160,934","$160,934","$168,050","$168,050","$172,807","$172,807","$178,855","$178,855"
ASSUMPTIONS,,,,,,,,,,,,
"FY2013 - FY2015 Revenues - assuming 3.5% growth except in real estate where FY2013 is 5%, FY2014 is 2.5%,","FY2013 - FY2015 Revenues - assuming 3.5% growth except in real estate where FY2013 is 5%, FY2014 is 2.5%,","FY2013 - FY2015 Revenues - assuming 3.5% growth except in real estate where FY2013 is 5%, FY2014 is 2.5%,","FY2013 - FY2015 Revenues - assuming 3.5% growth except in real estate where FY2013 is 5%, FY2014 is 2.5%,","FY2013 - FY2015 Revenues - assuming 3.5% growth except in real estate where FY2013 is 5%, FY2014 is 2.5%,","FY2013 - FY2015 Revenues - assuming 3.5% growth except in real estate where FY2013 is 5%, FY2014 is 2.5%,","FY2013 - FY2015 Revenues - assuming 3.5% growth except in real estate where FY2013 is 5%, FY2014 is 2.5%,","FY2013 - FY2015 Revenues - assuming 3.5% growth except in real estate where FY2013 is 5%, FY2014 is 2.5%,","FY2013 - FY2015 Revenues - assuming 3.5% growth except in real estate where FY2013 is 5%, FY2014 is 2.5%,","FY2013 - FY2015 Revenues - assuming 3.5% growth except in real estate where FY2013 is 5%, FY2014 is 2.5%,","FY2013 - FY2015 Revenues - assuming 3.5% growth except in real estate where FY2013 is 5%, FY2014 is 2.5%,",,
and FY2015 if 3.5%.,,,,,,,,,,,,
"FY2013 - FY2015 Expenditures assume 2% growth a year except for Capital, Debt Service and Operating costs from","FY2013 - FY2015 Expenditures assume 2% growth a year except for Capital, Debt Service and Operating costs from","FY2013 - FY2015 Expenditures assume 2% growth a year except for Capital, Debt Service and Operating costs from","FY2013 - FY2015 Expenditures assume 2% growth a year except for Capital, Debt Service and Operating costs from","FY2013 - FY2015 Expenditures assume 2% growth a year except for Capital, Debt Service and Operating costs from","FY2013 - FY2015 Expenditures assume 2% growth a year except for Capital, Debt Service and Operating costs from","FY2013 - FY2015 Expenditures assume 2% growth a year except for Capital, Debt Service and Operating costs from","FY2013 - FY2015 Expenditures assume 2% growth a year except for Capital, Debt Service and Operating costs from","FY2013 - FY2015 Expenditures assume 2% growth a year except for Capital, Debt Service and Operating costs from","FY2013 - FY2015 Expenditures assume 2% growth a year except for Capital, Debt Service and Operating costs from","FY2013 - FY2015 Expenditures assume 2% growth a year except for Capital, Debt Service and Operating costs from","FY2013 - FY2015 Expenditures assume 2% growth a year except for Capital, Debt Service and Operating costs from","FY2013 - FY2015 Expenditures assume 2% growth a year except for Capital, Debt Service and Operating costs from"
capital projects,,,,,,,,,,,,
Debt Service contributions are those on page F-11 of this budget,Debt Service contributions are those on page F-11 of this budget,Debt Service contributions are those on page F-11 of this budget,Debt Service contributions are those on page F-11 of this budget,Debt Service contributions are those on page F-11 of this budget,Debt Service contributions are those on page F-11 of this budget,Debt Service contributions are those on page F-11 of this budget,,,,,,
Capital Projects and Operating Costs from Capital Projects shown in budget Section D,Capital Projects and Operating Costs from Capital Projects shown in budget Section D,Capital Projects and Operating Costs from Capital Projects shown in budget Section D,Capital Projects and Operating Costs from Capital Projects shown in budget Section D,Capital Projects and Operating Costs from Capital Projects shown in budget Section D,Capital Projects and Operating Costs from Capital Projects shown in budget Section D,Capital Projects and Operating Costs from Capital Projects shown in budget Section D,Capital Projects and Operating Costs from Capital Projects shown in budget Section D,Capital Projects and Operating Costs from Capital Projects shown in budget Section D,Capital Projects and Operating Costs from Capital Projects shown in budget Section D,,,
,,,Page F-12,Page F-12,Page F-12,,,,,,,
