Name: “Table 1 of 1 on page 55 of 156”,Name: “Table 1 of 1 on page 55 of 156”,Name: “Table 1 of 1 on page 55 of 156”,Name: “Table 1 of 1 on page 55 of 156”,Name: “Table 1 of 1 on page 55 of 156”,Name: “Table 1 of 1 on page 55 of 156”,Name: “Table 1 of 1 on page 55 of 156”,Name: “Table 1 of 1 on page 55 of 156”,Name: “Table 1 of 1 on page 55 of 156”,Name: “Table 1 of 1 on page 55 of 156”,Name: “Table 1 of 1 on page 55 of 156”,Name: “Table 1 of 1 on page 55 of 156”,Name: “Table 1 of 1 on page 55 of 156”,Name: “Table 1 of 1 on page 55 of 156”,Name: “Table 1 of 1 on page 55 of 156”,Name: “Table 1 of 1 on page 55 of 156”
Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Cooperative Extension Service,Cooperative Extension Service,Cooperative Extension Service,Cooperative Extension Service,Cooperative Extension Service,,,,,,,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,,,,,,,,,,,
The mission of the James City County Unit of the Virginia Cooperative Extension is to provide cost-,The mission of the James City County Unit of the Virginia Cooperative Extension is to provide cost-,The mission of the James City County Unit of the Virginia Cooperative Extension is to provide cost-,The mission of the James City County Unit of the Virginia Cooperative Extension is to provide cost-,The mission of the James City County Unit of the Virginia Cooperative Extension is to provide cost-,The mission of the James City County Unit of the Virginia Cooperative Extension is to provide cost-,The mission of the James City County Unit of the Virginia Cooperative Extension is to provide cost-,The mission of the James City County Unit of the Virginia Cooperative Extension is to provide cost-,The mission of the James City County Unit of the Virginia Cooperative Extension is to provide cost-,The mission of the James City County Unit of the Virginia Cooperative Extension is to provide cost-,The mission of the James City County Unit of the Virginia Cooperative Extension is to provide cost-,The mission of the James City County Unit of the Virginia Cooperative Extension is to provide cost-,The mission of the James City County Unit of the Virginia Cooperative Extension is to provide cost-,The mission of the James City County Unit of the Virginia Cooperative Extension is to provide cost-,The mission of the James City County Unit of the Virginia Cooperative Extension is to provide cost-,The mission of the James City County Unit of the Virginia Cooperative Extension is to provide cost-
effective,educational,programming,programming,for,youth,and,adults,that,help,participants,participants,participants,increase,"knowledge,","knowledge,"
"develop new skills, modify attitudes, and facilitate change leading to a higher quality of life in a safe,","develop new skills, modify attitudes, and facilitate change leading to a higher quality of life in a safe,","develop new skills, modify attitudes, and facilitate change leading to a higher quality of life in a safe,","develop new skills, modify attitudes, and facilitate change leading to a higher quality of life in a safe,","develop new skills, modify attitudes, and facilitate change leading to a higher quality of life in a safe,","develop new skills, modify attitudes, and facilitate change leading to a higher quality of life in a safe,","develop new skills, modify attitudes, and facilitate change leading to a higher quality of life in a safe,","develop new skills, modify attitudes, and facilitate change leading to a higher quality of life in a safe,","develop new skills, modify attitudes, and facilitate change leading to a higher quality of life in a safe,","develop new skills, modify attitudes, and facilitate change leading to a higher quality of life in a safe,","develop new skills, modify attitudes, and facilitate change leading to a higher quality of life in a safe,","develop new skills, modify attitudes, and facilitate change leading to a higher quality of life in a safe,","develop new skills, modify attitudes, and facilitate change leading to a higher quality of life in a safe,","develop new skills, modify attitudes, and facilitate change leading to a higher quality of life in a safe,","develop new skills, modify attitudes, and facilitate change leading to a higher quality of life in a safe,","develop new skills, modify attitudes, and facilitate change leading to a higher quality of life in a safe,"
pleasant environment.,pleasant environment.,,,,,,,,,,,,,,
OBJECTIVES,OBJECTIVES,,,,,,,,,,,,,,
1.,Provide,research-based,educational,educational,programs,programs,and,services,that,that,help,participants,participants,to,increase
,"economic value from commercial pursuits in horticulture, agriculture, and management of natural","economic value from commercial pursuits in horticulture, agriculture, and management of natural","economic value from commercial pursuits in horticulture, agriculture, and management of natural","economic value from commercial pursuits in horticulture, agriculture, and management of natural","economic value from commercial pursuits in horticulture, agriculture, and management of natural","economic value from commercial pursuits in horticulture, agriculture, and management of natural","economic value from commercial pursuits in horticulture, agriculture, and management of natural","economic value from commercial pursuits in horticulture, agriculture, and management of natural","economic value from commercial pursuits in horticulture, agriculture, and management of natural","economic value from commercial pursuits in horticulture, agriculture, and management of natural","economic value from commercial pursuits in horticulture, agriculture, and management of natural","economic value from commercial pursuits in horticulture, agriculture, and management of natural","economic value from commercial pursuits in horticulture, agriculture, and management of natural","economic value from commercial pursuits in horticulture, agriculture, and management of natural","economic value from commercial pursuits in horticulture, agriculture, and management of natural"
,resources.,,,,,,,,,,,,,,
2.,Provide training and support for maintaining a network of highly trained Extension volunteers who,Provide training and support for maintaining a network of highly trained Extension volunteers who,Provide training and support for maintaining a network of highly trained Extension volunteers who,Provide training and support for maintaining a network of highly trained Extension volunteers who,Provide training and support for maintaining a network of highly trained Extension volunteers who,Provide training and support for maintaining a network of highly trained Extension volunteers who,Provide training and support for maintaining a network of highly trained Extension volunteers who,Provide training and support for maintaining a network of highly trained Extension volunteers who,Provide training and support for maintaining a network of highly trained Extension volunteers who,Provide training and support for maintaining a network of highly trained Extension volunteers who,Provide training and support for maintaining a network of highly trained Extension volunteers who,Provide training and support for maintaining a network of highly trained Extension volunteers who,Provide training and support for maintaining a network of highly trained Extension volunteers who,Provide training and support for maintaining a network of highly trained Extension volunteers who,Provide training and support for maintaining a network of highly trained Extension volunteers who
,"are empowered to assist in planning, implementing, and evaluating Extension educational programs.","are empowered to assist in planning, implementing, and evaluating Extension educational programs.","are empowered to assist in planning, implementing, and evaluating Extension educational programs.","are empowered to assist in planning, implementing, and evaluating Extension educational programs.","are empowered to assist in planning, implementing, and evaluating Extension educational programs.","are empowered to assist in planning, implementing, and evaluating Extension educational programs.","are empowered to assist in planning, implementing, and evaluating Extension educational programs.","are empowered to assist in planning, implementing, and evaluating Extension educational programs.","are empowered to assist in planning, implementing, and evaluating Extension educational programs.","are empowered to assist in planning, implementing, and evaluating Extension educational programs.","are empowered to assist in planning, implementing, and evaluating Extension educational programs.","are empowered to assist in planning, implementing, and evaluating Extension educational programs.","are empowered to assist in planning, implementing, and evaluating Extension educational programs.","are empowered to assist in planning, implementing, and evaluating Extension educational programs.","are empowered to assist in planning, implementing, and evaluating Extension educational programs."
3.,"Develop, implement new, and maintain current 4-H community clubs, special interest clubs, and","Develop, implement new, and maintain current 4-H community clubs, special interest clubs, and","Develop, implement new, and maintain current 4-H community clubs, special interest clubs, and","Develop, implement new, and maintain current 4-H community clubs, special interest clubs, and","Develop, implement new, and maintain current 4-H community clubs, special interest clubs, and","Develop, implement new, and maintain current 4-H community clubs, special interest clubs, and","Develop, implement new, and maintain current 4-H community clubs, special interest clubs, and","Develop, implement new, and maintain current 4-H community clubs, special interest clubs, and","Develop, implement new, and maintain current 4-H community clubs, special interest clubs, and","Develop, implement new, and maintain current 4-H community clubs, special interest clubs, and","Develop, implement new, and maintain current 4-H community clubs, special interest clubs, and","Develop, implement new, and maintain current 4-H community clubs, special interest clubs, and","Develop, implement new, and maintain current 4-H community clubs, special interest clubs, and","Develop, implement new, and maintain current 4-H community clubs, special interest clubs, and","Develop, implement new, and maintain current 4-H community clubs, special interest clubs, and"
,camping programs to provide educational opportunities for County youth ages 5-19.,camping programs to provide educational opportunities for County youth ages 5-19.,camping programs to provide educational opportunities for County youth ages 5-19.,camping programs to provide educational opportunities for County youth ages 5-19.,camping programs to provide educational opportunities for County youth ages 5-19.,camping programs to provide educational opportunities for County youth ages 5-19.,camping programs to provide educational opportunities for County youth ages 5-19.,camping programs to provide educational opportunities for County youth ages 5-19.,camping programs to provide educational opportunities for County youth ages 5-19.,camping programs to provide educational opportunities for County youth ages 5-19.,camping programs to provide educational opportunities for County youth ages 5-19.,camping programs to provide educational opportunities for County youth ages 5-19.,camping programs to provide educational opportunities for County youth ages 5-19.,,
4.,"Offer a variety of educational, family and consumer sciences and 4-H youth development learning","Offer a variety of educational, family and consumer sciences and 4-H youth development learning","Offer a variety of educational, family and consumer sciences and 4-H youth development learning","Offer a variety of educational, family and consumer sciences and 4-H youth development learning","Offer a variety of educational, family and consumer sciences and 4-H youth development learning","Offer a variety of educational, family and consumer sciences and 4-H youth development learning","Offer a variety of educational, family and consumer sciences and 4-H youth development learning","Offer a variety of educational, family and consumer sciences and 4-H youth development learning","Offer a variety of educational, family and consumer sciences and 4-H youth development learning","Offer a variety of educational, family and consumer sciences and 4-H youth development learning","Offer a variety of educational, family and consumer sciences and 4-H youth development learning","Offer a variety of educational, family and consumer sciences and 4-H youth development learning","Offer a variety of educational, family and consumer sciences and 4-H youth development learning","Offer a variety of educational, family and consumer sciences and 4-H youth development learning","Offer a variety of educational, family and consumer sciences and 4-H youth development learning"
,opportunities to give youth and families an opportunity and the motivation to become self-directive,opportunities to give youth and families an opportunity and the motivation to become self-directive,opportunities to give youth and families an opportunity and the motivation to become self-directive,opportunities to give youth and families an opportunity and the motivation to become self-directive,opportunities to give youth and families an opportunity and the motivation to become self-directive,opportunities to give youth and families an opportunity and the motivation to become self-directive,opportunities to give youth and families an opportunity and the motivation to become self-directive,opportunities to give youth and families an opportunity and the motivation to become self-directive,opportunities to give youth and families an opportunity and the motivation to become self-directive,opportunities to give youth and families an opportunity and the motivation to become self-directive,opportunities to give youth and families an opportunity and the motivation to become self-directive,opportunities to give youth and families an opportunity and the motivation to become self-directive,opportunities to give youth and families an opportunity and the motivation to become self-directive,opportunities to give youth and families an opportunity and the motivation to become self-directive,opportunities to give youth and families an opportunity and the motivation to become self-directive
,and contributing citizens.,and contributing citizens.,,,,,,,,,,,,,
BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,,,,,,,,
,,,,,,FY 10,,,FY 11,FY 11,,,FY 12,FY 12,
,,,,,,Adopted,Adopted,,Adopted,Adopted,Adopted,,Plan,,
,,Personnel,Personnel,,$,"47,840","47,840",$,,"40,861","40,861",$,,"40,861",
,,Operating,Operating,,,"14,847","14,847",,,"8,000","8,000",,,"8,000",
,Received from Williamsburg,Received from Williamsburg,Received from Williamsburg,,,"(1,000)","(1,000)",,,,-,,,-,
,,,Total,,$,"61,687","61,687",$,,"48,861","48,861",$,,"48,861",
PERSONNEL,PERSONNEL,,,,,,,,,,,,,,
,,Full-time Personnel,Full-time Personnel,Full-time Personnel,,,2,,,,2,,,2,
