Name: “Table 1 of 1 on page 51 of 156”,Name: “Table 1 of 1 on page 51 of 156”,Name: “Table 1 of 1 on page 51 of 156”,Name: “Table 1 of 1 on page 51 of 156”,Name: “Table 1 of 1 on page 51 of 156”,Name: “Table 1 of 1 on page 51 of 156”,Name: “Table 1 of 1 on page 51 of 156”,Name: “Table 1 of 1 on page 51 of 156”,Name: “Table 1 of 1 on page 51 of 156”,Name: “Table 1 of 1 on page 51 of 156”,Name: “Table 1 of 1 on page 51 of 156”,Name: “Table 1 of 1 on page 51 of 156”,Name: “Table 1 of 1 on page 51 of 156”,Name: “Table 1 of 1 on page 51 of 156”,Name: “Table 1 of 1 on page 51 of 156”,Name: “Table 1 of 1 on page 51 of 156”,Name: “Table 1 of 1 on page 51 of 156”,Name: “Table 1 of 1 on page 51 of 156”
Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
County Attorney,County Attorney,,,,,,,,,,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,,,,,,,,,,,,,
To,offer,"comprehensive,","responsive,","responsive,",and,expeditious,expeditious,legal,assistance,assistance,to,the,Board,of,"Supervisors,","Supervisors,","Supervisors,"
County,County,"Administrator,",James,City,Service,"Authority,","Authority,",Williamsburg,Williamsburg,Williamsburg,Regional,Regional,"Library,","Library,",Economic,Economic,Economic
"Development Authority, Williamsburg Area Transport and staff.","Development Authority, Williamsburg Area Transport and staff.","Development Authority, Williamsburg Area Transport and staff.","Development Authority, Williamsburg Area Transport and staff.","Development Authority, Williamsburg Area Transport and staff.","Development Authority, Williamsburg Area Transport and staff.","Development Authority, Williamsburg Area Transport and staff.","Development Authority, Williamsburg Area Transport and staff.","Development Authority, Williamsburg Area Transport and staff.","Development Authority, Williamsburg Area Transport and staff.",,,,,,,,
OBJECTIVES,OBJECTIVES,,,,,,,,,,,,,,,,
