Name: “Table 1 of 1 on page 125 of 156”,Name: “Table 1 of 1 on page 125 of 156”,Name: “Table 1 of 1 on page 125 of 156”,Name: “Table 1 of 1 on page 125 of 156”,Name: “Table 1 of 1 on page 125 of 156”,Name: “Table 1 of 1 on page 125 of 156”,Name: “Table 1 of 1 on page 125 of 156”,Name: “Table 1 of 1 on page 125 of 156”,Name: “Table 1 of 1 on page 125 of 156”,Name: “Table 1 of 1 on page 125 of 156”,Name: “Table 1 of 1 on page 125 of 156”,Name: “Table 1 of 1 on page 125 of 156”,Name: “Table 1 of 1 on page 125 of 156”,Name: “Table 1 of 1 on page 125 of 156”
Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,Community Development Fund,Community Development Fund,Community Development Fund,Community Development Fund,Community Development Fund,,,,,
AUTHORIZED POSITIONS,AUTHORIZED POSITIONS,AUTHORIZED POSITIONS,AUTHORIZED POSITIONS,,,,,,,,,,
,,,,,FY 10,FY 10,,FY 11,FY 11,,FY 12,,
,,,,,Adopted,Adopted,,Adopted,Adopted,,Plan,,
Full-time Regular:,Full-time Regular:,Full-time Regular:,,,,,,,,,,,
Administrator,Administrator,Administrator,,,,1,,1,,,1,,
Community Development Project Manager,Community Development Project Manager,Community Development Project Manager,Community Development Project Manager,Community Development Project Manager,,1,,1,,,1,,
Housing Program Coordinator,Housing Program Coordinator,Housing Program Coordinator,Housing Program Coordinator,,,1,,1,,,1,,
Housing Specialist,Housing Specialist,Housing Specialist,,,,1,,1,,,1,,
Community Development Planner,Community Development Planner,Community Development Planner,Community Development Planner,,,1,,1,,,1,,
,,,,,,5,,5,,,5,,
Full-time Limited Term:,Full-time Limited Term:,Full-time Limited Term:,Full-time Limited Term:,,,,,,,,,,
Housing Assistant,Housing Assistant,Housing Assistant,,,,2,,1,,,1,,
Housing Specialist,Housing Specialist,Housing Specialist,,,,1,,2,,,2,,
Social Worker*,Social Worker*,Social Worker*,,,,0.5,,0.5,0.5,,0.5,,
,,,,,,3.5,,3.5,3.5,,3.5,,
Part-time Regular:,Part-time Regular:,Part-time Regular:,,,,,,,,,,,
Housing Inspector,Housing Inspector,Housing Inspector,,,,1,,1,,,1,,
*Position shared between Community Development and Social Services.,*Position shared between Community Development and Social Services.,*Position shared between Community Development and Social Services.,*Position shared between Community Development and Social Services.,*Position shared between Community Development and Social Services.,*Position shared between Community Development and Social Services.,*Position shared between Community Development and Social Services.,*Position shared between Community Development and Social Services.,,,,,,
PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,,,,,
