Name: “Table 1 of 1 on page 75 of 156”,Name: “Table 1 of 1 on page 75 of 156”,Name: “Table 1 of 1 on page 75 of 156”,Name: “Table 1 of 1 on page 75 of 156”,Name: “Table 1 of 1 on page 75 of 156”,Name: “Table 1 of 1 on page 75 of 156”,Name: “Table 1 of 1 on page 75 of 156”,Name: “Table 1 of 1 on page 75 of 156”,Name: “Table 1 of 1 on page 75 of 156”,Name: “Table 1 of 1 on page 75 of 156”,Name: “Table 1 of 1 on page 75 of 156”,Name: “Table 1 of 1 on page 75 of 156”,Name: “Table 1 of 1 on page 75 of 156”
Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75
,,,,,,,,,,,,
,,,,,,,,,,,,
Environmental Division,Environmental Division,Environmental Division,Environmental Division,Environmental Division,,,,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,,,,,,,,
To protect James City County's natural resources through effective management of public and private,To protect James City County's natural resources through effective management of public and private,To protect James City County's natural resources through effective management of public and private,To protect James City County's natural resources through effective management of public and private,To protect James City County's natural resources through effective management of public and private,To protect James City County's natural resources through effective management of public and private,To protect James City County's natural resources through effective management of public and private,To protect James City County's natural resources through effective management of public and private,To protect James City County's natural resources through effective management of public and private,To protect James City County's natural resources through effective management of public and private,To protect James City County's natural resources through effective management of public and private,To protect James City County's natural resources through effective management of public and private,To protect James City County's natural resources through effective management of public and private
land development activities.,land development activities.,land development activities.,land development activities.,land development activities.,,,,,,,,
OBJECTIVES,OBJECTIVES,,,,,,,,,,,
1.,Preserve the County's natural water resources through enforcement of erosion and sediment control,Preserve the County's natural water resources through enforcement of erosion and sediment control,Preserve the County's natural water resources through enforcement of erosion and sediment control,Preserve the County's natural water resources through enforcement of erosion and sediment control,Preserve the County's natural water resources through enforcement of erosion and sediment control,Preserve the County's natural water resources through enforcement of erosion and sediment control,Preserve the County's natural water resources through enforcement of erosion and sediment control,Preserve the County's natural water resources through enforcement of erosion and sediment control,Preserve the County's natural water resources through enforcement of erosion and sediment control,Preserve the County's natural water resources through enforcement of erosion and sediment control,Preserve the County's natural water resources through enforcement of erosion and sediment control,Preserve the County's natural water resources through enforcement of erosion and sediment control
,practices and stormwater management controls.,practices and stormwater management controls.,practices and stormwater management controls.,practices and stormwater management controls.,practices and stormwater management controls.,practices and stormwater management controls.,,,,,,
2.,Provide effective management of wetlands and other environmental resources.,Provide effective management of wetlands and other environmental resources.,Provide effective management of wetlands and other environmental resources.,Provide effective management of wetlands and other environmental resources.,Provide effective management of wetlands and other environmental resources.,Provide effective management of wetlands and other environmental resources.,Provide effective management of wetlands and other environmental resources.,Provide effective management of wetlands and other environmental resources.,Provide effective management of wetlands and other environmental resources.,,,
BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,,,
,,,,,,FY 10,,FY 11,,FY 12,,
,,,,,,Adopted,,Adopted,,Plan,,
,,,Personnel,Personnel,$,"1,005,879",$,"852,693",$,"862,477",,
,,,Operating,Operating,,"46,474",,"31,287",,"30,862",,
,,,,Total,$,"1,052,353",$,"883,980",$,"893,339",,
PERSONNEL,PERSONNEL,,,,,,,,,,,
,Full-time Personnel,Full-time Personnel,Full-time Personnel,Full-time Personnel,,14,,12,,12,,
PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,,,,
,,,,,,FY 09,,FY 10,FY 11,,FY 12,FY 12
,,,,,,Actual,,Projected,Adopted,,,Plan
"% of Erosion & Sediment, Drainage and","% of Erosion & Sediment, Drainage and","% of Erosion & Sediment, Drainage and","% of Erosion & Sediment, Drainage and","% of Erosion & Sediment, Drainage and","% of Erosion & Sediment, Drainage and",,,,,,,
Stormwater Plans Reviewed within 30,Stormwater Plans Reviewed within 30,Stormwater Plans Reviewed within 30,Stormwater Plans Reviewed within 30,Stormwater Plans Reviewed within 30,Stormwater Plans Reviewed within 30,,,,,,,
,,,Days of Receipt,Days of Receipt,Days of Receipt,96.3%,,97%,98%,,,98%
"% of Erosion & Sediment, Drainage and","% of Erosion & Sediment, Drainage and","% of Erosion & Sediment, Drainage and","% of Erosion & Sediment, Drainage and","% of Erosion & Sediment, Drainage and","% of Erosion & Sediment, Drainage and",,,,,,,
Stormwater Plans Reviewed within 21,Stormwater Plans Reviewed within 21,Stormwater Plans Reviewed within 21,Stormwater Plans Reviewed within 21,Stormwater Plans Reviewed within 21,Stormwater Plans Reviewed within 21,,,,,,,
,,,Days of Receipt,Days of Receipt,Days of Receipt,82.5%,,90%,95%,,,95%
BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,,,
Two,positions,have,been,eliminated,including,a,full-time,Environmental,Specialist,and,a,full-time
Licensed Civil Engineer.,Licensed Civil Engineer.,Licensed Civil Engineer.,This budget reflects reduced funds for contractual services due to a reduction,This budget reflects reduced funds for contractual services due to a reduction,This budget reflects reduced funds for contractual services due to a reduction,This budget reflects reduced funds for contractual services due to a reduction,This budget reflects reduced funds for contractual services due to a reduction,This budget reflects reduced funds for contractual services due to a reduction,This budget reflects reduced funds for contractual services due to a reduction,This budget reflects reduced funds for contractual services due to a reduction,This budget reflects reduced funds for contractual services due to a reduction,This budget reflects reduced funds for contractual services due to a reduction
"in plan review overflow services, and cost savings achieved by the Division in other line items.","in plan review overflow services, and cost savings achieved by the Division in other line items.","in plan review overflow services, and cost savings achieved by the Division in other line items.","in plan review overflow services, and cost savings achieved by the Division in other line items.","in plan review overflow services, and cost savings achieved by the Division in other line items.","in plan review overflow services, and cost savings achieved by the Division in other line items.","in plan review overflow services, and cost savings achieved by the Division in other line items.","in plan review overflow services, and cost savings achieved by the Division in other line items.","in plan review overflow services, and cost savings achieved by the Division in other line items.","in plan review overflow services, and cost savings achieved by the Division in other line items.","in plan review overflow services, and cost savings achieved by the Division in other line items.","in plan review overflow services, and cost savings achieved by the Division in other line items.",
,,,,,,Page C-30,,,,,,
