Name: “Table 1 of 1 on page 90 of 156”,Name: “Table 1 of 1 on page 90 of 156”,Name: “Table 1 of 1 on page 90 of 156”,Name: “Table 1 of 1 on page 90 of 156”,Name: “Table 1 of 1 on page 90 of 156”,Name: “Table 1 of 1 on page 90 of 156”,Name: “Table 1 of 1 on page 90 of 156”,Name: “Table 1 of 1 on page 90 of 156”,Name: “Table 1 of 1 on page 90 of 156”,Name: “Table 1 of 1 on page 90 of 156”,Name: “Table 1 of 1 on page 90 of 156”,Name: “Table 1 of 1 on page 90 of 156”,Name: “Table 1 of 1 on page 90 of 156”
Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90
,,,,,,,,,,,,
,,,,,,,,,,,,
Parks and Recreation,Parks and Recreation,Parks and Recreation,Parks and Recreation,Parks and Recreation,,,,,,General Operating Fund,General Operating Fund,General Operating Fund
BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,,
Reductions in spending include the elimination of five full-time positions and seven part-time positions,Reductions in spending include the elimination of five full-time positions and seven part-time positions,Reductions in spending include the elimination of five full-time positions and seven part-time positions,Reductions in spending include the elimination of five full-time positions and seven part-time positions,Reductions in spending include the elimination of five full-time positions and seven part-time positions,Reductions in spending include the elimination of five full-time positions and seven part-time positions,Reductions in spending include the elimination of five full-time positions and seven part-time positions,Reductions in spending include the elimination of five full-time positions and seven part-time positions,Reductions in spending include the elimination of five full-time positions and seven part-time positions,Reductions in spending include the elimination of five full-time positions and seven part-time positions,Reductions in spending include the elimination of five full-time positions and seven part-time positions,Reductions in spending include the elimination of five full-time positions and seven part-time positions,Reductions in spending include the elimination of five full-time positions and seven part-time positions
including the elimination of the Deputy Director position.,including the elimination of the Deputy Director position.,including the elimination of the Deputy Director position.,including the elimination of the Deputy Director position.,including the elimination of the Deputy Director position.,including the elimination of the Deputy Director position.,including the elimination of the Deputy Director position.,including the elimination of the Deputy Director position.,"Overall, operating expenditures have been","Overall, operating expenditures have been","Overall, operating expenditures have been","Overall, operating expenditures have been","Overall, operating expenditures have been"
reduced 7.2%. Printing and publication expenses were reduced by switching to an online brochure 3,reduced 7.2%. Printing and publication expenses were reduced by switching to an online brochure 3,reduced 7.2%. Printing and publication expenses were reduced by switching to an online brochure 3,reduced 7.2%. Printing and publication expenses were reduced by switching to an online brochure 3,reduced 7.2%. Printing and publication expenses were reduced by switching to an online brochure 3,reduced 7.2%. Printing and publication expenses were reduced by switching to an online brochure 3,reduced 7.2%. Printing and publication expenses were reduced by switching to an online brochure 3,reduced 7.2%. Printing and publication expenses were reduced by switching to an online brochure 3,reduced 7.2%. Printing and publication expenses were reduced by switching to an online brochure 3,reduced 7.2%. Printing and publication expenses were reduced by switching to an online brochure 3,reduced 7.2%. Printing and publication expenses were reduced by switching to an online brochure 3,reduced 7.2%. Printing and publication expenses were reduced by switching to an online brochure 3,reduced 7.2%. Printing and publication expenses were reduced by switching to an online brochure 3
times,per,year,instead,of,printing,brochures.,,Capital,expenses,include,scheduled,equipment
replacements. Some recreation fees have been increased as referenced on page B-11.,replacements. Some recreation fees have been increased as referenced on page B-11.,replacements. Some recreation fees have been increased as referenced on page B-11.,replacements. Some recreation fees have been increased as referenced on page B-11.,replacements. Some recreation fees have been increased as referenced on page B-11.,replacements. Some recreation fees have been increased as referenced on page B-11.,replacements. Some recreation fees have been increased as referenced on page B-11.,replacements. Some recreation fees have been increased as referenced on page B-11.,replacements. Some recreation fees have been increased as referenced on page B-11.,replacements. Some recreation fees have been increased as referenced on page B-11.,replacements. Some recreation fees have been increased as referenced on page B-11.,replacements. Some recreation fees have been increased as referenced on page B-11.,
MEMO,MEMO,,,,,,,,,,,
Net County Funding:,Net County Funding:,Net County Funding:,Net County Funding:,,,,,,,,,
,,,,,,FY 10,,FY 11,,FY 12,FY 12,
,,,,,,Adopted,,Adopted,,Plan,Plan,
,Total Budget,Total Budget,Total Budget,,$,"5,712,002",$,"5,300,486",$,"5,314,301","5,314,301",
Recreation User Fees,Recreation User Fees,Recreation User Fees,Recreation User Fees,,,"(2,649,675)",,"(2,901,221)",,"(2,901,221)","(2,901,221)",
Net County Funding,Net County Funding,Net County Funding,Net County Funding,,$,"3,062,327",$,"2,399,265",$,"2,413,080","2,413,080",
,,,,,,,Page C-45,,,,,
