Name: “Table 1 of 1 on page 29 of 165”,Name: “Table 1 of 1 on page 29 of 165”,Name: “Table 1 of 1 on page 29 of 165”,Name: “Table 1 of 1 on page 29 of 165”,Name: “Table 1 of 1 on page 29 of 165”,Name: “Table 1 of 1 on page 29 of 165”,Name: “Table 1 of 1 on page 29 of 165”,Name: “Table 1 of 1 on page 29 of 165”,Name: “Table 1 of 1 on page 29 of 165”,Name: “Table 1 of 1 on page 29 of 165”,Name: “Table 1 of 1 on page 29 of 165”,Name: “Table 1 of 1 on page 29 of 165”,Name: “Table 1 of 1 on page 29 of 165”,Name: “Table 1 of 1 on page 29 of 165”
Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,County Administrator's Budget Message,County Administrator's Budget Message,County Administrator's Budget Message,County Administrator's Budget Message,County Administrator's Budget Message,County Administrator's Budget Message,County Administrator's Budget Message,County Administrator's Budget Message,County Administrator's Budget Message,,,
,,,,,,,,,Share of,Share of,% Change,% Change,% Change
,,,,,FY2012,,,FY2013,FY2013,FY2013,,from,
,,,,,Adopted,,,Proposed,Budget,Budget,FY2012,FY2012,FY2012
County Operating Departments,County Operating Departments,County Operating Departments,,$,"49,986,724","49,986,724",$,"52,120,061",,31.4%,,4.3%,4.3%
Capital/Debt,,,,$,"24,643,000","24,643,000",$,"22,450,000",,13.6%,,-8.9%,-8.9%
Outside Agencies/Other,Outside Agencies/Other,Outside Agencies/Other,,$,"14,993,240","14,993,240",$,"14,390,434",,8.7%,,-4.0%,-4.0%
WJCC Schools - Operating,WJCC Schools - Operating,WJCC Schools - Operating,,$,"74,250,000","74,250,000",$,"76,689,505",,46.3%,,3.3%,3.3%
,,,,"$ 163,872,964","$ 163,872,964","$ 163,872,964","$ 165,650,000","$ 165,650,000",100.0%,100.0%,,1.1%,1.1%
,,,FY2013 General Fund Spending,FY2013 General Fund Spending,FY2013 General Fund Spending,FY2013 General Fund Spending,FY2013 General Fund Spending,FY2013 General Fund Spending,,,,,
,,,,,by Category,by Category,by Category,,,,,,
,WJCC Schools -,WJCC Schools -,,,,,,,,,,,
