Name: “Table 1 of 1 on page 91 of 165”,Name: “Table 1 of 1 on page 91 of 165”,Name: “Table 1 of 1 on page 91 of 165”,Name: “Table 1 of 1 on page 91 of 165”,Name: “Table 1 of 1 on page 91 of 165”,Name: “Table 1 of 1 on page 91 of 165”,Name: “Table 1 of 1 on page 91 of 165”,Name: “Table 1 of 1 on page 91 of 165”,Name: “Table 1 of 1 on page 91 of 165”,Name: “Table 1 of 1 on page 91 of 165”,Name: “Table 1 of 1 on page 91 of 165”,Name: “Table 1 of 1 on page 91 of 165”,Name: “Table 1 of 1 on page 91 of 165”,Name: “Table 1 of 1 on page 91 of 165”,Name: “Table 1 of 1 on page 91 of 165”
Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Stormwater,Stormwater,Stormwater,,,,,,,,,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,,,,,,,,,
1.,"Manage the County’s state stormwater permit activities, including the MS4 permit, the Chesapeake","Manage the County’s state stormwater permit activities, including the MS4 permit, the Chesapeake","Manage the County’s state stormwater permit activities, including the MS4 permit, the Chesapeake","Manage the County’s state stormwater permit activities, including the MS4 permit, the Chesapeake","Manage the County’s state stormwater permit activities, including the MS4 permit, the Chesapeake","Manage the County’s state stormwater permit activities, including the MS4 permit, the Chesapeake","Manage the County’s state stormwater permit activities, including the MS4 permit, the Chesapeake","Manage the County’s state stormwater permit activities, including the MS4 permit, the Chesapeake","Manage the County’s state stormwater permit activities, including the MS4 permit, the Chesapeake","Manage the County’s state stormwater permit activities, including the MS4 permit, the Chesapeake","Manage the County’s state stormwater permit activities, including the MS4 permit, the Chesapeake","Manage the County’s state stormwater permit activities, including the MS4 permit, the Chesapeake","Manage the County’s state stormwater permit activities, including the MS4 permit, the Chesapeake","Manage the County’s state stormwater permit activities, including the MS4 permit, the Chesapeake"
,"Bay TMDL, and TMDLs on local streams","Bay TMDL, and TMDLs on local streams","Bay TMDL, and TMDLs on local streams","Bay TMDL, and TMDLs on local streams","Bay TMDL, and TMDLs on local streams","Bay TMDL, and TMDLs on local streams","Bay TMDL, and TMDLs on local streams","Bay TMDL, and TMDLs on local streams",,,,,,
2.,Ensure that at least 90% of publically and privately owned stormwater management facilities are,Ensure that at least 90% of publically and privately owned stormwater management facilities are,Ensure that at least 90% of publically and privately owned stormwater management facilities are,Ensure that at least 90% of publically and privately owned stormwater management facilities are,Ensure that at least 90% of publically and privately owned stormwater management facilities are,Ensure that at least 90% of publically and privately owned stormwater management facilities are,Ensure that at least 90% of publically and privately owned stormwater management facilities are,Ensure that at least 90% of publically and privately owned stormwater management facilities are,Ensure that at least 90% of publically and privately owned stormwater management facilities are,Ensure that at least 90% of publically and privately owned stormwater management facilities are,Ensure that at least 90% of publically and privately owned stormwater management facilities are,Ensure that at least 90% of publically and privately owned stormwater management facilities are,Ensure that at least 90% of publically and privately owned stormwater management facilities are,Ensure that at least 90% of publically and privately owned stormwater management facilities are
,adequately maintained and structurally sound in accordance with approved plans,adequately maintained and structurally sound in accordance with approved plans,adequately maintained and structurally sound in accordance with approved plans,adequately maintained and structurally sound in accordance with approved plans,adequately maintained and structurally sound in accordance with approved plans,adequately maintained and structurally sound in accordance with approved plans,adequately maintained and structurally sound in accordance with approved plans,adequately maintained and structurally sound in accordance with approved plans,adequately maintained and structurally sound in accordance with approved plans,adequately maintained and structurally sound in accordance with approved plans,adequately maintained and structurally sound in accordance with approved plans,adequately maintained and structurally sound in accordance with approved plans,,
3.,"Educate citizens about stormwater management and related water quality, health and safety issues","Educate citizens about stormwater management and related water quality, health and safety issues","Educate citizens about stormwater management and related water quality, health and safety issues","Educate citizens about stormwater management and related water quality, health and safety issues","Educate citizens about stormwater management and related water quality, health and safety issues","Educate citizens about stormwater management and related water quality, health and safety issues","Educate citizens about stormwater management and related water quality, health and safety issues","Educate citizens about stormwater management and related water quality, health and safety issues","Educate citizens about stormwater management and related water quality, health and safety issues","Educate citizens about stormwater management and related water quality, health and safety issues","Educate citizens about stormwater management and related water quality, health and safety issues","Educate citizens about stormwater management and related water quality, health and safety issues","Educate citizens about stormwater management and related water quality, health and safety issues","Educate citizens about stormwater management and related water quality, health and safety issues"
4.,Work with volunteers to protect and improve County waterways,Work with volunteers to protect and improve County waterways,Work with volunteers to protect and improve County waterways,Work with volunteers to protect and improve County waterways,Work with volunteers to protect and improve County waterways,Work with volunteers to protect and improve County waterways,Work with volunteers to protect and improve County waterways,Work with volunteers to protect and improve County waterways,Work with volunteers to protect and improve County waterways,Work with volunteers to protect and improve County waterways,Work with volunteers to protect and improve County waterways,,,
5.,Collect and evaluate water quality data and publish an annual report to citizens,Collect and evaluate water quality data and publish an annual report to citizens,Collect and evaluate water quality data and publish an annual report to citizens,Collect and evaluate water quality data and publish an annual report to citizens,Collect and evaluate water quality data and publish an annual report to citizens,Collect and evaluate water quality data and publish an annual report to citizens,Collect and evaluate water quality data and publish an annual report to citizens,Collect and evaluate water quality data and publish an annual report to citizens,Collect and evaluate water quality data and publish an annual report to citizens,Collect and evaluate water quality data and publish an annual report to citizens,Collect and evaluate water quality data and publish an annual report to citizens,Collect and evaluate water quality data and publish an annual report to citizens,,
6.,Respond to a projected 120 citizen requests within two business days and resolve appropriately,Respond to a projected 120 citizen requests within two business days and resolve appropriately,Respond to a projected 120 citizen requests within two business days and resolve appropriately,Respond to a projected 120 citizen requests within two business days and resolve appropriately,Respond to a projected 120 citizen requests within two business days and resolve appropriately,Respond to a projected 120 citizen requests within two business days and resolve appropriately,Respond to a projected 120 citizen requests within two business days and resolve appropriately,Respond to a projected 120 citizen requests within two business days and resolve appropriately,Respond to a projected 120 citizen requests within two business days and resolve appropriately,Respond to a projected 120 citizen requests within two business days and resolve appropriately,Respond to a projected 120 citizen requests within two business days and resolve appropriately,Respond to a projected 120 citizen requests within two business days and resolve appropriately,Respond to a projected 120 citizen requests within two business days and resolve appropriately,Respond to a projected 120 citizen requests within two business days and resolve appropriately
