Name: “Table 1 of 1 on page 82 of 165”,Name: “Table 1 of 1 on page 82 of 165”,Name: “Table 1 of 1 on page 82 of 165”,Name: “Table 1 of 1 on page 82 of 165”,Name: “Table 1 of 1 on page 82 of 165”,Name: “Table 1 of 1 on page 82 of 165”,Name: “Table 1 of 1 on page 82 of 165”,Name: “Table 1 of 1 on page 82 of 165”,Name: “Table 1 of 1 on page 82 of 165”
Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82
,,,,,,,,
,,,,,,,,
Development Management,Development Management,Development Management,,,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,,,,,,
1.,Perform Development Management Report Card and Customer Service Survey at the conclusion of,Perform Development Management Report Card and Customer Service Survey at the conclusion of,Perform Development Management Report Card and Customer Service Survey at the conclusion of,Perform Development Management Report Card and Customer Service Survey at the conclusion of,Perform Development Management Report Card and Customer Service Survey at the conclusion of,Perform Development Management Report Card and Customer Service Survey at the conclusion of,Perform Development Management Report Card and Customer Service Survey at the conclusion of,Perform Development Management Report Card and Customer Service Survey at the conclusion of
,each fiscal year,,,,,,,
2.,Advocate for transportation funding and apply for funding and grant opportunities available for,Advocate for transportation funding and apply for funding and grant opportunities available for,Advocate for transportation funding and apply for funding and grant opportunities available for,Advocate for transportation funding and apply for funding and grant opportunities available for,Advocate for transportation funding and apply for funding and grant opportunities available for,Advocate for transportation funding and apply for funding and grant opportunities available for,Advocate for transportation funding and apply for funding and grant opportunities available for,
,"transportation projects to include studies, design, construction and maintenance","transportation projects to include studies, design, construction and maintenance","transportation projects to include studies, design, construction and maintenance","transportation projects to include studies, design, construction and maintenance","transportation projects to include studies, design, construction and maintenance","transportation projects to include studies, design, construction and maintenance",,
3.,Educate citizens about current development cases and long-range planning topics through civic,Educate citizens about current development cases and long-range planning topics through civic,Educate citizens about current development cases and long-range planning topics through civic,Educate citizens about current development cases and long-range planning topics through civic,Educate citizens about current development cases and long-range planning topics through civic,Educate citizens about current development cases and long-range planning topics through civic,Educate citizens about current development cases and long-range planning topics through civic,
,"group presentations, public input forums, and community outreach events and assist homeowner's","group presentations, public input forums, and community outreach events and assist homeowner's","group presentations, public input forums, and community outreach events and assist homeowner's","group presentations, public input forums, and community outreach events and assist homeowner's","group presentations, public input forums, and community outreach events and assist homeowner's","group presentations, public input forums, and community outreach events and assist homeowner's","group presentations, public input forums, and community outreach events and assist homeowner's",
,associations and other civic organizations in addressing neighborhood concerns,associations and other civic organizations in addressing neighborhood concerns,associations and other civic organizations in addressing neighborhood concerns,associations and other civic organizations in addressing neighborhood concerns,associations and other civic organizations in addressing neighborhood concerns,associations and other civic organizations in addressing neighborhood concerns,,
4.,Encourage new legislative residential developments to incorporate affordable and workforce,Encourage new legislative residential developments to incorporate affordable and workforce,Encourage new legislative residential developments to incorporate affordable and workforce,Encourage new legislative residential developments to incorporate affordable and workforce,Encourage new legislative residential developments to incorporate affordable and workforce,Encourage new legislative residential developments to incorporate affordable and workforce,Encourage new legislative residential developments to incorporate affordable and workforce,
,housing into their plans either through the Affordable and Workforce Housing Opportunities,housing into their plans either through the Affordable and Workforce Housing Opportunities,housing into their plans either through the Affordable and Workforce Housing Opportunities,housing into their plans either through the Affordable and Workforce Housing Opportunities,housing into their plans either through the Affordable and Workforce Housing Opportunities,housing into their plans either through the Affordable and Workforce Housing Opportunities,housing into their plans either through the Affordable and Workforce Housing Opportunities,
,"Policy, proffers, or recently revised ordinances","Policy, proffers, or recently revised ordinances","Policy, proffers, or recently revised ordinances",,,,,
5.,Coordinate annual reviews of the Capital Improvements Plan (CIP) in conjunction with the Policy,Coordinate annual reviews of the Capital Improvements Plan (CIP) in conjunction with the Policy,Coordinate annual reviews of the Capital Improvements Plan (CIP) in conjunction with the Policy,Coordinate annual reviews of the Capital Improvements Plan (CIP) in conjunction with the Policy,Coordinate annual reviews of the Capital Improvements Plan (CIP) in conjunction with the Policy,Coordinate annual reviews of the Capital Improvements Plan (CIP) in conjunction with the Policy,Coordinate annual reviews of the Capital Improvements Plan (CIP) in conjunction with the Policy,Coordinate annual reviews of the Capital Improvements Plan (CIP) in conjunction with the Policy
,Committee and Planning Commission to provide priority recommendations to the Board of,Committee and Planning Commission to provide priority recommendations to the Board of,Committee and Planning Commission to provide priority recommendations to the Board of,Committee and Planning Commission to provide priority recommendations to the Board of,Committee and Planning Commission to provide priority recommendations to the Board of,Committee and Planning Commission to provide priority recommendations to the Board of,Committee and Planning Commission to provide priority recommendations to the Board of,
,Supervisors,,,,,,,
6.,"Provide yearly progress updates on the Goals, Strategies, and Actions as guided by the","Provide yearly progress updates on the Goals, Strategies, and Actions as guided by the","Provide yearly progress updates on the Goals, Strategies, and Actions as guided by the","Provide yearly progress updates on the Goals, Strategies, and Actions as guided by the","Provide yearly progress updates on the Goals, Strategies, and Actions as guided by the","Provide yearly progress updates on the Goals, Strategies, and Actions as guided by the","Provide yearly progress updates on the Goals, Strategies, and Actions as guided by the",
,"Comprehensive Plan’s implementation schedule, in coordination with the specified stakeholders,","Comprehensive Plan’s implementation schedule, in coordination with the specified stakeholders,","Comprehensive Plan’s implementation schedule, in coordination with the specified stakeholders,","Comprehensive Plan’s implementation schedule, in coordination with the specified stakeholders,","Comprehensive Plan’s implementation schedule, in coordination with the specified stakeholders,","Comprehensive Plan’s implementation schedule, in coordination with the specified stakeholders,","Comprehensive Plan’s implementation schedule, in coordination with the specified stakeholders,",
,and present the results through the Planning Commission's Annual Report,and present the results through the Planning Commission's Annual Report,and present the results through the Planning Commission's Annual Report,and present the results through the Planning Commission's Annual Report,and present the results through the Planning Commission's Annual Report,and present the results through the Planning Commission's Annual Report,,
BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,
,,,FY 12,,FY 13,,FY 14,
,,,Adopted,,Adopted,,Plan,
,Personnel,$,"225,001",$,"223,639",$,"227,047",
,Operating,,"27,000",,"18,300",,"18,400",
,Total,$,"252,001",$,"241,939",$,"245,447",
PERSONNEL,,,,,,,,
,Full-time Personnel,,2.5,,2.5,,2.5,
PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,,
,,,,FY 11,FY 12,,FY 13,FY 14
,,,,Actual,Projected,,Adopted,Plan
,Maintain overall customer service,Maintain overall customer service,,,,,,
,satisfaction grade B,satisfaction grade B,,B,B,,B,B
BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,
This budget provides for a continuation of the level of service.,This budget provides for a continuation of the level of service.,This budget provides for a continuation of the level of service.,This budget provides for a continuation of the level of service.,This budget provides for a continuation of the level of service.,,,,
,,,Page C-29,Page C-29,,,,
