Name: “Table 1 of 1 on page 61 of 165”,Name: “Table 1 of 1 on page 61 of 165”,Name: “Table 1 of 1 on page 61 of 165”,Name: “Table 1 of 1 on page 61 of 165”,Name: “Table 1 of 1 on page 61 of 165”,Name: “Table 1 of 1 on page 61 of 165”,Name: “Table 1 of 1 on page 61 of 165”,Name: “Table 1 of 1 on page 61 of 165”,Name: “Table 1 of 1 on page 61 of 165”
Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61
,,,,,,,,
,,,,,,,,
Human Resources,Human Resources,,,,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,,,,,,,
1.,Provide leadership and work collaboratively with other County departments to achieve the,Provide leadership and work collaboratively with other County departments to achieve the,Provide leadership and work collaboratively with other County departments to achieve the,Provide leadership and work collaboratively with other County departments to achieve the,Provide leadership and work collaboratively with other County departments to achieve the,Provide leadership and work collaboratively with other County departments to achieve the,Provide leadership and work collaboratively with other County departments to achieve the,
,"County’s mission, vision, values and priorities, oversee long and short term planning and ensure","County’s mission, vision, values and priorities, oversee long and short term planning and ensure","County’s mission, vision, values and priorities, oversee long and short term planning and ensure","County’s mission, vision, values and priorities, oversee long and short term planning and ensure","County’s mission, vision, values and priorities, oversee long and short term planning and ensure","County’s mission, vision, values and priorities, oversee long and short term planning and ensure","County’s mission, vision, values and priorities, oversee long and short term planning and ensure",
,services are provided efficiently and effectively,services are provided efficiently and effectively,services are provided efficiently and effectively,,,,,
2.,"Assist departments in recruiting, selecting, and orienting qualified candidates for job vacancies","Assist departments in recruiting, selecting, and orienting qualified candidates for job vacancies","Assist departments in recruiting, selecting, and orienting qualified candidates for job vacancies","Assist departments in recruiting, selecting, and orienting qualified candidates for job vacancies","Assist departments in recruiting, selecting, and orienting qualified candidates for job vacancies","Assist departments in recruiting, selecting, and orienting qualified candidates for job vacancies","Assist departments in recruiting, selecting, and orienting qualified candidates for job vacancies",
3.,Ensure programs meet federal and state requirements,Ensure programs meet federal and state requirements,Ensure programs meet federal and state requirements,Ensure programs meet federal and state requirements,,,,
