Name: “Table 1 of 1 on page 131 of 165”,Name: “Table 1 of 1 on page 131 of 165”,Name: “Table 1 of 1 on page 131 of 165”,Name: “Table 1 of 1 on page 131 of 165”,Name: “Table 1 of 1 on page 131 of 165”,Name: “Table 1 of 1 on page 131 of 165”,Name: “Table 1 of 1 on page 131 of 165”,Name: “Table 1 of 1 on page 131 of 165”
Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131
,,,,,,,
,,,,,,,
,,Community Development Fund,Community Development Fund,Community Development Fund,Community Development Fund,,
KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,,,,,,
1.,"Assist low and moderate income citizens in obtaining and maintaining decent, safe, and sanitary","Assist low and moderate income citizens in obtaining and maintaining decent, safe, and sanitary","Assist low and moderate income citizens in obtaining and maintaining decent, safe, and sanitary","Assist low and moderate income citizens in obtaining and maintaining decent, safe, and sanitary","Assist low and moderate income citizens in obtaining and maintaining decent, safe, and sanitary","Assist low and moderate income citizens in obtaining and maintaining decent, safe, and sanitary","Assist low and moderate income citizens in obtaining and maintaining decent, safe, and sanitary"
,affordable housing,,,,,,
2.,"Identify housing needs of low and moderate income residents and utilize proffered funds, to support","Identify housing needs of low and moderate income residents and utilize proffered funds, to support","Identify housing needs of low and moderate income residents and utilize proffered funds, to support","Identify housing needs of low and moderate income residents and utilize proffered funds, to support","Identify housing needs of low and moderate income residents and utilize proffered funds, to support","Identify housing needs of low and moderate income residents and utilize proffered funds, to support","Identify housing needs of low and moderate income residents and utilize proffered funds, to support"
,the workforce of the County and other residents with critical housing problems,the workforce of the County and other residents with critical housing problems,the workforce of the County and other residents with critical housing problems,the workforce of the County and other residents with critical housing problems,the workforce of the County and other residents with critical housing problems,the workforce of the County and other residents with critical housing problems,
3.,"Obtain and manage grants and other resources to upgrade housing, public facilities, infrastructure,","Obtain and manage grants and other resources to upgrade housing, public facilities, infrastructure,","Obtain and manage grants and other resources to upgrade housing, public facilities, infrastructure,","Obtain and manage grants and other resources to upgrade housing, public facilities, infrastructure,","Obtain and manage grants and other resources to upgrade housing, public facilities, infrastructure,","Obtain and manage grants and other resources to upgrade housing, public facilities, infrastructure,","Obtain and manage grants and other resources to upgrade housing, public facilities, infrastructure,"
,land development and environmental quality in low- and moderate income neighborhoods,land development and environmental quality in low- and moderate income neighborhoods,land development and environmental quality in low- and moderate income neighborhoods,land development and environmental quality in low- and moderate income neighborhoods,land development and environmental quality in low- and moderate income neighborhoods,land development and environmental quality in low- and moderate income neighborhoods,land development and environmental quality in low- and moderate income neighborhoods
4.,Collaborate with private and non-profit organizations to build or rehabilitate affordable housing,Collaborate with private and non-profit organizations to build or rehabilitate affordable housing,Collaborate with private and non-profit organizations to build or rehabilitate affordable housing,Collaborate with private and non-profit organizations to build or rehabilitate affordable housing,Collaborate with private and non-profit organizations to build or rehabilitate affordable housing,Collaborate with private and non-profit organizations to build or rehabilitate affordable housing,Collaborate with private and non-profit organizations to build or rehabilitate affordable housing
5.,Assist residents in unsafe structures to make repairs or relocate in order to establish safe living,Assist residents in unsafe structures to make repairs or relocate in order to establish safe living,Assist residents in unsafe structures to make repairs or relocate in order to establish safe living,Assist residents in unsafe structures to make repairs or relocate in order to establish safe living,Assist residents in unsafe structures to make repairs or relocate in order to establish safe living,Assist residents in unsafe structures to make repairs or relocate in order to establish safe living,Assist residents in unsafe structures to make repairs or relocate in order to establish safe living
,conditions,,,,,,
BUDGET SUMMARY,BUDGET SUMMARY,,,,,,
,,,FY 12,,FY 13,,FY 14
,,,Adopted,,Adopted,,Plan
Revenues:,Revenues:,,,,,,
County Contribution,County Contribution,,,,,,
Administration,Administration,$,"433,241",$,"420,059",$,"423,508"
Housing Fund,Housing Fund,,"100,000",,"100,000",,"100,000"
Assistance to Residents in,Assistance to Residents in,,,,,,
,Unsafe Structures,,-,,"50,000",,"50,000"
"Housing Partnership, Inc.","Housing Partnership, Inc.",,-,,"60,000 3",,"60,000"
"Federal, State & Other Grants","Federal, State & Other Grants",,,,,,
Section 8 Housing,Section 8 Housing,,,,,,
,Choice Voucher,,"1,370,000",,"1,300,000 1",,"1,300,000"
Homeless Intervention,Homeless Intervention,,"149,231",,"149,231 2",,"149,231"
Indoor Plumbing/Rehab.,Indoor Plumbing/Rehab.,,"160,000",,"160,000",,"160,000"
Emergency Home Repair,Emergency Home Repair,,"12,236",,"12,236",,"12,236"
Forest Heights CDBG /Neighbors,Forest Heights CDBG /Neighbors,,*,,,,
,Drive Planning Grant,,,,"30,000",,"1,070,000"
Energy Efficiency and,Energy Efficiency and,,,,,,
,Conservation Block Grant,,**,,**,,**
Climate Showcase,Climate Showcase,,,,,,
,Communities Grant,,***,,***,,***
Program Income,Program Income,,"300,000",,"107,000",,"100,000"
Fund Balance,Fund Balance,,"200,000",,"737,000 4",,"720,573 5"
Total Revenues,Total Revenues,$,"2,724,708",$,"3,125,526",$,"4,145,548"
Expenditures:,Expenditures:,,,,,,
Personnel Expenses,Personnel Expenses,$,"674,544",$,"641,134",$,"648,064"
Operating Expenses,Operating Expenses,,"45,500",,"54,612",,"54,112"
Housing & Comm. Dev.,Housing & Comm. Dev.,,,,,,
Programs,Programs,,"2,004,664",,"2,429,780",,"3,443,372"
Total Expenditures,Total Expenditures,$,"2,724,708",$,"3,125,526",$,"4,145,548"
,,,Page F-3,,,,
