Name: “Table 1 of 1 on page 57 of 165”,Name: “Table 1 of 1 on page 57 of 165”,Name: “Table 1 of 1 on page 57 of 165”,Name: “Table 1 of 1 on page 57 of 165”,Name: “Table 1 of 1 on page 57 of 165”,Name: “Table 1 of 1 on page 57 of 165”,Name: “Table 1 of 1 on page 57 of 165”,Name: “Table 1 of 1 on page 57 of 165”,Name: “Table 1 of 1 on page 57 of 165”
Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57
,,,,,,,,
,,,,,,,,
County Administration,County Administration,,,,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,,,,,,,
1.,Provide overall leadership and direction in managing County operations in accordance with,Provide overall leadership and direction in managing County operations in accordance with,Provide overall leadership and direction in managing County operations in accordance with,Provide overall leadership and direction in managing County operations in accordance with,Provide overall leadership and direction in managing County operations in accordance with,Provide overall leadership and direction in managing County operations in accordance with,Provide overall leadership and direction in managing County operations in accordance with,
,"County’s Strategic Plan, Board of Supervisors policies, and local, State and Federal guidelines","County’s Strategic Plan, Board of Supervisors policies, and local, State and Federal guidelines","County’s Strategic Plan, Board of Supervisors policies, and local, State and Federal guidelines","County’s Strategic Plan, Board of Supervisors policies, and local, State and Federal guidelines","County’s Strategic Plan, Board of Supervisors policies, and local, State and Federal guidelines","County’s Strategic Plan, Board of Supervisors policies, and local, State and Federal guidelines","County’s Strategic Plan, Board of Supervisors policies, and local, State and Federal guidelines",
2.,"Represent County on local and regional boards and commissions to address major issues, projects","Represent County on local and regional boards and commissions to address major issues, projects","Represent County on local and regional boards and commissions to address major issues, projects","Represent County on local and regional boards and commissions to address major issues, projects","Represent County on local and regional boards and commissions to address major issues, projects","Represent County on local and regional boards and commissions to address major issues, projects","Represent County on local and regional boards and commissions to address major issues, projects","Represent County on local and regional boards and commissions to address major issues, projects"
,and programs,,,,,,,
3.,Build and maintain positive community relations,Build and maintain positive community relations,Build and maintain positive community relations,Build and maintain positive community relations,,,,
4.,Update Board of Supervisors about key policy issues,Update Board of Supervisors about key policy issues,Update Board of Supervisors about key policy issues,Update Board of Supervisors about key policy issues,,,,
BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,
,,,FY 12,,FY 13,,FY 14,
,,,Adopted,,Adopted,,Plan,
,Personnel,$,"392,310",$,"419,600",$,"421,689",
,Operating,,"15,600",,"14,800",,"14,800",
,Capital,,"5,000",,-,,-,
,Total,$,"412,910",$,"434,400",$,"436,489",
PERSONNEL,,,,,,,,
,Full-time Personnel,,2.5,,2.5,,2.5,
PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,,
,,,FY 11,FY 11,FY 12,,FY 13,FY 14
,,,Actual,Actual,Projected,Adopted,,Plan
,,,,,New,,,
,# Civic participation meetings,# Civic participation meetings,,,measure,,50,60
BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,
This budget includes funding for a continuation of the current level of service.,This budget includes funding for a continuation of the current level of service.,This budget includes funding for a continuation of the current level of service.,This budget includes funding for a continuation of the current level of service.,This budget includes funding for a continuation of the current level of service.,This budget includes funding for a continuation of the current level of service.,,,
,,,Page C-4,Page C-4,,,,
