Name: “Table 1 of 1 on page 44 of 165”,Name: “Table 1 of 1 on page 44 of 165”,Name: “Table 1 of 1 on page 44 of 165”,Name: “Table 1 of 1 on page 44 of 165”,Name: “Table 1 of 1 on page 44 of 165”,Name: “Table 1 of 1 on page 44 of 165”,Name: “Table 1 of 1 on page 44 of 165”,Name: “Table 1 of 1 on page 44 of 165”,Name: “Table 1 of 1 on page 44 of 165”
Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44
,,,,,,,,
,,,,,,,,
Other Local Taxes,,,,,,General Operating Fund,General Operating Fund,General Operating Fund
BUDGET SUMMARY,,,,,,,,
,,FY 12,,FY 12,,FY 13,,FY 14
,,Adopted,,Projected,,Adopted,,Plan
Local Sales Tax,$,"8,400,000",$,"8,950,000",$,"9,175,000",$,"9,275,000"
Transient Occupancy Tax,,"1,800,000",,"1,900,000",,"1,950,000",,"1,950,000"
Meals Tax,,"5,500,000",,"5,800,000",,"5,900,000",,"6,000,000"
Delinquent Taxes,,"25,000",,"25,000",,"25,000",,"25,000"
Deeds of Conveyance,,"300,000",,"275,000",,"300,000",,"300,000"
Bank Franchise Tax,,"475,000",,"580,000",,"600,000",,"600,000"
Recordation Tax,,"1,200,000",,"1,000,000",,"1,100,000",,"1,100,000"
Total,$,"17,700,000",$,"18,530,000",$,"19,050,000",$,"19,250,000"
BUDGET COMMENTS,,,,,,,,
Other Local Taxes include the budget for the 1 percent Local Sales Tax.,Other Local Taxes include the budget for the 1 percent Local Sales Tax.,Other Local Taxes include the budget for the 1 percent Local Sales Tax.,Other Local Taxes include the budget for the 1 percent Local Sales Tax.,Other Local Taxes include the budget for the 1 percent Local Sales Tax.,Other Local Taxes include the budget for the 1 percent Local Sales Tax.,This tax is collected with the 4.0,This tax is collected with the 4.0,This tax is collected with the 4.0
"percent State sales tax at the time of sale, and remitted to the County.","percent State sales tax at the time of sale, and remitted to the County.","percent State sales tax at the time of sale, and remitted to the County.","percent State sales tax at the time of sale, and remitted to the County.","percent State sales tax at the time of sale, and remitted to the County.","percent State sales tax at the time of sale, and remitted to the County.",The FY2013 budget is projected to,The FY2013 budget is projected to,The FY2013 budget is projected to
increase by 2.5 percent over FY2012 projected collections and FY2014 budget is projected to have a slight,increase by 2.5 percent over FY2012 projected collections and FY2014 budget is projected to have a slight,increase by 2.5 percent over FY2012 projected collections and FY2014 budget is projected to have a slight,increase by 2.5 percent over FY2012 projected collections and FY2014 budget is projected to have a slight,increase by 2.5 percent over FY2012 projected collections and FY2014 budget is projected to have a slight,increase by 2.5 percent over FY2012 projected collections and FY2014 budget is projected to have a slight,increase by 2.5 percent over FY2012 projected collections and FY2014 budget is projected to have a slight,increase by 2.5 percent over FY2012 projected collections and FY2014 budget is projected to have a slight,increase by 2.5 percent over FY2012 projected collections and FY2014 budget is projected to have a slight
increase.,,,,,,,,
"Transient Occupancy Room Tax revenues are those received from the 5 percent tax imposed on hotel,","Transient Occupancy Room Tax revenues are those received from the 5 percent tax imposed on hotel,","Transient Occupancy Room Tax revenues are those received from the 5 percent tax imposed on hotel,","Transient Occupancy Room Tax revenues are those received from the 5 percent tax imposed on hotel,","Transient Occupancy Room Tax revenues are those received from the 5 percent tax imposed on hotel,","Transient Occupancy Room Tax revenues are those received from the 5 percent tax imposed on hotel,","Transient Occupancy Room Tax revenues are those received from the 5 percent tax imposed on hotel,","Transient Occupancy Room Tax revenues are those received from the 5 percent tax imposed on hotel,","Transient Occupancy Room Tax revenues are those received from the 5 percent tax imposed on hotel,"
"motel room sales, and rental condominium units. Sixty percent of this tax revenue is targeted toward","motel room sales, and rental condominium units. Sixty percent of this tax revenue is targeted toward","motel room sales, and rental condominium units. Sixty percent of this tax revenue is targeted toward","motel room sales, and rental condominium units. Sixty percent of this tax revenue is targeted toward","motel room sales, and rental condominium units. Sixty percent of this tax revenue is targeted toward","motel room sales, and rental condominium units. Sixty percent of this tax revenue is targeted toward","motel room sales, and rental condominium units. Sixty percent of this tax revenue is targeted toward","motel room sales, and rental condominium units. Sixty percent of this tax revenue is targeted toward","motel room sales, and rental condominium units. Sixty percent of this tax revenue is targeted toward"
tourism in compliance with State law.,tourism in compliance with State law.,Receipts are expected to increase 2.6 percent when compared to,Receipts are expected to increase 2.6 percent when compared to,Receipts are expected to increase 2.6 percent when compared to,Receipts are expected to increase 2.6 percent when compared to,Receipts are expected to increase 2.6 percent when compared to,Receipts are expected to increase 2.6 percent when compared to,Receipts are expected to increase 2.6 percent when compared to
