Name: “Table 1 of 1 on page 86 of 165”,Name: “Table 1 of 1 on page 86 of 165”,Name: “Table 1 of 1 on page 86 of 165”,Name: “Table 1 of 1 on page 86 of 165”,Name: “Table 1 of 1 on page 86 of 165”,Name: “Table 1 of 1 on page 86 of 165”,Name: “Table 1 of 1 on page 86 of 165”,Name: “Table 1 of 1 on page 86 of 165”,Name: “Table 1 of 1 on page 86 of 165”
Table: 86,Table: 86,Table: 86,Table: 86,Table: 86,Table: 86,Table: 86,Table: 86,Table: 86
,,,,,,,,
,,,,,,,,
Building Safety & Permits,Building Safety & Permits,Building Safety & Permits,,,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,,,,,,,
1.,"Administer and enforce the Virginia Uniform Statewide Building Codes to protect health, safety","Administer and enforce the Virginia Uniform Statewide Building Codes to protect health, safety","Administer and enforce the Virginia Uniform Statewide Building Codes to protect health, safety","Administer and enforce the Virginia Uniform Statewide Building Codes to protect health, safety","Administer and enforce the Virginia Uniform Statewide Building Codes to protect health, safety","Administer and enforce the Virginia Uniform Statewide Building Codes to protect health, safety","Administer and enforce the Virginia Uniform Statewide Building Codes to protect health, safety","Administer and enforce the Virginia Uniform Statewide Building Codes to protect health, safety"
,and welfare of citizens,,,,,,,
2.,Review residential and commercial building permit applications and associated plans to ensure,Review residential and commercial building permit applications and associated plans to ensure,Review residential and commercial building permit applications and associated plans to ensure,Review residential and commercial building permit applications and associated plans to ensure,Review residential and commercial building permit applications and associated plans to ensure,Review residential and commercial building permit applications and associated plans to ensure,Review residential and commercial building permit applications and associated plans to ensure,Review residential and commercial building permit applications and associated plans to ensure
,compliance with building codes,compliance with building codes,,,,,,
3.,Conduct required building inspections and issue Certificate of Occupancy,Conduct required building inspections and issue Certificate of Occupancy,Conduct required building inspections and issue Certificate of Occupancy,Conduct required building inspections and issue Certificate of Occupancy,Conduct required building inspections and issue Certificate of Occupancy,Conduct required building inspections and issue Certificate of Occupancy,,
4.,"Assist customers in answering questions related to building code issues in an efficient manner,","Assist customers in answering questions related to building code issues in an efficient manner,","Assist customers in answering questions related to building code issues in an efficient manner,","Assist customers in answering questions related to building code issues in an efficient manner,","Assist customers in answering questions related to building code issues in an efficient manner,","Assist customers in answering questions related to building code issues in an efficient manner,","Assist customers in answering questions related to building code issues in an efficient manner,","Assist customers in answering questions related to building code issues in an efficient manner,"
,providing appropriate code research quickly in order to support the citizen’s project goals,providing appropriate code research quickly in order to support the citizen’s project goals,providing appropriate code research quickly in order to support the citizen’s project goals,providing appropriate code research quickly in order to support the citizen’s project goals,providing appropriate code research quickly in order to support the citizen’s project goals,providing appropriate code research quickly in order to support the citizen’s project goals,providing appropriate code research quickly in order to support the citizen’s project goals,providing appropriate code research quickly in order to support the citizen’s project goals
5.,Educate citizens and provide prompt responses to unique and newly adopted building code,Educate citizens and provide prompt responses to unique and newly adopted building code,Educate citizens and provide prompt responses to unique and newly adopted building code,Educate citizens and provide prompt responses to unique and newly adopted building code,Educate citizens and provide prompt responses to unique and newly adopted building code,Educate citizens and provide prompt responses to unique and newly adopted building code,Educate citizens and provide prompt responses to unique and newly adopted building code,Educate citizens and provide prompt responses to unique and newly adopted building code
,"requirements through in office staff support for walk-in customers, email and phone inquiries, and","requirements through in office staff support for walk-in customers, email and phone inquiries, and","requirements through in office staff support for walk-in customers, email and phone inquiries, and","requirements through in office staff support for walk-in customers, email and phone inquiries, and","requirements through in office staff support for walk-in customers, email and phone inquiries, and","requirements through in office staff support for walk-in customers, email and phone inquiries, and","requirements through in office staff support for walk-in customers, email and phone inquiries, and","requirements through in office staff support for walk-in customers, email and phone inquiries, and"
,daily e-subscribe mailings,,,,,,,
6.,Investigate Building Code violations by responding with inspection and follow up action within 3,Investigate Building Code violations by responding with inspection and follow up action within 3,Investigate Building Code violations by responding with inspection and follow up action within 3,Investigate Building Code violations by responding with inspection and follow up action within 3,Investigate Building Code violations by responding with inspection and follow up action within 3,Investigate Building Code violations by responding with inspection and follow up action within 3,Investigate Building Code violations by responding with inspection and follow up action within 3,Investigate Building Code violations by responding with inspection and follow up action within 3
,business days,,,,,,,
7.,Assist Board of Building Code Appeals with research and compilation of case information in,Assist Board of Building Code Appeals with research and compilation of case information in,Assist Board of Building Code Appeals with research and compilation of case information in,Assist Board of Building Code Appeals with research and compilation of case information in,Assist Board of Building Code Appeals with research and compilation of case information in,Assist Board of Building Code Appeals with research and compilation of case information in,Assist Board of Building Code Appeals with research and compilation of case information in,Assist Board of Building Code Appeals with research and compilation of case information in
,preparation for hearing,,,,,,,
8.,"Address unsafe structures, in concert with the Fire Department, Zoning Enforcement, and Housing","Address unsafe structures, in concert with the Fire Department, Zoning Enforcement, and Housing","Address unsafe structures, in concert with the Fire Department, Zoning Enforcement, and Housing","Address unsafe structures, in concert with the Fire Department, Zoning Enforcement, and Housing","Address unsafe structures, in concert with the Fire Department, Zoning Enforcement, and Housing","Address unsafe structures, in concert with the Fire Department, Zoning Enforcement, and Housing","Address unsafe structures, in concert with the Fire Department, Zoning Enforcement, and Housing","Address unsafe structures, in concert with the Fire Department, Zoning Enforcement, and Housing"
,"and Community Development,","and Community Development,",in a timely and effective fashion in order to protect public safety,in a timely and effective fashion in order to protect public safety,in a timely and effective fashion in order to protect public safety,in a timely and effective fashion in order to protect public safety,in a timely and effective fashion in order to protect public safety,in a timely and effective fashion in order to protect public safety
BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,
,,,FY 12,,FY 13,,FY 14,
,,,Adopted,,Adopted,,Plan,
,Personnel,$,"926,917",$,"943,633",$,"953,886",
,Operating,,"56,100",,"95,400",,"106,400",
,Capital,,500,,"15,300",,-,
,Total,$,"983,517",$,"1,054,333",$,"1,060,286",
PERSONNEL,,,,,,,,
,Full-time Personnel,,13,,13,,13,
,Part-time Personnel,,1,,1,,1,
PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,,
,,,FY 11,FY 11,FY 12,,FY 13,FY 14
,,,Actual,Actual,Projected,,Adopted,Plan
,# Inspections performed,# Inspections performed,"28,180","28,180","28,000",,"28,000","28,000"
