Name: “Table 1 of 1 on page 77 of 165”,Name: “Table 1 of 1 on page 77 of 165”,Name: “Table 1 of 1 on page 77 of 165”,Name: “Table 1 of 1 on page 77 of 165”,Name: “Table 1 of 1 on page 77 of 165”,Name: “Table 1 of 1 on page 77 of 165”,Name: “Table 1 of 1 on page 77 of 165”,Name: “Table 1 of 1 on page 77 of 165”,Name: “Table 1 of 1 on page 77 of 165”,Name: “Table 1 of 1 on page 77 of 165”,Name: “Table 1 of 1 on page 77 of 165”,Name: “Table 1 of 1 on page 77 of 165”,Name: “Table 1 of 1 on page 77 of 165”,Name: “Table 1 of 1 on page 77 of 165”
Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Financial and Management Services,Financial and Management Services,Financial and Management Services,Financial and Management Services,Financial and Management Services,,,,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,KEY WORKPLAN ITEMS,,,,,,,,,,
1.,Provide financial planning and capital financing advice to the County Administrator and the Board,Provide financial planning and capital financing advice to the County Administrator and the Board,Provide financial planning and capital financing advice to the County Administrator and the Board,Provide financial planning and capital financing advice to the County Administrator and the Board,Provide financial planning and capital financing advice to the County Administrator and the Board,Provide financial planning and capital financing advice to the County Administrator and the Board,Provide financial planning and capital financing advice to the County Administrator and the Board,Provide financial planning and capital financing advice to the County Administrator and the Board,Provide financial planning and capital financing advice to the County Administrator and the Board,Provide financial planning and capital financing advice to the County Administrator and the Board,Provide financial planning and capital financing advice to the County Administrator and the Board,Provide financial planning and capital financing advice to the County Administrator and the Board,Provide financial planning and capital financing advice to the County Administrator and the Board
,and manage financial policies and procedures to maintain highest bond rating available,and manage financial policies and procedures to maintain highest bond rating available,and manage financial policies and procedures to maintain highest bond rating available,and manage financial policies and procedures to maintain highest bond rating available,and manage financial policies and procedures to maintain highest bond rating available,and manage financial policies and procedures to maintain highest bond rating available,and manage financial policies and procedures to maintain highest bond rating available,and manage financial policies and procedures to maintain highest bond rating available,and manage financial policies and procedures to maintain highest bond rating available,and manage financial policies and procedures to maintain highest bond rating available,and manage financial policies and procedures to maintain highest bond rating available,,
2.,"Prepare annual operating budget for the County’s general fund, special revenue funds and multi-","Prepare annual operating budget for the County’s general fund, special revenue funds and multi-","Prepare annual operating budget for the County’s general fund, special revenue funds and multi-","Prepare annual operating budget for the County’s general fund, special revenue funds and multi-","Prepare annual operating budget for the County’s general fund, special revenue funds and multi-","Prepare annual operating budget for the County’s general fund, special revenue funds and multi-","Prepare annual operating budget for the County’s general fund, special revenue funds and multi-","Prepare annual operating budget for the County’s general fund, special revenue funds and multi-","Prepare annual operating budget for the County’s general fund, special revenue funds and multi-","Prepare annual operating budget for the County’s general fund, special revenue funds and multi-","Prepare annual operating budget for the County’s general fund, special revenue funds and multi-","Prepare annual operating budget for the County’s general fund, special revenue funds and multi-","Prepare annual operating budget for the County’s general fund, special revenue funds and multi-"
,year capital improvement program,year capital improvement program,year capital improvement program,year capital improvement program,,,,,,,,,
3.,Evaluate capital financing options and provide those alternatives to the County Administrator with,Evaluate capital financing options and provide those alternatives to the County Administrator with,Evaluate capital financing options and provide those alternatives to the County Administrator with,Evaluate capital financing options and provide those alternatives to the County Administrator with,Evaluate capital financing options and provide those alternatives to the County Administrator with,Evaluate capital financing options and provide those alternatives to the County Administrator with,Evaluate capital financing options and provide those alternatives to the County Administrator with,Evaluate capital financing options and provide those alternatives to the County Administrator with,Evaluate capital financing options and provide those alternatives to the County Administrator with,Evaluate capital financing options and provide those alternatives to the County Administrator with,Evaluate capital financing options and provide those alternatives to the County Administrator with,Evaluate capital financing options and provide those alternatives to the County Administrator with,Evaluate capital financing options and provide those alternatives to the County Administrator with
,recommendations,recommendations,,,,,,,,,,,
4.,Review County insurance coverage and limits to manage risk,Review County insurance coverage and limits to manage risk,Review County insurance coverage and limits to manage risk,Review County insurance coverage and limits to manage risk,Review County insurance coverage and limits to manage risk,Review County insurance coverage and limits to manage risk,Review County insurance coverage and limits to manage risk,,,,,,
