Name: “Table 1 of 1 on page 75 of 86”,Name: “Table 1 of 1 on page 75 of 86”,Name: “Table 1 of 1 on page 75 of 86”,Name: “Table 1 of 1 on page 75 of 86”,Name: “Table 1 of 1 on page 75 of 86”,Name: “Table 1 of 1 on page 75 of 86”,Name: “Table 1 of 1 on page 75 of 86”,Name: “Table 1 of 1 on page 75 of 86”,Name: “Table 1 of 1 on page 75 of 86”,Name: “Table 1 of 1 on page 75 of 86”
Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74
,,,,,,,,,
,,Improve Storm Water Quality,Improve Storm Water Quality,Improve Storm Water Quality,Improve Storm Water Quality,Improve Storm Water Quality,,,
Department,,,,,,Project Description,Project Description,Project Description,
Storm Water Utility,,,,,Provide funds to continue best practices used to reduce,Provide funds to continue best practices used to reduce,Provide funds to continue best practices used to reduce,Provide funds to continue best practices used to reduce,Provide funds to continue best practices used to reduce
,,,,,"storm water related pollutants entering local waterways,","storm water related pollutants entering local waterways,","storm water related pollutants entering local waterways,","storm water related pollutants entering local waterways,","storm water related pollutants entering local waterways,"
Account #,,,,,"rivers, and the Chesapeake Bay.","rivers, and the Chesapeake Bay.","rivers, and the Chesapeake Bay.","In addition, planned","In addition, planned"
4000 35 3034,,,,,work includes the continuation of the wetlands,work includes the continuation of the wetlands,work includes the continuation of the wetlands,work includes the continuation of the wetlands,
,,,,,"restoration initiative, led by the Army Corps of","restoration initiative, led by the Army Corps of","restoration initiative, led by the Army Corps of","restoration initiative, led by the Army Corps of",
,,,,,"Engineers, and a systematic program for dredging of","Engineers, and a systematic program for dredging of","Engineers, and a systematic program for dredging of","Engineers, and a systematic program for dredging of","Engineers, and a systematic program for dredging of"
,,,,,silted-in and obstructed storm water outfalls around the,silted-in and obstructed storm water outfalls around the,silted-in and obstructed storm water outfalls around the,silted-in and obstructed storm water outfalls around the,silted-in and obstructed storm water outfalls around the
,,,,,City.,,,,
Customers Served,Customers Served,,,,,,,,
Residents v,Business v,City Services,City Services,,,,,,
Educational Community v,Educational Community v,Tourists/Visitors,Tourists/Visitors,v,,,,,
,,,,Financial Summary,Financial Summary,Financial Summary,,,
,FY 2011,FY 2011,FY 2012,,FY 2013,FY 2014,FY 2015,FY 2016,TOTAL
FY 2012 Approved,,N/A,"600,000","600,000","600,000","600,000","600,000","600,000","3,000,000"
FY 2011 Approved,,"600,000","600,000","600,000","600,000","600,000","600,000",N/A,"3,000,000"
Operating Budget,,N/A,,0,0,0,0,0,0
Impact,,,,,,,,,
FY 2012 Anticipated Budget Distribution:,FY 2012 Anticipated Budget Distribution:,FY 2012 Anticipated Budget Distribution:,FY 2012 Anticipated Budget Distribution:,,,,,,
Planning / Design,,,0,,,,,,
Acquisition / Relocation,Acquisition / Relocation,,0,,,,,,
Site Improvements,,,"600,000",,Prior Capital Funding,Prior Capital Funding,,"4,200,000",
Construction,,,0,,FY 2012 Approved,FY 2012 Approved,,"600,000",
Inspections / Permits,,,0,,Capital Share Remaining,Capital Share Remaining,,"2,400,000",
,Total,,"600,000",,Project Total,Project Total,,"7,200,000",
,,Property Address:,Citywide,Citywide,,,,,
,,,,,,,Storm Water Utility CIP - 421,Storm Water Utility CIP - 421,Storm Water Utility CIP - 421
