Name: “Table 1 of 1 on page 55 of 86”,Name: “Table 1 of 1 on page 55 of 86”,Name: “Table 1 of 1 on page 55 of 86”,Name: “Table 1 of 1 on page 55 of 86”,Name: “Table 1 of 1 on page 55 of 86”,Name: “Table 1 of 1 on page 55 of 86”,Name: “Table 1 of 1 on page 55 of 86”,Name: “Table 1 of 1 on page 55 of 86”,Name: “Table 1 of 1 on page 55 of 86”,Name: “Table 1 of 1 on page 55 of 86”
Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54
,,,,,,,,,
,Design and Construct Courthouse Complex,Design and Construct Courthouse Complex,Design and Construct Courthouse Complex,Design and Construct Courthouse Complex,Design and Construct Courthouse Complex,Design and Construct Courthouse Complex,Design and Construct Courthouse Complex,,
Department,,,,,,Project Description,Project Description,,
Public Works,,,,,Provide funds for the construction of a new Court,Provide funds for the construction of a new Court,Provide funds for the construction of a new Court,Provide funds for the construction of a new Court,
,,,,,"Complex for the Circuit, General District and Juvenile","Complex for the Circuit, General District and Juvenile","Complex for the Circuit, General District and Juvenile","Complex for the Circuit, General District and Juvenile","Complex for the Circuit, General District and Juvenile"
Account #,,,,,and Domestic Relations courts based on a two-phased,and Domestic Relations courts based on a two-phased,and Domestic Relations courts based on a two-phased,and Domestic Relations courts based on a two-phased,and Domestic Relations courts based on a two-phased
4000 10 3076,,,,,approach. The funding of the project will be provided to,approach. The funding of the project will be provided to,approach. The funding of the project will be provided to,approach. The funding of the project will be provided to,approach. The funding of the project will be provided to
,,,,,correspond to stages of design and construction.,correspond to stages of design and construction.,correspond to stages of design and construction.,correspond to stages of design and construction.,
Customers Served,Customers Served,,,,,,,,
Residents v,Business,City Services,City Services,v,,,,,
Educational Community,Educational Community,Tourists/Visitors,Tourists/Visitors,,,,,,
,,,,Financial Summary,Financial Summary,Financial Summary,,,
,FY 2011,FY 2011,FY 2012,,FY 2013,FY 2014,FY 2015,FY 2016,TOTAL
FY 2012 Approved,,N/A,"19,120,900","19,120,900","6,062,300","39,982,000","3,109,600",0,"68,274,800"
FY 2011 Approved,"15,720,281","15,720,281","19,120,853","19,120,853","6,062,302","39,981,992","3,109,590",N/A,"83,995,018"
Operating Budget,,N/A,,0,0,0,0,0,0
Impact,,,,,,,,,
FY 2012 Anticipated Budget Distribution:,FY 2012 Anticipated Budget Distribution:,FY 2012 Anticipated Budget Distribution:,FY 2012 Anticipated Budget Distribution:,,,,,,
Planning / Design,,,0,,,,,,
Acquisition / Relocation,Acquisition / Relocation,,0,,,,,,
Site Improvements,,,0,,Prior Capital Funding,Prior Capital Funding,,"73,045,281",
Construction,,,"19,120,900",,FY 2012 Approved,FY 2012 Approved,,"19,120,900",
Inspections / Permits,,,0,,Capital Share Remaining,Capital Share Remaining,,"49,153,900",
,Total,,"19,120,900",,Project Total,Project Total,,"141,320,081",
,,Property Address:,100 St. Pauls Boulevard,100 St. Pauls Boulevard,100 St. Pauls Boulevard,100 St. Pauls Boulevard,,,
,,,,,,,,Public Buildings CIP - 401,Public Buildings CIP - 401
