Name: “Table 1 of 1 on page 58 of 86”,Name: “Table 1 of 1 on page 58 of 86”,Name: “Table 1 of 1 on page 58 of 86”,Name: “Table 1 of 1 on page 58 of 86”,Name: “Table 1 of 1 on page 58 of 86”,Name: “Table 1 of 1 on page 58 of 86”,Name: “Table 1 of 1 on page 58 of 86”,Name: “Table 1 of 1 on page 58 of 86”,Name: “Table 1 of 1 on page 58 of 86”,Name: “Table 1 of 1 on page 58 of 86”
Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57
,,,,,,,,,
,,,Resurface Parking Lots,Resurface Parking Lots,Resurface Parking Lots,Resurface Parking Lots,,,
Department,,,,,,Project Description,Project Description,Project Description,
Public Works,,,,,Provide funds to resurface asphalt and concrete parking,Provide funds to resurface asphalt and concrete parking,Provide funds to resurface asphalt and concrete parking,Provide funds to resurface asphalt and concrete parking,Provide funds to resurface asphalt and concrete parking
,,,,,"lots that serve recreation centers, libraries, parks, and","lots that serve recreation centers, libraries, parks, and","lots that serve recreation centers, libraries, parks, and","lots that serve recreation centers, libraries, parks, and","lots that serve recreation centers, libraries, parks, and"
Account #,,,,,other public facilities.,other public facilities.,This program will also serve to,This program will also serve to,This program will also serve to
4000 10 3093,,,,,maintain the many roadways within City cemeteries.,maintain the many roadways within City cemeteries.,maintain the many roadways within City cemeteries.,maintain the many roadways within City cemeteries.,maintain the many roadways within City cemeteries.
,,,,,"Where needed, storm water and drainage repairs or","Where needed, storm water and drainage repairs or","Where needed, storm water and drainage repairs or","Where needed, storm water and drainage repairs or","Where needed, storm water and drainage repairs or"
,,,,,improvements will be made to increase the life cycle of,improvements will be made to increase the life cycle of,improvements will be made to increase the life cycle of,improvements will be made to increase the life cycle of,improvements will be made to increase the life cycle of
,,,,,pavements.,pavements.,,,
Customers Served,Customers Served,,,,,,,,
Residents v,Business,City Services,City Services,v,,,,,
Educational Community v,Educational Community v,Tourists/Visitors,Tourists/Visitors,,,,,,
,,,,Financial Summary,Financial Summary,Financial Summary,,,
,FY 2011,FY 2011,FY 2012,,FY 2013,FY 2014,FY 2015,FY 2016,TOTAL
FY 2012 Approved,,N/A,,0,"100,000","100,000","100,000","100,000","400,000"
FY 2011 Approved,,0,,0,"100,000","100,000","100,000",N/A,"300,000"
Operating Budget,,N/A,,0,0,0,0,0,0
Impact,,,,,,,,,
FY 2012 Anticipated Budget Distribution:,FY 2012 Anticipated Budget Distribution:,FY 2012 Anticipated Budget Distribution:,FY 2012 Anticipated Budget Distribution:,,,,,,
Planning / Design,,,0,,,,,,
Acquisition / Relocation,Acquisition / Relocation,,0,,,,,,
Site Improvements,,,0,,Prior Capital Funding,Prior Capital Funding,,"400,000",
Construction,,,0,,FY 2012 Approved,FY 2012 Approved,,,0
Inspections / Permits,,,0,,Capital Share Remaining,Capital Share Remaining,,"400,000",
,Total,,0,,Project Total,Project Total,,"800,000",
,,Property Address:,Citywide,Citywide,,,,,
404 - Public Buildings CIP,404 - Public Buildings CIP,,,,,,,,
