Name: “Table 1 of 1 on page 29 of 86”,Name: “Table 1 of 1 on page 29 of 86”,Name: “Table 1 of 1 on page 29 of 86”,Name: “Table 1 of 1 on page 29 of 86”,Name: “Table 1 of 1 on page 29 of 86”,Name: “Table 1 of 1 on page 29 of 86”,Name: “Table 1 of 1 on page 29 of 86”,Name: “Table 1 of 1 on page 29 of 86”,Name: “Table 1 of 1 on page 29 of 86”,Name: “Table 1 of 1 on page 29 of 86”
Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28
,,,,,,,,,
,Support Governor's School for the Arts,Support Governor's School for the Arts,Support Governor's School for the Arts,Support Governor's School for the Arts,Support Governor's School for the Arts,Support Governor's School for the Arts,Support Governor's School for the Arts,,
Department,,,,,,Project Description,Project Description,,
Executive,,,,,Provide funds to renovate and improve administrative,Provide funds to renovate and improve administrative,Provide funds to renovate and improve administrative,Provide funds to renovate and improve administrative,Provide funds to renovate and improve administrative
,,,,,and infrastructure space in order to consolidate the,and infrastructure space in order to consolidate the,and infrastructure space in order to consolidate the,and infrastructure space in order to consolidate the,and infrastructure space in order to consolidate the
Account #,,,,,Governor's School for the Arts in Norfolk.,Governor's School for the Arts in Norfolk.,Governor's School for the Arts in Norfolk.,,
4000 02 4160,,,,,,,,,
Customers Served,Customers Served,,,,,,,,
Residents,Business v,City Services,City Services,,,,,,
Educational Community v,Educational Community v,Tourists/Visitors,Tourists/Visitors,v,,,,,
,,,,Financial Summary,Financial Summary,Financial Summary,,,
,FY 2011,FY 2011,FY 2012,,FY 2013,FY 2014,FY 2015,FY 2016,TOTAL
FY 2012 Approved,,N/A,"250,000","250,000","320,000",0,0,0,"570,000"
FY 2011 Approved,,"50,000","250,000","250,000","320,000",0,0,N/A,"620,000"
Operating Budget,,N/A,,0,0,0,0,0,0
Impact,,,,,,,,,
FY 2012 Anticipated Budget Distribution:,FY 2012 Anticipated Budget Distribution:,FY 2012 Anticipated Budget Distribution:,FY 2012 Anticipated Budget Distribution:,,,,,,
Planning / Design,,,0,,,,,,
Acquisition / Relocation,Acquisition / Relocation,,0,,,,,,
Site Improvements,,,0,,Prior Capital Funding,Prior Capital Funding,,"50,000",
Construction,,,"250,000",,FY 2012 Approved,FY 2012 Approved,,"250,000",
Inspections / Permits,,,0,,Capital Share Remaining,Capital Share Remaining,,"320,000",
,Total,,"250,000",,Project Total,,,"620,000",
,,Property Address:,Downtown,Downtown,,,,,
,,,,,,,Economic Development CIP - 375,Economic Development CIP - 375,Economic Development CIP - 375
