Name: “Table 1 of 1 on page 27 of 86”,Name: “Table 1 of 1 on page 27 of 86”,Name: “Table 1 of 1 on page 27 of 86”,Name: “Table 1 of 1 on page 27 of 86”,Name: “Table 1 of 1 on page 27 of 86”,Name: “Table 1 of 1 on page 27 of 86”,Name: “Table 1 of 1 on page 27 of 86”,Name: “Table 1 of 1 on page 27 of 86”,Name: “Table 1 of 1 on page 27 of 86”,Name: “Table 1 of 1 on page 27 of 86”
Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26
,,,,,,,,,
,Improve Downtown Corridor Streetscaping,Improve Downtown Corridor Streetscaping,Improve Downtown Corridor Streetscaping,Improve Downtown Corridor Streetscaping,Improve Downtown Corridor Streetscaping,Improve Downtown Corridor Streetscaping,Improve Downtown Corridor Streetscaping,Improve Downtown Corridor Streetscaping,
Department,,,,,,Project Description,Project Description,Project Description,
Public Works,,,,,Provide funds for streetscaping corridor improvements in,Provide funds for streetscaping corridor improvements in,Provide funds for streetscaping corridor improvements in,Provide funds for streetscaping corridor improvements in,Provide funds for streetscaping corridor improvements in
,,,,,the Central Business District. The scope of the project,the Central Business District. The scope of the project,the Central Business District. The scope of the project,the Central Business District. The scope of the project,the Central Business District. The scope of the project
Account #,,,,,"may include the installation of curbing, brick sidewalks,","may include the installation of curbing, brick sidewalks,","may include the installation of curbing, brick sidewalks,","may include the installation of curbing, brick sidewalks,","may include the installation of curbing, brick sidewalks,"
4000 10 3113,,,,,planting areas and paths downtown to encourage a,planting areas and paths downtown to encourage a,planting areas and paths downtown to encourage a,planting areas and paths downtown to encourage a,planting areas and paths downtown to encourage a
,,,,,pedestrian friendly environment.,pedestrian friendly environment.,pedestrian friendly environment.,,
Customers Served,Customers Served,,,,,,,,
Residents v,Business v,City Services,City Services,,,,,,
Educational Community v,Educational Community v,Tourists/Visitors,Tourists/Visitors,v,,,,,
,,,,Financial Summary,Financial Summary,Financial Summary,,,
,FY 2011,FY 2011,FY 2012,,FY 2013,FY 2014,FY 2015,FY 2016,TOTAL
FY 2012 Approved,,N/A,"300,000","300,000","300,000","150,000","150,000","150,000","1,050,000"
FY 2011 Approved,,0,"300,000","300,000","300,000","300,000","300,000",N/A,"1,200,000"
Operating Budget,,N/A,,0,0,0,0,0,0
Impact,,,,,,,,,
FY 2012 Anticipated Budget Distribution:,FY 2012 Anticipated Budget Distribution:,FY 2012 Anticipated Budget Distribution:,FY 2012 Anticipated Budget Distribution:,,,,,,
Planning / Design,,,"30,000",,,,,,
Acquisition / Relocation,Acquisition / Relocation,,0,,,,,,
Site Improvements,,,"270,000",,Prior Capital Funding,Prior Capital Funding,,"4,262,601",
Construction,,,0,,FY 2012 Approved,FY 2012 Approved,,"300,000",
Inspections / Permits,,,0,,Capital Share Remaining,Capital Share Remaining,,"750,000",
,Total,,"300,000",,Project Total,Project Total,,"5,312,601",
,,Property Address:,Downtown Area,Downtown Area,Downtown Area,,,,
,,,,,,,Economic Development CIP - 373,Economic Development CIP - 373,Economic Development CIP - 373
