Name: “Table 1 of 1 on page 11 of 14”,Name: “Table 1 of 1 on page 11 of 14”,Name: “Table 1 of 1 on page 11 of 14”,Name: “Table 1 of 1 on page 11 of 14”,Name: “Table 1 of 1 on page 11 of 14”,Name: “Table 1 of 1 on page 11 of 14”,Name: “Table 1 of 1 on page 11 of 14”,Name: “Table 1 of 1 on page 11 of 14”,Name: “Table 1 of 1 on page 11 of 14”
Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11
,,,,,,,,
,Priority: Environmental Sustainability,Priority: Environmental Sustainability,Priority: Environmental Sustainability,Priority: Environmental Sustainability,,,,
Goal,,,,,,,,
Enhance efficient use and protection of natural resources and the environment,Enhance efficient use and protection of natural resources and the environment,Enhance efficient use and protection of natural resources and the environment,Enhance efficient use and protection of natural resources and the environment,Enhance efficient use and protection of natural resources and the environment,Enhance efficient use and protection of natural resources and the environment,,,
Objective,,,,,,,,
Reduce the amount of fossil fuel (diesel & gasoline) used by the city's fleet of vehicles and equipment,Reduce the amount of fossil fuel (diesel & gasoline) used by the city's fleet of vehicles and equipment,Reduce the amount of fossil fuel (diesel & gasoline) used by the city's fleet of vehicles and equipment,Reduce the amount of fossil fuel (diesel & gasoline) used by the city's fleet of vehicles and equipment,Reduce the amount of fossil fuel (diesel & gasoline) used by the city's fleet of vehicles and equipment,Reduce the amount of fossil fuel (diesel & gasoline) used by the city's fleet of vehicles and equipment,Reduce the amount of fossil fuel (diesel & gasoline) used by the city's fleet of vehicles and equipment,Reduce the amount of fossil fuel (diesel & gasoline) used by the city's fleet of vehicles and equipment,
,,FY 2011,FY 2012,FY 2012,FY 2013,FY 2013,FY 2014,
Measure,,,,,,,,Change
,,Actual,Actual,Actual,Approved,Approved,Approved,
Maintain percent of new vehicles purchased,Maintain percent of new vehicles purchased,,,,,,,
with at least a 19 miles per gallon (mpg) EPA,with at least a 19 miles per gallon (mpg) EPA,,,,,,,
,,0,,0,,0,70,70
city rating to improve fuel efficiency of the,city rating to improve fuel efficiency of the,,,,,,,
