Name: “Table 1 of 1 on page 100 of 157”,Name: “Table 1 of 1 on page 100 of 157”,Name: “Table 1 of 1 on page 100 of 157”
Table: 98,Table: 98,Table: 98
,,
ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,
FY 2008-09 GENERAL OPERATING BUDGET,FY 2008-09 GENERAL OPERATING BUDGET,
COMMUNITY DEVELOPMENT,COMMUNITY DEVELOPMENT,
Community Development encompasses the following:,Community Development encompasses the following:,
Planning and Zoning,Chamber of Commerce,
Economic Development,Patriot's Day,
Tourism,Riverkeeper's Organization,
Rural Conservation and Enhancement,Forestry Service,
Cooperative Extension Service,,
Salaries & Wages,,Employee Benefits
56%,,16%
,,Professional/
,,Contracted
,,Services
,,13%
Equipment /,,Purchased
Vehicles,,Services
0%,Materials /,12%
,Supplies,
,3%,
"A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence",
,,Page 94
