Name: “Table 1 of 1 on page 27 of 157”,Name: “Table 1 of 1 on page 27 of 157”,Name: “Table 1 of 1 on page 27 of 157”
Table: 25,Table: 25,Table: 25
,,
ISLE OF WIGHT COUNTY,,
FY 2008-09 GENERAL OPERATING BUDGET,FY 2008-09 GENERAL OPERATING BUDGET,
SCHEDULE OF RESERVED FUNDS,,
"Estimated as of June 30, 2008",,
General Fund:,,
Cash Proffers,$,"907,386"
Chesapeake Bay Violations,,"18,150"
VDOT Revenue Sharing,,"2,740,300"
Total Reserved Funds in General Fund,$,"3,665,836"
Capital Projects:,,
Economic Development Reserve,$,"6,200,900"
PACE Program Reserve,,"2,175,500"
Land Preservation,,"1,198,375"
Parks & Recreation Reserve,,"594,000"
Total Reserved Funds in Capital Projects,"$ 10,168,775",
"Total Estimated Reserve Funds as of June 30, 2008","$ 13,834,611",
"A Community of CHOICE, Committed to Excellence",,
,,Page 21
