Name: “Table 1 of 1 on page 16 of 30”,Name: “Table 1 of 1 on page 16 of 30”,Name: “Table 1 of 1 on page 16 of 30”,Name: “Table 1 of 1 on page 16 of 30”,Name: “Table 1 of 1 on page 16 of 30”,Name: “Table 1 of 1 on page 16 of 30”,Name: “Table 1 of 1 on page 16 of 30”,Name: “Table 1 of 1 on page 16 of 30”,Name: “Table 1 of 1 on page 16 of 30”,Name: “Table 1 of 1 on page 16 of 30”,Name: “Table 1 of 1 on page 16 of 30”,Name: “Table 1 of 1 on page 16 of 30”,Name: “Table 1 of 1 on page 16 of 30”,Name: “Table 1 of 1 on page 16 of 30”,Name: “Table 1 of 1 on page 16 of 30”,Name: “Table 1 of 1 on page 16 of 30”,Name: “Table 1 of 1 on page 16 of 30”
Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16
,,,,,,,,,,,,,,,,
,,,,,,,,,ORDINANCE,,4N424O3,,,,,
,,,,AN,AN,AN,ORDINANCE,ORDINANCE,APPROVING,THE,FY,2012,2012,2012,,
,,,ANNUAL,PLAN,PLAN,FOR,THE,THE,THE,CONSOLIDATED,PLAN,PLAN,FISCAL,FISCAL,,
,,,YEARS 2012 THROUGH 2016 APPROVING THE,YEARS 2012 THROUGH 2016 APPROVING THE,YEARS 2012 THROUGH 2016 APPROVING THE,YEARS 2012 THROUGH 2016 APPROVING THE,YEARS 2012 THROUGH 2016 APPROVING THE,YEARS 2012 THROUGH 2016 APPROVING THE,YEARS 2012 THROUGH 2016 APPROVING THE,YEARS 2012 THROUGH 2016 APPROVING THE,YEARS 2012 THROUGH 2016 APPROVING THE,YEARS 2012 THROUGH 2016 APPROVING THE,YEARS 2012 THROUGH 2016 APPROVING THE,YEARS 2012 THROUGH 2016 APPROVING THE,,
,,,APPLICATIONS,FOR,FOR,FOR,COMMUNITY,COMMUNITY,COMMUNITY,COMMUNITY,DEVELOPMENT,,BLOCK,BLOCK,,
,,,GRANT,GRANT,CDBG,CDBG,PROGRAM,HOME,HOME,HOME,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,,
,,,PARTNERSHIP,PARTNERSHIP,HOME PROGRAM,HOME PROGRAM,HOME PROGRAM,AND EMERGENCY SHELTER,AND EMERGENCY SHELTER,AND EMERGENCY SHELTER,AND EMERGENCY SHELTER,AND EMERGENCY SHELTER,AND EMERGENCY SHELTER,AND EMERGENCY SHELTER,,
,,,GRANT,,ESG,ESG,PROGRAM,PROGRAM,FUNDS,FUNDS,FUNDS,FUNDS,APPROPRIATING,APPROPRIATING,,
,,,AND,AND,AND,AUTHORIZING,THE,THE,THE,EXPENDITURE,0O25F6,0O25F6,0O25F6,108,,
,,,IN,,CDBG,,GRANT,F1UN32D9S,F1UN32D9S,402,IN,,HOME,HOME,,
,,,GRANT,GRANT,FUNDS,A2N8D2,A2N8D2,781,IN,ESG,GRANT,GRANT,FUNDS,FUNDS,,
,,,AND,AND,AND,AUTHORIZING,THE,THE,THE,APPROPRIATE,CITY,CITY,CITY,OFFICIALS,,
,,,TO,DO,ALL,ALL,THINGS,THINGS,NECESSARY,TO,TO,RECEIVE,THE,THE,,
,,,FUNDS,AND,AND,CARRY OUT,THE,THE,THE,,,,,,,
,,PROGRAMS,PROGRAMS,WHEREAS under,WHEREAS under,the,the,provisions of,the,the,Housing,and,and,and,Community,Community
Development,Act,of,1974,as,as,amended,financial,financial,as istance,is,provided,to localities,to localities,to localities,for,for
undertaking and carrying out community development,undertaking and carrying out community development,undertaking and carrying out community development,undertaking and carrying out community development,undertaking and carrying out community development,undertaking and carrying out community development,undertaking and carrying out community development,undertaking and carrying out community development,undertaking and carrying out community development,undertaking and carrying out community development,activities,,,,,,
,,and WHEREAS City Council has reviewed,and WHEREAS City Council has reviewed,and WHEREAS City Council has reviewed,and WHEREAS City Council has reviewed,and WHEREAS City Council has reviewed,and WHEREAS City Council has reviewed,and WHEREAS City Council has reviewed,and WHEREAS City Council has reviewed,and held public hearings on the,and held public hearings on the,and held public hearings on the,and held public hearings on the,and held public hearings on the,and held public hearings on the,and held public hearings on the
proposed FY 2012 Annual Plan for the,proposed FY 2012 Annual Plan for the,proposed FY 2012 Annual Plan for the,proposed FY 2012 Annual Plan for the,proposed FY 2012 Annual Plan for the,proposed FY 2012 Annual Plan for the,proposed FY 2012 Annual Plan for the,proposed FY 2012 Annual Plan for the,Consolidated Plan Fiscal Years 2012 through,Consolidated Plan Fiscal Years 2012 through,Consolidated Plan Fiscal Years 2012 through,Consolidated Plan Fiscal Years 2012 through,Consolidated Plan Fiscal Years 2012 through,Consolidated Plan Fiscal Years 2012 through,Consolidated Plan Fiscal Years 2012 through,2016 in,2016 in
the City of Norfolk,the City of Norfolk,the City of Norfolk,the City of Norfolk,,,,,,,,,,,,,
,,and,and,WHER AS,it,is necessary,is necessary,that,Council,Council,officially,officially,approve,and,endorse,the
FY 2012,FY 2012,FY 2012,Annual,Plan in order,Plan in order,Plan in order,to comply with,to comply with,the provisions of the aforesaid Act and,the provisions of the aforesaid Act and,the provisions of the aforesaid Act and,the provisions of the aforesaid Act and,the provisions of the aforesaid Act and,the provisions of the aforesaid Act and,the provisions of the aforesaid Act and,the provisions of the aforesaid Act and
the administrative regulations promulgated pursuant thereto,the administrative regulations promulgated pursuant thereto,the administrative regulations promulgated pursuant thereto,the administrative regulations promulgated pursuant thereto,the administrative regulations promulgated pursuant thereto,the administrative regulations promulgated pursuant thereto,the administrative regulations promulgated pursuant thereto,the administrative regulations promulgated pursuant thereto,the administrative regulations promulgated pursuant thereto,the administrative regulations promulgated pursuant thereto,the administrative regulations promulgated pursuant thereto,the administrative regulations promulgated pursuant thereto,,,,,
474 - Ordinances,474 - Ordinances,474 - Ordinances,,,,,,,,,,,,,,
