Name: “Table 1 of 1 on page 4 of 30”,Name: “Table 1 of 1 on page 4 of 30”,Name: “Table 1 of 1 on page 4 of 30”,Name: “Table 1 of 1 on page 4 of 30”,Name: “Table 1 of 1 on page 4 of 30”,Name: “Table 1 of 1 on page 4 of 30”,Name: “Table 1 of 1 on page 4 of 30”,Name: “Table 1 of 1 on page 4 of 30”,Name: “Table 1 of 1 on page 4 of 30”,Name: “Table 1 of 1 on page 4 of 30”,Name: “Table 1 of 1 on page 4 of 30”,Name: “Table 1 of 1 on page 4 of 30”,Name: “Table 1 of 1 on page 4 of 30”,Name: “Table 1 of 1 on page 4 of 30”,Name: “Table 1 of 1 on page 4 of 30”,Name: “Table 1 of 1 on page 4 of 30”,Name: “Table 1 of 1 on page 4 of 30”
Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4
,,,,,,,,,,,,,,,,
Golf Operations,Golf Operations,Golf Operations,Golf Operations,Fund,Five,Five,Million,Million,Two,Hundred,,Ten,Thousand,Thousand,Seven,Seven
Hundred,Hundred,,Dollars,2751000,2751000,2751000,2751000,for,the,Public,Amenities,Amenities,Fund,Fund,Three,Three
Million,,Eighty One Thousand,Eighty One Thousand,Eighty One Thousand,Eighty One Thousand,Eighty One Thousand,Nine,Nine,Hundred,Dollars,Dollars,9008301 for the,9008301 for the,9008301 for the,9008301 for the,9008301 for the
Tax,Increment,Increment,Increment,Financing,Financing,Financing,Fund,,One,Million,Seven,Seven,Hundred,Hundred,Four,Four
Thousand,Thousand,Thousand,Dollars,Dollars,0700104,0700104,0700104,for,the,Towing,,and,Storage,Storage,Service,Service
Fund,,or,so,much,thereof,thereof,as,may,be,necessary,necessary,as,set,forth,in,the
annual budget for the fiscal year July,annual budget for the fiscal year July,annual budget for the fiscal year July,annual budget for the fiscal year July,annual budget for the fiscal year July,annual budget for the fiscal year July,annual budget for the fiscal year July,annual budget for the fiscal year July,annual budget for the fiscal year July,1,2011,June 30,June 30,2012,submitted,submitted,submitted
by,the,City,City,Manager,and,and,as,amended,amended,by,the,Council,Council,and,hereby,hereby
