Name: “Table 1 of 1 on page 106 of 212”,Name: “Table 1 of 1 on page 106 of 212”,Name: “Table 1 of 1 on page 106 of 212”,Name: “Table 1 of 1 on page 106 of 212”,Name: “Table 1 of 1 on page 106 of 212”,Name: “Table 1 of 1 on page 106 of 212”,Name: “Table 1 of 1 on page 106 of 212”,Name: “Table 1 of 1 on page 106 of 212”
Table: 106,Table: 106,Table: 106,Table: 106,Table: 106,Table: 106,Table: 106,Table: 106
,,,,,,,
Position Summary,Position Summary,,,,,,
,,,,,FY 2011,,FY 2012
,,,,,Approved,,Approved
,,Pay Grade,Minimum,Maximum,Positions,Change,Positions
Administrative Assistant II,Administrative Assistant II,MAP003,"32,158","51,407",1,0,1
Administrative Technician,Administrative Technician,OPS008,"27,697","44,276",1,-1,0
Applications Analyst,Applications Analyst,ITM004,"49,707","79,465",1,0,1
Assistant Director of Human,Assistant Director of Human,,,,,,
,,SRM006,"64,848","114,132",1,0,1
Resources,Resources,,,,,,
Benefits Specialist,Benefits Specialist,OPS008,"27,697","44,276",3,0,3
City Safety Officer,City Safety Officer,MAP009,"46,289","74,003",1,0,1
Director of Human Resources,Director of Human Resources,EXE003,"86,070","148,838",1,0,1
Disability Case Manager,Disability Case Manager,MAP007,"40,874","65,345",1,0,1
Employee Benefits Manager,Employee Benefits Manager,MAP011,"52,582","84,061",1,0,1
Employment Investigator,Employment Investigator,OPS010,"32,456","51,882",1,0,1
Human Resources Generalist,Human Resources Generalist,MAP007,"40,874","65,345",3,-1,2
Human Resources Manager,Human Resources Manager,MAP012,"56,106","89,693",1,0,1
Human Resources Team,Human Resources Team,,,,,,
,,MAP010,"49,317","78,839",2,0,2
Leader,Leader,,,,,,
Management Analyst I,Management Analyst I,MAP006,"38,452","61,471",1,-1,0
Management Analyst III,Management Analyst III,MAP009,"46,289","74,003",1,0,1
Organizational Development,Organizational Development,,,,,,
,,MAP008,"43,481","69,509",1,0,1
Specialist,Specialist,,,,,,
Personnel Technician,Personnel Technician,OPS010,"32,456","51,882",3,-1,2
Salary and Benefits,Salary and Benefits,,,,,,
,,MAP007,"40,874","65,345",1,0,1
Administrator,Administrator,,,,,,
Salary and Benefits Specialist,Salary and Benefits Specialist,OPS009,"29,968","47,912",3,0,3
Software Analyst,Software Analyst,ITM002,"43,682","69,831",1,0,1
Support Technician,Support Technician,OPS006,"23,724","37,926",4,-2,2
Total,Total,,,,33,,27
170,Human Resources,,,,,,
