Name: “Table 1 of 1 on page 68 of 212”,Name: “Table 1 of 1 on page 68 of 212”,Name: “Table 1 of 1 on page 68 of 212”,Name: “Table 1 of 1 on page 68 of 212”,Name: “Table 1 of 1 on page 68 of 212”,Name: “Table 1 of 1 on page 68 of 212”,Name: “Table 1 of 1 on page 68 of 212”,Name: “Table 1 of 1 on page 68 of 212”
Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68
,,,,,,,
Position Summary,Position Summary,,,,,,
,,,,,FY 2011,,FY 2012
,,,,,Approved,,Approved
,,Pay Grade,Minimum,Maximum,Positions,Change,Positions
Assistant Inmate,Assistant Inmate,,,,,,
,,SHC011,"40,519","64,409",2,0,2
Classification Manager,Classification Manager,,,,,,
Assistant Procurement,Assistant Procurement,,,,,,
,,SHC009,"34,320","54,556",2,0,2
Specialist,Specialist,,,,,,
Corrections Director,Corrections Director,SHC016,"50,705","80,604",2,0,2
Deputy Sheriff,Deputy Sheriff,SHF002,"30,792","48,358",258,0,258
Deputy Sheriff (Captain),Deputy Sheriff (Captain),SHF006,"47,217","74,468",12,0,12
Deputy Sheriff (Colonel),Deputy Sheriff (Colonel),SHF009,"59,985","94,767",1,0,1
Deputy Sheriff (Corporal),Deputy Sheriff (Corporal),SHF003,"33,846","53,212",37,0,37
Deputy Sheriff (Lieutenant,Deputy Sheriff (Lieutenant,,,,,,
,,SHF008,"57,177","90,302",3,0,3
Colonel),Colonel),,,,,,
Deputy Sheriff (Lieutenant),Deputy Sheriff (Lieutenant),SHF005,"40,925","64,464",17,0,17
Deputy Sheriff (Major),Deputy Sheriff (Major),SHF007,"49,527","78,148",4,0,4
Deputy Sheriff (Master),Deputy Sheriff (Master),SHF002,"30,792","48,358",51,0,51
Deputy Sheriff (Sergeant),Deputy Sheriff (Sergeant),SHF004,"39,023","61,442",25,0,25
Deputy Sheriff (Sergeant),Deputy Sheriff (Sergeant),SHF006,"47,217","74,468",1,0,1
Education Program Manager,Education Program Manager,SHC011,"40,519","64,409",3,0,3
Education Programs,Education Programs,,,,,,
,,SHC010,"36,751","58,421",1,0,1
Specialist,Specialist,,,,,,
Electronic Surveillance,Electronic Surveillance,,,,,,
,,SHC007,"31,747","50,466",1,0,1
Supervisor,Supervisor,,,,,,
Grievance Coordinator,Grievance Coordinator,SHC010,"36,751","58,421",1,0,1
Human Resources & Budget,Human Resources & Budget,,,,,,
,,SHC014,"46,904","74,563",1,0,1
Director,Director,,,,,,
Inmate Classification,Inmate Classification,,,,,,
,,SHC013,"44,671","71,011",2,0,2
Manager,Manager,,,,,,
Inmate Classification,Inmate Classification,,,,,,
,,SHC010,"36,751","58,421",7,0,7
Specialist,Specialist,,,,,,
Maintenance Mechanic I,Maintenance Mechanic I,SHC004,"27,424","43,595",1,0,1
Management Analyst III,Management Analyst III,MAP009,"46,289","74,003",1,0,1
138,Sheriff and Jail,,,,,,
