Name: “Table 1 of 1 on page 54 of 212”,Name: “Table 1 of 1 on page 54 of 212”,Name: “Table 1 of 1 on page 54 of 212”,Name: “Table 1 of 1 on page 54 of 212”,Name: “Table 1 of 1 on page 54 of 212”,Name: “Table 1 of 1 on page 54 of 212”,Name: “Table 1 of 1 on page 54 of 212”,Name: “Table 1 of 1 on page 54 of 212”
Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54
,,,,,,,
Expenditure Summary,Expenditure Summary,Expenditure Summary,,,,,
,,,FY 2009,FY 2009,FY 2010,FY 2011,FY 2012
,,,Actual,Actual,Actual,Approved,Approved
Personnel Services,Personnel Services,,"572,813","572,813","587,449","643,659","612,812"
"Materials, Supplies & Repairs","Materials, Supplies & Repairs","Materials, Supplies & Repairs",,"7,050","7,783","7,430","7,430"
Contractual Services,Contractual Services,,,"8,179","12,625","12,300","12,300"
Equipment,Equipment,,,"3,593","5,200","4,211","4,258"
All Purpose Appropriations,All Purpose Appropriations,,,0,0,0,0
Total,Total,,"591,635","591,635","613,057","667,600","636,800"
Programs & Services,Programs & Services,,,,,,
,,,FY 2010,FY 2010,FY 2011,FY 2012,
,,,Actual,Actual,Approved,Approved,Positions
Circuit Court Judges,Circuit Court Judges,,,,,,
Circuit Court Judges,Circuit Court Judges,,"613,057","613,057","667,600","636,800",5
Five full-time positions and four temporary,Five full-time positions and four temporary,Five full-time positions and four temporary,,,,,
positions provide administrative support to the,positions provide administrative support to the,positions provide administrative support to the,,,,,
nine Circuit Court Judges who preside over a,nine Circuit Court Judges who preside over a,nine Circuit Court Judges who preside over a,,,,,
"court of general jurisdiction in Norfolk, Virginia.","court of general jurisdiction in Norfolk, Virginia.","court of general jurisdiction in Norfolk, Virginia.",,,,,
Total,Total,,"613,057","613,057","667,600","636,800",5
Position Summary,Position Summary,,,,,,
,,,,,FY 2011,,FY 2012
,,,,,Approved,,Approved
,,Pay Grade,Minimum,Maximum,Positions,Change,Positions
Legal Assistant,Legal Assistant,OPS012,"38,172","61,021",1,0,1
Legal Secretary II,Legal Secretary II,OPS010,"32,456","51,882",3,0,3
Programs Manager,Programs Manager,MAP011,"52,582","84,061",1,0,1
Total,Total,,,,5,,5
124,Circuit Court Judges,,,,,,
