Name: “Table 1 of 1 on page 34 of 212”,Name: “Table 1 of 1 on page 34 of 212”,Name: “Table 1 of 1 on page 34 of 212”,Name: “Table 1 of 1 on page 34 of 212”,Name: “Table 1 of 1 on page 34 of 212”,Name: “Table 1 of 1 on page 34 of 212”,Name: “Table 1 of 1 on page 34 of 212”,Name: “Table 1 of 1 on page 34 of 212”
Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34
,,,,,,,
Position Summary,Position Summary,,,,,,
,,,,,FY 2011,,FY 2012
,,,,,Approved,,Approved
,,Pay Grade,Minimum,Maximum,Positions,Change,Positions
Legal Coordinator I -LD,Legal Coordinator I -LD,OPS012,"38,172","61,021",2,0,2
Legal Coordinator II - LD,Legal Coordinator II - LD,OPS014,"45,061","72,037",1,0,1
Legal Secretary I,Legal Secretary I,OPS008,"27,697","44,276",1,0,1
Legal Secretary II,Legal Secretary II,OPS010,"32,456","51,882",4,0,4
Messenger/Driver,Messenger/Driver,OPS003,"18,939","30,279",1,0,1
Paralegal Claims Investigator,Paralegal Claims Investigator,,,,,,
,,OPS012,"38,172","61,021",1,-1,0
I - LD,I - LD,,,,,,
Paralegal Claims Investigator,Paralegal Claims Investigator,,,,,,
,,OPS013,"41,454","66,273",1,0,1
II - LD,II - LD,,,,,,
Paralegal Generalist-LD,Paralegal Generalist-LD,OPS010,"32,456","51,882",1,0,1
Support Technician,Support Technician,OPS006,"23,724","37,926",1,0,1
Total,Total,,,,35,,34
104,City Attorney,,,,,,
