Name: “Table 1 of 1 on page 94 of 212”,Name: “Table 1 of 1 on page 94 of 212”,Name: “Table 1 of 1 on page 94 of 212”,Name: “Table 1 of 1 on page 94 of 212”,Name: “Table 1 of 1 on page 94 of 212”,Name: “Table 1 of 1 on page 94 of 212”,Name: “Table 1 of 1 on page 94 of 212”,Name: “Table 1 of 1 on page 94 of 212”
Table: 94,Table: 94,Table: 94,Table: 94,Table: 94,Table: 94,Table: 94,Table: 94
,,,,,,,
,,,,,FY 2011,,FY 2012
,,,,,Approved,,Approved
,,Pay Grade,Minimum,Maximum,Positions,Change,Positions
Facilities Maintenance,Facilities Maintenance,,,,,,
,,SRM005,"60,947","107,266",0,0,1
Manager,Manager,,,,,,
Maintenance Mechanic I,Maintenance Mechanic I,OPS007,"25,622","40,963",0,0,9
Maintenance Mechanic II,Maintenance Mechanic II,OPS008,"27,697","44,276",0,0,8
Maintenance Mechanic III,Maintenance Mechanic III,OPS010,"32,456","51,882",0,0,1
Maintenance Shop Manager,Maintenance Shop Manager,MAP008,"43,481","69,509",0,0,2
Maintenance Supervisor I,Maintenance Supervisor I,MAP005,"36,200","57,872",0,0,1
Maintenance Supervisor II,Maintenance Supervisor II,MAP007,"40,874","65,345",0,0,1
Maintenance Worker I,Maintenance Worker I,OPS003,"18,939","30,279",0,0,2
Management Analyst III,Management Analyst III,MAP009,"46,289","74,003",0,0,1
Manager of Real Estate,Manager of Real Estate,SRM005,"60,947","107,266",0,0,1
Operating Engineer I,Operating Engineer I,OPS007,"25,622","40,963",0,0,1
Operating Engineer II,Operating Engineer II,OPS010,"32,456","51,882",0,0,13
Painter I,Painter I,OPS007,"25,622","40,963",0,0,3
Painter II,Painter II,OPS009,"29,968","47,912",0,0,1
Plumber II,Plumber II,OPS008,"27,697","44,276",0,0,5
Plumber III,Plumber III,OPS009,"29,968","47,912",0,0,1
Project Manager,Project Manager,MAP010,"49,317","78,839",0,0,1
Purchasing Agent,Purchasing Agent,SRM005,"60,947","107,266",0,0,1
Real Estate Coordinator,Real Estate Coordinator,MAP007,"40,874","65,345",0,0,1
Quality Assurance Inspector,Quality Assurance Inspector,OPS009,"29,968","47,912",0,0,1
Storekeeper I,Storekeeper I,OPS005,"21,987","35,150",0,0,1
Storekeeper III,Storekeeper III,OPS008,"27,697","44,276",0,0,1
Supervising Operating,Supervising Operating,,,,,,
,,MAP007,"40,874","65,345",0,0,2
Engineer-HVAC,Engineer-HVAC,,,,,,
Support Technician,Support Technician,OPS006,"23,724","37,926",0,0,2
Welder,Welder,OPS009,"29,968","47,912",0,0,1
Total,Total,,,,0,,96
164,General Services,,,,,,
