Name: “Table 1 of 1 on page 4 of 214”,Name: “Table 1 of 1 on page 4 of 214”,Name: “Table 1 of 1 on page 4 of 214”,Name: “Table 1 of 1 on page 4 of 214”,Name: “Table 1 of 1 on page 4 of 214”,Name: “Table 1 of 1 on page 4 of 214”,Name: “Table 1 of 1 on page 4 of 214”,Name: “Table 1 of 1 on page 4 of 214”
Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4
,,,,,,,
Position Summary,Position Summary,,,,,,
,,,,,FY 2012,,FY 2013
,,,,,Approved,,Proposed
,,Pay Grade,Minimum,Maximum,Positions,Change,Positions
Member of Council,Member of Council,*,*,*,7,0,7
President of Council,President of Council,*,*,*,1,0,1
Total,Total,,,,8,,8
*No pay grade or minimum and maximum salary range per compensation plan.,*No pay grade or minimum and maximum salary range per compensation plan.,*No pay grade or minimum and maximum salary range per compensation plan.,*No pay grade or minimum and maximum salary range per compensation plan.,*No pay grade or minimum and maximum salary range per compensation plan.,,,
106,City Council,,,,,,
