Name: “Table 1 of 1 on page 6 of 214”,Name: “Table 1 of 1 on page 6 of 214”,Name: “Table 1 of 1 on page 6 of 214”,Name: “Table 1 of 1 on page 6 of 214”,Name: “Table 1 of 1 on page 6 of 214”,Name: “Table 1 of 1 on page 6 of 214”,Name: “Table 1 of 1 on page 6 of 214”,Name: “Table 1 of 1 on page 6 of 214”
Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6
,,,,,,,
,,Priority: Well-Managed Government,Priority: Well-Managed Government,Priority: Well-Managed Government,,,
Goal,Goal,,,,,,
Achieve a reputation internally and externally as a well-managed government,Achieve a reputation internally and externally as a well-managed government,Achieve a reputation internally and externally as a well-managed government,Achieve a reputation internally and externally as a well-managed government,Achieve a reputation internally and externally as a well-managed government,,,
Objective,Objective,,,,,,
"Serve as a gateway to local government for City Council, citizens, city departments and outside agencies","Serve as a gateway to local government for City Council, citizens, city departments and outside agencies","Serve as a gateway to local government for City Council, citizens, city departments and outside agencies","Serve as a gateway to local government for City Council, citizens, city departments and outside agencies","Serve as a gateway to local government for City Council, citizens, city departments and outside agencies","Serve as a gateway to local government for City Council, citizens, city departments and outside agencies","Serve as a gateway to local government for City Council, citizens, city departments and outside agencies",
,,FY 2010,FY 2011,FY 2011,FY 2012,FY 2013,
Measure,Measure,,,,,,Change
,,Actual,Actual,Actual,Approved,Approved,
Maintain minutes for six boards and,Maintain minutes for six boards and,,,,,,
"commissions: City Planning Commission,","commissions: City Planning Commission,",,,,,,
"Design and Review Committee, Civil Service","Design and Review Committee, Civil Service",,,,,,
,,122,,122,122,122,0
"Commission, Board of Zoning Appeals,","Commission, Board of Zoning Appeals,",,,,,,
"Wetlands Board, Building Codes of Appeals,","Wetlands Board, Building Codes of Appeals,",,,,,,
and City Council Meetings,and City Council Meetings,,,,,,
,,Priority: Well-Managed Government,Priority: Well-Managed Government,Priority: Well-Managed Government,,,
Goal,Goal,,,,,,
Enhance the efficiency of programs and services,Enhance the efficiency of programs and services,,,,,,
Objective,Objective,,,,,,
Provide current records to the customer served,Provide current records to the customer served,,,,,,
,,FY 2010,FY 2011,FY 2011,FY 2012,FY 2013,
Measure,Measure,,,,,,Change
,,Actual,Actual,Actual,Approved,Approved,
Maintain percent of retrieved documents,Maintain percent of retrieved documents,,,,,,
,,100,,100,100,100,0
stored off-site within 24 hours,stored off-site within 24 hours,,,,,,
Maintain percent of retrieved documents,Maintain percent of retrieved documents,,,,,,
,,100,,100,100,100,0
stored on-site within 30 minutes,stored on-site within 30 minutes,,,,,,
,,"Priority: Accessibility, Mobility and Connectivity","Priority: Accessibility, Mobility and Connectivity","Priority: Accessibility, Mobility and Connectivity",,,
Goal,Goal,,,,,,
Increase access to city services and information,Increase access to city services and information,,,,,,
Objective,Objective,,,,,,
Assist the City Council in its public communications and effectively execute events,Assist the City Council in its public communications and effectively execute events,Assist the City Council in its public communications and effectively execute events,Assist the City Council in its public communications and effectively execute events,Assist the City Council in its public communications and effectively execute events,,,
,,FY 2010,FY 2011,FY 2011,FY 2012,FY 2013,
Measure,Measure,,,,,,Change
,,Actual,Actual,Actual,Approved,Approved,
Sustain number of City Council meeting,Sustain number of City Council meeting,,,,,,
minutes published and available by next,minutes published and available by next,36,,36,36,36,0
regular Council meeting,regular Council meeting,,,,,,
EXPENDITURE S UMMARY,EXPENDITURE S UMMARY,,,,,,
,,FY 2010,FY 2010,,FY 2011,FY 2012,FY 2013
,,Actual,Actual,,Actual,Approved,Approved
Personnel Services,Personnel Services,"$1,210,771","$1,210,771","$1,123,417",,"$1,117,657","$1,056,903"
"Materials, Supplies and Repairs","Materials, Supplies and Repairs","$38,202","$38,202",,"$41,419","$47,440","$46,040"
Contractual Services,Contractual Services,"$250,751","$250,751",,"$239,177","$208,869","$217,303"
Equipment,Equipment,"$26,618","$26,618",,"$23,603","$30,600","$27,600"
All Purpose Appropriations,All Purpose Appropriations,,$0,,$0,$34,$0
Total,Total,"$1,526,342","$1,526,342","$1,427,616",,"$1,404,600","$1,347,846"
108,City Clerk,,,,,,
