Name: “Table 1 of 1 on page 102 of 214”,Name: “Table 1 of 1 on page 102 of 214”,Name: “Table 1 of 1 on page 102 of 214”,Name: “Table 1 of 1 on page 102 of 214”,Name: “Table 1 of 1 on page 102 of 214”,Name: “Table 1 of 1 on page 102 of 214”,Name: “Table 1 of 1 on page 102 of 214”,Name: “Table 1 of 1 on page 102 of 214”
Table: 102,Table: 102,Table: 102,Table: 102,Table: 102,Table: 102,Table: 102,Table: 102
,,,,,,,
POSITION S UMMARY,POSITION S UMMARY,,,,,,
,,Pay Grade,Minimum,Maximum,FY 2012,Change,FY 2013
,,,,,Approved,,Approved
,,,,,Positions,,Positions
Purchasing Agent,Purchasing Agent,SRM005,"$62,166","$109,411",1,0,1
Quality Assurance Inspector,Quality Assurance Inspector,OPS009,"$30,567","$48,870",1,0,1
Real Estate Coordinator,Real Estate Coordinator,MAP007,"$41,691","$66,652",1,0,1
Storekeeper I,Storekeeper I,OPS005,"$22,427","$35,853",1,0,1
Storekeeper III,Storekeeper III,OPS008,"$28,251","$45,161",1,0,1
Supervising Operating,Supervising Operating,,,,,,
,,MAP007,"$41,691","$66,652",2,0,2
Engineer-HVAC,Engineer-HVAC,,,,,,
Support Technician,Support Technician,OPS006,"$24,199","$38,684",6,-4,2
Visitor Services Specialist,Visitor Services Specialist,MAP004,"$34,788","$55,614",0,1,1
Welder,Welder,OPS009,"$30,567","$48,870",1,0,1
Total,Total,,,,102,14,116
204,General Services,,,,,,
