Name: “Table 1 of 1 on page 172 of 214”,Name: “Table 1 of 1 on page 172 of 214”,Name: “Table 1 of 1 on page 172 of 214”,Name: “Table 1 of 1 on page 172 of 214”,Name: “Table 1 of 1 on page 172 of 214”,Name: “Table 1 of 1 on page 172 of 214”,Name: “Table 1 of 1 on page 172 of 214”,Name: “Table 1 of 1 on page 172 of 214”
Table: 172,Table: 172,Table: 172,Table: 172,Table: 172,Table: 172,Table: 172,Table: 172
,,,,,,,
POSITION S UMMARY,POSITION S UMMARY,,,,,,
,,Pay Grade,Minimum,Maximum,FY 2012,Change,FY 2013
,,,,,Approved,,Approved
,,,,,Positions,,Positions
Crew Leader I,Crew Leader I,OPS008,"$28,251","$45,161",1,-1,0
Maintenance Worker II,Maintenance Worker II,OPS004,"$20,805","$33,263",1,-1,0
Manager of Visitor Services,Manager of Visitor Services,MAP007,"$41,691","$66,652",1,-1,0
Operating Engineer II,Operating Engineer II,OPS010,"$33,105","$52,920",1,-1,0
Visitor Services Specialist,Visitor Services Specialist,MAP004,"$34,788","$55,614",1,-1,0
Total,Total,,,,5,-5,0
274,Cruise Ship Terminal,,,,,,
