Name: “Table 1 of 1 on page 204 of 214”,Name: “Table 1 of 1 on page 204 of 214”,Name: “Table 1 of 1 on page 204 of 214”,Name: “Table 1 of 1 on page 204 of 214”,Name: “Table 1 of 1 on page 204 of 214”,Name: “Table 1 of 1 on page 204 of 214”,Name: “Table 1 of 1 on page 204 of 214”,Name: “Table 1 of 1 on page 204 of 214”
Table: 204,Table: 204,Table: 204,Table: 204,Table: 204,Table: 204,Table: 204,Table: 204
,,,,,,,
,,Priority: Environmental Sustainability,Priority: Environmental Sustainability,,,,
Goal,Goal,,,,,,
Enhance efficient use and protection of natural resources,Enhance efficient use and protection of natural resources,Enhance efficient use and protection of natural resources,,,,,
Objective,Objective,,,,,,
Reduce and Recycle Waste,Reduce and Recycle Waste,,,,,,
,,FY 2010,FY 2011,FY 2012,FY 2012,FY 2013,
Measure,Measure,,,,,,Change
,,Actual,Actual,Approved,Approved,Approved,
Increase tons of curbside recycling collected,Increase tons of curbside recycling collected,"11,295","9,853","10,500","10,500","10,000",-500
Achieve 30% recycling material rate as a,Achieve 30% recycling material rate as a,,,,,,
,,22,24,,27,30,3
percentage of total refuse collected,percentage of total refuse collected,,,,,,
,,"Priority: Accessibility, Mobility and Connectivity","Priority: Accessibility, Mobility and Connectivity","Priority: Accessibility, Mobility and Connectivity",,,
Goal,Goal,,,,,,
"Increase transportation choice, connectivity and affordability","Increase transportation choice, connectivity and affordability","Increase transportation choice, connectivity and affordability",,,,,
Objective,Objective,,,,,,
Optimize traditional and alternative transportation modes and travel including an expanded pedestrian and,Optimize traditional and alternative transportation modes and travel including an expanded pedestrian and,Optimize traditional and alternative transportation modes and travel including an expanded pedestrian and,Optimize traditional and alternative transportation modes and travel including an expanded pedestrian and,Optimize traditional and alternative transportation modes and travel including an expanded pedestrian and,Optimize traditional and alternative transportation modes and travel including an expanded pedestrian and,Optimize traditional and alternative transportation modes and travel including an expanded pedestrian and,
bicycle network,bicycle network,,,,,,
,,FY 2010,FY 2011,FY 2012,FY 2012,FY 2013,
Measure,Measure,,,,,,Change
,,Actual,Actual,Approved,Approved,Approved,
Increase miles of bikeways marked per year,Increase miles of bikeways marked per year,11,11,,14,29,15
EXPENDITURE S UMMARY,EXPENDITURE S UMMARY,,,,,,
,,FY 2010,,FY 2011,,FY 2012,FY 2013
,,Actual,,Actual,,Approved,Approved
Personnel Services,Personnel Services,"$17,563,966","$22,748,818","$22,748,818","$18,476,004","$18,476,004","$18,739,687"
"Materials, Supplies and Repairs","Materials, Supplies and Repairs","$11,241,793","$13,975,981","$13,975,981",,"$9,191,408","$9,771,843"
Contractual Services,Contractual Services,"$17,775,593","$16,653,315","$16,653,315","$13,228,657","$13,228,657","$11,589,823"
Equipment,Equipment,"$690,151",,"$709,339",,"$917,573","$1,016,573"
All Purpose Appropriations,All Purpose Appropriations,"$999,885","($173,351)","($173,351)",,"$1,283,258","$882,601"
Total,Total,"$48,271,388","$53,914,103","$53,914,103","$43,096,900","$43,096,900","$42,000,527"
306,Public Works,,,,,,
