Name: “Table 1 of 1 on page 112 of 214”,Name: “Table 1 of 1 on page 112 of 214”,Name: “Table 1 of 1 on page 112 of 214”,Name: “Table 1 of 1 on page 112 of 214”,Name: “Table 1 of 1 on page 112 of 214”,Name: “Table 1 of 1 on page 112 of 214”,Name: “Table 1 of 1 on page 112 of 214”,Name: “Table 1 of 1 on page 112 of 214”
Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112
,,,,,,,
,"Priority: Accessibility, Mobility and Connectivity","Priority: Accessibility, Mobility and Connectivity","Priority: Accessibility, Mobility and Connectivity","Priority: Accessibility, Mobility and Connectivity",,,
Goal,,,,,,,
Enhance citizens' access to goods and services,Enhance citizens' access to goods and services,,,,,,
Objective,,,,,,,
Provide electronic application submission and posting,Provide electronic application submission and posting,Provide electronic application submission and posting,,,,,
,,FY 2010,FY 2011,FY 2011,FY 2012,FY 2013,
Measure,,,,,,,Change
,,Actual,Actual,Actual,Approved,Approved,
Increase percent of building safety,Increase percent of building safety,,,,,,
,,0,,0,0,5,5
applications received online (new measure),applications received online (new measure),,,,,,
Increase percent of planning applications,Increase percent of planning applications,,,,,,
posted online in 48 hours of receipt (new,posted online in 48 hours of receipt (new,0,,0,25,75,50
measure),,,,,,,
EXPENDITURE S UMMARY,EXPENDITURE S UMMARY,,,,,,
,,FY 2010,FY 2010,,FY 2011,FY 2012,FY 2013
,,Actual,Actual,,Actual,Approved,Approved
Personnel Services,,"$4,630,179","$4,630,179","$7,266,052",,"$7,053,076","$5,874,405"
"Materials, Supplies and Repairs","Materials, Supplies and Repairs","$102,569","$102,569",,"$285,402","$318,137","$209,048"
Contractual Services,,"$119,118","$119,118",,"$682,010","$735,254","$387,861"
Equipment,,,$448,,$787,"$3,625","$6,450"
All Purpose Appropriations,,,$0,,"$633,986","$638,208","$688,208"
Total,,"$4,852,314","$4,852,314","$8,868,237",,"$8,748,300","$7,165,972"
ESTIMATED A PPROPRIATION FOR S PECIAL REVENUE S UMMARY,ESTIMATED A PPROPRIATION FOR S PECIAL REVENUE S UMMARY,ESTIMATED A PPROPRIATION FOR S PECIAL REVENUE S UMMARY,ESTIMATED A PPROPRIATION FOR S PECIAL REVENUE S UMMARY,ESTIMATED A PPROPRIATION FOR S PECIAL REVENUE S UMMARY,ESTIMATED A PPROPRIATION FOR S PECIAL REVENUE S UMMARY,,
"The following special revenue summary presents additional funds received by the department through grants,","The following special revenue summary presents additional funds received by the department through grants,","The following special revenue summary presents additional funds received by the department through grants,","The following special revenue summary presents additional funds received by the department through grants,","The following special revenue summary presents additional funds received by the department through grants,","The following special revenue summary presents additional funds received by the department through grants,","The following special revenue summary presents additional funds received by the department through grants,","The following special revenue summary presents additional funds received by the department through grants,"
"donations, and dedicated state and federal appropriations.","donations, and dedicated state and federal appropriations.","donations, and dedicated state and federal appropriations.",These funds are generally multi-year appropriations,These funds are generally multi-year appropriations,These funds are generally multi-year appropriations,These funds are generally multi-year appropriations,These funds are generally multi-year appropriations
and can continue from one fiscal year to another. These monies are dedicated to specific activities and/or functions,and can continue from one fiscal year to another. These monies are dedicated to specific activities and/or functions,and can continue from one fiscal year to another. These monies are dedicated to specific activities and/or functions,and can continue from one fiscal year to another. These monies are dedicated to specific activities and/or functions,and can continue from one fiscal year to another. These monies are dedicated to specific activities and/or functions,and can continue from one fiscal year to another. These monies are dedicated to specific activities and/or functions,and can continue from one fiscal year to another. These monies are dedicated to specific activities and/or functions,and can continue from one fiscal year to another. These monies are dedicated to specific activities and/or functions
and are nontransferable. Grants are not guaranteed annually.,and are nontransferable. Grants are not guaranteed annually.,and are nontransferable. Grants are not guaranteed annually.,,,,,
,Dollars,,Source,Source,,,Pos #
,,Chesapeake Bay Encroachment,Chesapeake Bay Encroachment,Chesapeake Bay Encroachment,Chesapeake Bay Encroachment,,
,Special Revenue,Civil Assessment Charges,Civil Assessment Charges,Civil Assessment Charges,Civil Assessment Charges,,
,"$68,700",,,,,,0
"(i.e.: Grants, Donations)",,Living Shoreline Grant Program,Living Shoreline Grant Program,Living Shoreline Grant Program,Living Shoreline Grant Program,,
,,,Wetlands Mitigation,Wetlands Mitigation,,,
214,Planning and Community Development,,,,,,
