Name: “Table 1 of 1 on page 39 of 70”,Name: “Table 1 of 1 on page 39 of 70”,Name: “Table 1 of 1 on page 39 of 70”,Name: “Table 1 of 1 on page 39 of 70”,Name: “Table 1 of 1 on page 39 of 70”,Name: “Table 1 of 1 on page 39 of 70”,Name: “Table 1 of 1 on page 39 of 70”,Name: “Table 1 of 1 on page 39 of 70”
Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39
,,,,,,,
,,,City of Portsmouth,City of Portsmouth,,,
,,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
,,Capital Improvements,Capital Improvements,Capital Improvements,,,
,,,Education,Education,,,
Project: 00028,Title: School Bus Fleet Replacement,Title: School Bus Fleet Replacement,,,Status: Active Project,Status: Active Project,
,Comprehensive Plan Information,Comprehensive Plan Information,,,Project Location,Project Location,
CIE Project: N/A,Plan Reference:,Plan Reference:,,District:,,,
LOS/Concurrency: N/A,Project Need: N/A,Project Need: N/A,,Location: Citywide,,,
,,,Programmed Funding,Programmed Funding,,,
Programmed,Appropriated,Budgeted,,Non-Appropriated Programmed CIP Funding,Non-Appropriated Programmed CIP Funding,Non-Appropriated Programmed CIP Funding,
Funding,To Date,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,Future Funding
"5,000,000",0,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000",0
,,,Description and Scope,Description and Scope,,,
This project is being established to replace part of the existing aging bus fleet utilized by the school system.,This project is being established to replace part of the existing aging bus fleet utilized by the school system.,This project is being established to replace part of the existing aging bus fleet utilized by the school system.,This project is being established to replace part of the existing aging bus fleet utilized by the school system.,This project is being established to replace part of the existing aging bus fleet utilized by the school system.,,,
,,,Rationale,Rationale,,,
The bus fleet must be replaced on a contiuous basis to ensure the safe transportation of the students of the public school system.,The bus fleet must be replaced on a contiuous basis to ensure the safe transportation of the students of the public school system.,The bus fleet must be replaced on a contiuous basis to ensure the safe transportation of the students of the public school system.,The bus fleet must be replaced on a contiuous basis to ensure the safe transportation of the students of the public school system.,The bus fleet must be replaced on a contiuous basis to ensure the safe transportation of the students of the public school system.,The bus fleet must be replaced on a contiuous basis to ensure the safe transportation of the students of the public school system.,,
,,,Funding Strategy,Funding Strategy,,,
The replacement of the bus fleet will be cash funded.,The replacement of the bus fleet will be cash funded.,The replacement of the bus fleet will be cash funded.,,,,,
,Project Map,Project Map,,,Schedule of Activities,Schedule of Activities,
,,,,Project Activities,,From - To,Amount
,,,Project Management,Project Management,,07/13 - 06/14,"5,000,000"
,,,,,Total Budgetary Cost Estimate:,Total Budgetary Cost Estimate:,"5,000,000"
,,,,,Means of Financing,Means of Financing,
,,,,,Funding Source,,Amount
,,,Transfer from General Fund,Transfer from General Fund,,,"5,000,000"
,,,,,Total Programmed Funding:,Total Programmed Funding:,"5,000,000"
,,,,,Future Funding Requirements:,Future Funding Requirements:,0
Fiscal Year 2014,,,14 - 39,14 - 39,,Capital Improvements,Capital Improvements
